season,team_id,team_slug,team_abbreviation,team_display_name,team_short_display_name,team_color,team_alternate_color,team_logo,category,stat_label,stat_name,stat_display_name,stat_description,display_value,value
2005,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,general,RPG,avgRebounds,Rebounds Per Game,The average rebounds per game.,27.2,27.205883
2005,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,general,AST/TO,assistTurnoverRatio,Assist To Turnover Ratio,The average number of assists a player or team records per turnover,1.0,0.96666664
2005,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,general,PFPG,avgFouls,Fouls Per Game,The average fouls committed per game.,21.4,21.382353
2005,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,general,GP,gamesPlayed,Games Played,Games Played,34,34.0
2005,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,general,GS,gamesStarted,Games Started,The number of games started by an athlete.,0,0.0
2005,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,general,MPG,avgMinutes,Minutes Per Game,The average number of minutes per game.,0.0,0.0
2005,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,general,REB,totalRebounds,Rebounds,The total number of rebounds for a team or player,925,925.0
2005,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,general,REB,rebounds,Rebounds,The total number of rebounds (offensive and defensive).,925,925.0
2005,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,offensive,FT%,freeThrowPct,Free Throw Percentage,The ratio of free throws made to free throws attempted: FTM / FTA,71.6,71.635
2005,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,offensive,3P%,threePointPct,3-Point Field Goal Percentage,The ratio of 3pt field goals made to 3pt field goals attempted: 3PM / 3PA.,34.6,34.551
2005,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,offensive,AFGM,avgFieldGoalsMade,Average Field Goals Made,The average field goals made per game.,22.7,22.705883
2005,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,offensive,AFGA,avgFieldGoalsAttempted,Average Field Goals Attempted,The average field goals attempted per game.,56.3,56.264706
2005,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,offensive,A3PM,avgThreePointFieldGoalsMade,Average 3-Point Field Goals Made,The average three point field goals made per game.,3.1,3.0588236
2005,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,offensive,A3PA,avgThreePointFieldGoalsAttempted,Average 3-Point Field Goals Attempted,The average three point field goals attempted per game.,8.9,8.8529415
2005,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,offensive,AFTM,avgFreeThrowsMade,Average Free Throws Made,The average free throw shots made per game.,13.1,13.1470585
2005,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,offensive,AFTA,avgFreeThrowsAttempted,Average Free Throws Attempted,The average free throw shots attempted per game.,18.4,18.352942
2005,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,offensive,PPG,avgPoints,Points Per Game,The average number of points scored per game.,61.6,61.617645
2005,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,offensive,ORPG,avgOffensiveRebounds,Offensive Rebounds Per Game,The average offensive rebounds per game.,9.3,9.294118
2005,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,offensive,APG,avgAssists,Assists Per Game,The average assists per game.,14.5,14.5
2005,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,offensive,TOPG,avgTurnovers,Turnovers Per Game,The average turnovers committed per game.,15.0,15.0
2005,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,offensive,2P%,twoPointFieldGoalPct,2-Point Field Goal Percentage,The percentage of 2-points fields goals made by a team or player.,41.4,41.43920540809631
2005,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,offensive,SC-EFF,scoringEfficiency,Scoring Efficiency,The efficiency with which a team or player scores the basketball.,1.095,1.0951385
2005,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,offensive,SH-EFF,shootingEfficiency,Shooting Efficiency,The efficiency with which a team or player shoots the basketball.,0.43,0.43073705
2005,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,offensive,FG%,fieldGoalPct,Field Goal Percentage,The ratio of field goals made to field goals attempted: FGM / FGA,40.4,40.355
2005,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,offensive,2PM,twoPointFieldGoalsMade,2-Point Field Goals Made,The number of 2-point field goals made for a team or player.,668.0,668.0
2005,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,offensive,2PA,twoPointFieldGoalsAttempted,2-Point Field Goals Attempted,The number of 2-point field goals attempted for a team or player.,1612.0,1612.0
2005,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,offensive,PTS,points,Points,The number of points scored.,2095,2095.0
2005,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,offensive,OREB,offensiveRebounds,Offensive Rebounds,The number of times when the offense obtains the possession of the ball after a missed shot.,316,316.0
2005,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,offensive,AST,assists,Assists,"The number of times a player who passes the ball to a teammate in a way that leads to a score by field goal, meaning that he or she was ""assisting"" in the basket. There is some judgment involved in deciding whether a passer should be credited with an assist.",493,493.0
2005,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,offensive,TO,turnovers,Turnovers,The number of times a player loses possession to the other team.,510,510.0
2005,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,offensive,FGM,fieldGoalsMade,Field Goals Made,The number of times a 2pt field goal was made.,772,772.0
2005,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,offensive,FGA,fieldGoalsAttempted,Field Goals Attempted,The number of times a 2pt field goal was attempted.,1913,1913.0
2005,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,offensive,FTM,freeThrowsMade,Free Throws Made,The number of times a free throw was made.,447,447.0
2005,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,offensive,FTA,freeThrowsAttempted,Free Throws Attempted,The number of times a free throw was attempted.,624,624.0
2005,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,offensive,3PM,threePointFieldGoalsMade,3-Point Field Goals Made,The number of times a 3pt field goal was made.,104,104.0
2005,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,offensive,3PA,threePointFieldGoalsAttempted,3-Point Field Goals Attempted,The number of times a 3pt field goal was attempted.,301,301.0
2005,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,offensive,3P%,threePointFieldGoalPct,3-Point Field Goal Percentage,The ratio of 3pt field goals made to 3pt field goals attempted: 3PM / 3PA.,34.6,34.55149531364441
2005,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,offensive,2PM,avgTwoPointFieldGoalsMade,2-Point Field Goals Made per Game,The number of 2-point field goals made per game for a team or player.,19.6,19.647058
2005,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,offensive,2PA,avgTwoPointFieldGoalsAttempted,2-Point Field Goals Attempted per Game,The number of 2-point field goals attempted per game for a team or player.,47.4,47.411766
2005,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,defensive,DRPG,avgDefensiveRebounds,Defensive Rebounds Per Game,The average defensive rebounds per game.,17.9,17.911764
2005,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,defensive,BPG,avgBlocks,Blocks Per Game,The average blocks per game.,3.3,3.3235295
2005,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,defensive,SPG,avgSteals,Steals Per Game,The average steals per game.,8.4,8.3529415
2005,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,defensive,DREB,defensiveRebounds,Defensive Rebounds,The number of times when the defense obtains the possession of the ball after a missed shot by the offense.,609,609.0
2005,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,defensive,STL,steals,Steals,The number of times a defensive player forced a turnover by intercepting or deflecting a pass or a dribble of an offensive player.,284,284.0
2005,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,defensive,BLK,blocks,Blocks,"Short for blocked shot, number of times when a defensive player legally deflects a field goal attempt from an offensive player.",113,113.0
2005,11,,PHX,Phoenix Mercury,,3c286e,,https://a.espncdn.com/guid/514d18a9-00a8-d52b-dda2-37d707f19bd0/logos/default.png,general,RPG,avgRebounds,Rebounds Per Game,The average rebounds per game.,31.0,30.970589
2005,11,,PHX,Phoenix Mercury,,3c286e,,https://a.espncdn.com/guid/514d18a9-00a8-d52b-dda2-37d707f19bd0/logos/default.png,general,AST/TO,assistTurnoverRatio,Assist To Turnover Ratio,The average number of assists a player or team records per turnover,1.1,1.0792079
2005,11,,PHX,Phoenix Mercury,,3c286e,,https://a.espncdn.com/guid/514d18a9-00a8-d52b-dda2-37d707f19bd0/logos/default.png,general,PFPG,avgFouls,Fouls Per Game,The average fouls committed per game.,20.3,20.264706
2005,11,,PHX,Phoenix Mercury,,3c286e,,https://a.espncdn.com/guid/514d18a9-00a8-d52b-dda2-37d707f19bd0/logos/default.png,general,GP,gamesPlayed,Games Played,Games Played,34,34.0
2005,11,,PHX,Phoenix Mercury,,3c286e,,https://a.espncdn.com/guid/514d18a9-00a8-d52b-dda2-37d707f19bd0/logos/default.png,general,GS,gamesStarted,Games Started,The number of games started by an athlete.,0,0.0
2005,11,,PHX,Phoenix Mercury,,3c286e,,https://a.espncdn.com/guid/514d18a9-00a8-d52b-dda2-37d707f19bd0/logos/default.png,general,MPG,avgMinutes,Minutes Per Game,The average number of minutes per game.,0.0,0.0
2005,11,,PHX,Phoenix Mercury,,3c286e,,https://a.espncdn.com/guid/514d18a9-00a8-d52b-dda2-37d707f19bd0/logos/default.png,general,REB,totalRebounds,Rebounds,The total number of rebounds for a team or player,1053,1053.0
2005,11,,PHX,Phoenix Mercury,,3c286e,,https://a.espncdn.com/guid/514d18a9-00a8-d52b-dda2-37d707f19bd0/logos/default.png,general,REB,rebounds,Rebounds,The total number of rebounds (offensive and defensive).,1053,1053.0
2005,11,,PHX,Phoenix Mercury,,3c286e,,https://a.espncdn.com/guid/514d18a9-00a8-d52b-dda2-37d707f19bd0/logos/default.png,offensive,FT%,freeThrowPct,Free Throw Percentage,The ratio of free throws made to free throws attempted: FTM / FTA,76.6,76.565
2005,11,,PHX,Phoenix Mercury,,3c286e,,https://a.espncdn.com/guid/514d18a9-00a8-d52b-dda2-37d707f19bd0/logos/default.png,offensive,3P%,threePointPct,3-Point Field Goal Percentage,The ratio of 3pt field goals made to 3pt field goals attempted: 3PM / 3PA.,33.2,33.209
2005,11,,PHX,Phoenix Mercury,,3c286e,,https://a.espncdn.com/guid/514d18a9-00a8-d52b-dda2-37d707f19bd0/logos/default.png,offensive,AFGM,avgFieldGoalsMade,Average Field Goals Made,The average field goals made per game.,12.6,12.588235
2005,11,,PHX,Phoenix Mercury,,3c286e,,https://a.espncdn.com/guid/514d18a9-00a8-d52b-dda2-37d707f19bd0/logos/default.png,offensive,AFGA,avgFieldGoalsAttempted,Average Field Goals Attempted,The average field goals attempted per game.,39.1,39.058823
2005,11,,PHX,Phoenix Mercury,,3c286e,,https://a.espncdn.com/guid/514d18a9-00a8-d52b-dda2-37d707f19bd0/logos/default.png,offensive,A3PM,avgThreePointFieldGoalsMade,Average 3-Point Field Goals Made,The average three point field goals made per game.,5.2,5.2352943
2005,11,,PHX,Phoenix Mercury,,3c286e,,https://a.espncdn.com/guid/514d18a9-00a8-d52b-dda2-37d707f19bd0/logos/default.png,offensive,A3PA,avgThreePointFieldGoalsAttempted,Average 3-Point Field Goals Attempted,The average three point field goals attempted per game.,15.8,15.764706
2005,11,,PHX,Phoenix Mercury,,3c286e,,https://a.espncdn.com/guid/514d18a9-00a8-d52b-dda2-37d707f19bd0/logos/default.png,offensive,AFTM,avgFreeThrowsMade,Average Free Throws Made,The average free throw shots made per game.,15.5,15.470589
