season,team_id,team_slug,team_abbreviation,team_display_name,team_short_display_name,team_color,team_alternate_color,team_logo,category,stat_label,stat_name,stat_display_name,stat_description,display_value,value
2002,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,general,RPG,avgRebounds,Rebounds Per Game,The average rebounds per game.,29.8,29.84375
2002,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,general,AST/TO,assistTurnoverRatio,Assist To Turnover Ratio,The average number of assists a player or team records per turnover,1.3,1.2620865
2002,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,general,PFPG,avgFouls,Fouls Per Game,The average fouls committed per game.,20.2,20.21875
2002,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,general,GP,gamesPlayed,Games Played,Games Played,32,32.0
2002,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,general,GS,gamesStarted,Games Started,The number of games started by an athlete.,0,0.0
2002,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,general,MPG,avgMinutes,Minutes Per Game,The average number of minutes per game.,0.0,0.0
2002,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,general,REB,totalRebounds,Rebounds,The total number of rebounds for a team or player,955,955.0
2002,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,general,REB,rebounds,Rebounds,The total number of rebounds (offensive and defensive).,955,955.0
2002,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,offensive,FT%,freeThrowPct,Free Throw Percentage,The ratio of free throws made to free throws attempted: FTM / FTA,73.9,73.906
2002,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,offensive,3P%,threePointPct,3-Point Field Goal Percentage,The ratio of 3pt field goals made to 3pt field goals attempted: 3PM / 3PA.,40.0,40.038
2002,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,offensive,AFGM,avgFieldGoalsMade,Average Field Goals Made,The average field goals made per game.,24.1,24.0625
2002,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,offensive,AFGA,avgFieldGoalsAttempted,Average Field Goals Attempted,The average field goals attempted per game.,55.9,55.9375
2002,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,offensive,A3PM,avgThreePointFieldGoalsMade,Average 3-Point Field Goals Made,The average three point field goals made per game.,6.6,6.59375
2002,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,offensive,A3PA,avgThreePointFieldGoalsAttempted,Average 3-Point Field Goals Attempted,The average three point field goals attempted per game.,16.5,16.46875
2002,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,offensive,AFTM,avgFreeThrowsMade,Average Free Throws Made,The average free throw shots made per game.,15.3,15.3125
2002,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,offensive,AFTA,avgFreeThrowsAttempted,Average Free Throws Attempted,The average free throw shots attempted per game.,20.7,20.71875
2002,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,offensive,PPG,avgPoints,Points Per Game,The average number of points scored per game.,70.0,70.03125
2002,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,offensive,ORPG,avgOffensiveRebounds,Offensive Rebounds Per Game,The average offensive rebounds per game.,9.4,9.4375
2002,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,offensive,APG,avgAssists,Assists Per Game,The average assists per game.,15.5,15.5
2002,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,offensive,TOPG,avgTurnovers,Turnovers Per Game,The average turnovers committed per game.,12.3,12.28125
2002,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,offensive,2P%,twoPointFieldGoalPct,2-Point Field Goal Percentage,The percentage of 2-points fields goals made by a team or player.,44.3,44.25970017910004
2002,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,offensive,SC-EFF,scoringEfficiency,Scoring Efficiency,The efficiency with which a team or player scores the basketball.,1.252,1.2519553
2002,1,,CHA,Charlotte Sting,,,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,offensive,SH-EFF,shootingEfficiency,Shooting Efficiency,The efficiency with which a team or player shoots the basketball.,0.49,0.48910615
