season,team_id,team_slug,team_abbreviation,team_display_name,team_short_display_name,team_color,team_alternate_color,team_logo,category,stat_label,stat_name,stat_display_name,stat_description,display_value,value
2007,11,,PHX,Phoenix Mercury,,3c286e,,https://a.espncdn.com/guid/514d18a9-00a8-d52b-dda2-37d707f19bd0/logos/default.png,general,RPG,avgRebounds,Rebounds Per Game,The average rebounds per game.,33.9,33.882355
2007,11,,PHX,Phoenix Mercury,,3c286e,,https://a.espncdn.com/guid/514d18a9-00a8-d52b-dda2-37d707f19bd0/logos/default.png,general,AST/TO,assistTurnoverRatio,Assist To Turnover Ratio,The average number of assists a player or team records per turnover,1.4,1.4140787
2007,11,,PHX,Phoenix Mercury,,3c286e,,https://a.espncdn.com/guid/514d18a9-00a8-d52b-dda2-37d707f19bd0/logos/default.png,general,PFPG,avgFouls,Fouls Per Game,The average fouls committed per game.,19.4,19.352942
2007,11,,PHX,Phoenix Mercury,,3c286e,,https://a.espncdn.com/guid/514d18a9-00a8-d52b-dda2-37d707f19bd0/logos/default.png,general,GP,gamesPlayed,Games Played,Games Played,34,34.0
2007,11,,PHX,Phoenix Mercury,,3c286e,,https://a.espncdn.com/guid/514d18a9-00a8-d52b-dda2-37d707f19bd0/logos/default.png,general,GS,gamesStarted,Games Started,The number of games started by an athlete.,0,0.0
2007,11,,PHX,Phoenix Mercury,,3c286e,,https://a.espncdn.com/guid/514d18a9-00a8-d52b-dda2-37d707f19bd0/logos/default.png,general,MPG,avgMinutes,Minutes Per Game,The average number of minutes per game.,0.0,0.0
2007,11,,PHX,Phoenix Mercury,,3c286e,,https://a.espncdn.com/guid/514d18a9-00a8-d52b-dda2-37d707f19bd0/logos/default.png,general,REB,totalRebounds,Rebounds,The total number of rebounds for a team or player,1152,1152.0
2007,11,,PHX,Phoenix Mercury,,3c286e,,https://a.espncdn.com/guid/514d18a9-00a8-d52b-dda2-37d707f19bd0/logos/default.png,general,REB,rebounds,Rebounds,The total number of rebounds (offensive and defensive).,1152,1152.0
2007,11,,PHX,Phoenix Mercury,,3c286e,,https://a.espncdn.com/guid/514d18a9-00a8-d52b-dda2-37d707f19bd0/logos/default.png,offensive,FT%,freeThrowPct,Free Throw Percentage,The ratio of free throws made to free throws attempted: FTM / FTA,81.7,81.698
2007,11,,PHX,Phoenix Mercury,,3c286e,,https://a.espncdn.com/guid/514d18a9-00a8-d52b-dda2-37d707f19bd0/logos/default.png,offensive,3P%,threePointPct,3-Point Field Goal Percentage,The ratio of 3pt field goals made to 3pt field goals attempted: 3PM / 3PA.,35.3,35.323
2007,11,,PHX,Phoenix Mercury,,3c286e,,https://a.espncdn.com/guid/514d18a9-00a8-d52b-dda2-37d707f19bd0/logos/default.png,offensive,AFGM,avgFieldGoalsMade,Average Field Goals Made,The average field goals made per game.,31.3,31.264706
2007,11,,PHX,Phoenix Mercury,,3c286e,,https://a.espncdn.com/guid/514d18a9-00a8-d52b-dda2-37d707f19bd0/logos/default.png,offensive,AFGA,avgFieldGoalsAttempted,Average Field Goals Attempted,The average field goals attempted per game.,71.1,71.14706
2007,11,,PHX,Phoenix Mercury,,3c286e,,https://a.espncdn.com/guid/514d18a9-00a8-d52b-dda2-37d707f19bd0/logos/default.png,offensive,A3PM,avgThreePointFieldGoalsMade,Average 3-Point Field Goals Made,The average three point field goals made per game.,8.4,8.3529415
2007,11,,PHX,Phoenix Mercury,,3c286e,,https://a.espncdn.com/guid/514d18a9-00a8-d52b-dda2-37d707f19bd0/logos/default.png,offensive,A3PA,avgThreePointFieldGoalsAttempted,Average 3-Point Field Goals Attempted,The average three point field goals attempted per game.,23.6,23.647058
2007,11,,PHX,Phoenix Mercury,,3c286e,,https://a.espncdn.com/guid/514d18a9-00a8-d52b-dda2-37d707f19bd0/logos/default.png,offensive,AFTM,avgFreeThrowsMade,Average Free Throws Made,The average free throw shots made per game.,18.1,18.117647
2007,11,,PHX,Phoenix Mercury,,3c286e,,https://a.espncdn.com/guid/514d18a9-00a8-d52b-dda2-37d707f19bd0/logos/default.png,offensive,AFTA,avgFreeThrowsAttempted,Average Free Throws Attempted,The average free throw shots attempted per game.,22.2,22.17647
2007,11,,PHX,Phoenix Mercury,,3c286e,,https://a.espncdn.com/guid/514d18a9-00a8-d52b-dda2-37d707f19bd0/logos/default.png,offensive,PPG,avgPoints,Points Per Game,The average number of points scored per game.,89.0,89.0
2007,11,,PHX,Phoenix Mercury,,3c286e,,https://a.espncdn.com/guid/514d18a9-00a8-d52b-dda2-37d707f19bd0/logos/default.png,offensive,ORPG,avgOffensiveRebounds,Offensive Rebounds Per Game,The average offensive rebounds per game.,8.2,8.205882
2007,11,,PHX,Phoenix Mercury,,3c286e,,https://a.espncdn.com/guid/514d18a9-00a8-d52b-dda2-37d707f19bd0/logos/default.png,offensive,APG,avgAssists,Assists Per Game,The average assists per game.,20.1,20.088236
