season,row_count,generated_at_utc,source_endpoint
2026,2047,2026-05-11 23:18:09 UTC,derived from espn_wnba pbp
2026,2047,2026-05-11 23:45:40 UTC,derived from espn_wnba pbp
2026,2047,2026-05-12 00:35:09 UTC,derived from espn_wnba pbp
2024,45480,2026-05-12 00:54:24 UTC,derived from espn_wnba pbp
2026,2047,2026-05-12 01:02:37 UTC,derived from espn_wnba pbp
2025,53525,2026-05-12 01:14:22 UTC,derived from espn_wnba pbp
2024,45480,2026-05-12 01:22:10 UTC,derived from espn_wnba pbp
2025,53525,2026-05-12 01:26:31 UTC,derived from espn_wnba pbp
2026,2047,2026-05-12 01:29:57 UTC,derived from espn_wnba pbp
2026,2047,2026-05-12 09:29:47 UTC,derived from espn_wnba pbp
2026,2047,2026-05-12 10:37:26 UTC,derived from espn_wnba pbp
