id,uid,date,attendance,time_valid,neutral_site,conference_competition,recent,start_date,notes_type,notes_headline,type_id,type_abbreviation,venue_id,venue_full_name,venue_address_city,venue_address_state,venue_capacity,venue_indoor,status_clock,status_display_clock,status_period,status_type_id,status_type_name,status_type_state,status_type_completed,status_type_description,status_type_detail,status_type_short_detail,format_regulation_periods,home_id,home_uid,home_location,home_name,home_abbreviation,home_display_name,home_short_display_name,home_color,home_alternate_color,home_is_active,home_venue_id,home_score,home_winner,away_id,away_uid,away_location,away_name,away_abbreviation,away_display_name,away_short_display_name,away_color,away_alternate_color,away_is_active,away_venue_id,away_score,away_winner,game_id,season,season_type,home_logo,away_logo,status_type_alt_detail,PBP,game_date_time,game_date,team_box,player_box
400539499,s:40~l:59~e:400539499~c:400539499,2014-06-05T23:00Z,7983,TRUE,FALSE,FALSE,FALSE,2014-06-05T23:00Z,"","",1,STD,1830,Madison Square Garden,New York,NY,19763,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1826,75,FALSE,17,s:40~l:59~t:17,San Antonio,Stars,SA,San Antonio Stars,Stars,000000,c7cfd4,FALSE,780,87,TRUE,400539499,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,"","",TRUE,2014-06-05T23:00:00Z,2014-06-05,TRUE,TRUE
400539497,s:40~l:59~e:400539497~c:400539497,2014-06-04T02:00Z,8206,TRUE,FALSE,FALSE,FALSE,2014-06-04T02:00Z,"","",1,STD,1949,Footprint Center,Phoenix,AZ,17071,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,87,TRUE,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,72,FALSE,400539497,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,"",TRUE,2014-06-04T02:00:00Z,2014-06-03,TRUE,TRUE
400539496,s:40~l:59~e:400539496~c:400539496,2014-06-03T23:00Z,5409,TRUE,FALSE,FALSE,FALSE,2014-06-03T23:00Z,"","",1,STD,1827,State Farm Arena,Atlanta,GA,16888,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,TRUE,1827,93,TRUE,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,85,FALSE,400539496,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,"",TRUE,2014-06-03T23:00:00Z,2014-06-03,TRUE,TRUE
400539495,s:40~l:59~e:400539495~c:400539495,2014-06-02T01:00Z,6128,TRUE,FALSE,FALSE,FALSE,2014-06-02T01:00Z,"","",1,STD,2184,KeyArena,Seattle,WA,17459,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,62,TRUE,3,s:40~l:59~t:3,Tulsa,Shock,TUL,Tulsa Shock,Shock,11213e,c5d646,FALSE,1911,60,FALSE,400539495,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,"","",TRUE,2014-06-02T01:00:00Z,2014-06-01,TRUE,TRUE
400539494,s:40~l:59~e:400539494~c:400539494,2014-06-01T20:30Z,5098,TRUE,FALSE,FALSE,FALSE,2014-06-01T20:30Z,"","",1,STD,780,AT&T Center,San Antonio,TX,18500,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,17,s:40~l:59~t:17,San Antonio,Stars,SA,San Antonio Stars,Stars,000000,c7cfd4,FALSE,780,79,FALSE,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,TRUE,2029,87,TRUE,400539494,2014,2,"",https://a.espncdn.com/i/teamlogos/wnba/500/min.png,"",TRUE,2014-06-01T20:30:00Z,2014-06-01,TRUE,TRUE
400539493,s:40~l:59~e:400539493~c:400539493,2014-06-01T20:00Z,5828,TRUE,FALSE,FALSE,FALSE,2014-06-01T20:00Z,"","",1,STD,1823,Capital One Arena,Washington,DC,20362,TRUE,0,0,7,3,STATUS_FINAL,post,TRUE,Final,Final/3OT,Final/3OT,4,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,TRUE,1823,92,TRUE,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,84,FALSE,400539493,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,3OT,TRUE,2014-06-01T20:00:00Z,2014-06-01,TRUE,TRUE
400539492,s:40~l:59~e:400539492~c:400539492,2014-06-01T19:00Z,6071,TRUE,FALSE,FALSE,FALSE,2014-06-01T19:00Z,"","",1,STD,2160,Mohegan Sun Arena,Uncasville,CT,10000,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,85,TRUE,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,TRUE,1827,76,FALSE,400539492,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,"",TRUE,2014-06-01T19:00:00Z,2014-06-01,TRUE,TRUE
400539491,s:40~l:59~e:400539491~c:400539491,2014-05-31T23:00Z,7025,TRUE,FALSE,FALSE,FALSE,2014-05-31T23:00Z,"","",1,STD,2183,Gainbridge Fieldhouse,Indianapolis,IN,17923,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,,70,TRUE,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1826,66,FALSE,400539491,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,"",TRUE,2014-05-31T23:00:00Z,2014-05-31,TRUE,TRUE
400539490,s:40~l:59~e:400539490~c:400539490,2014-05-31T02:00Z,7923,TRUE,FALSE,FALSE,FALSE,2014-05-31T02:00Z,"","",1,STD,1949,Footprint Center,Phoenix,AZ,17071,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,100,TRUE,3,s:40~l:59~t:3,Tulsa,Shock,TUL,Tulsa Shock,Shock,11213e,c5d646,FALSE,1911,78,FALSE,400539490,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,"","",TRUE,2014-05-31T02:00:00Z,2014-05-30,TRUE,TRUE
400539489,s:40~l:59~e:400539489~c:400539489,2014-05-31T00:30Z,5693,TRUE,FALSE,FALSE,FALSE,2014-05-31T00:30Z,"","",1,STD,977,Allstate Arena,Glenview,IL,0,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,TRUE,1847,101,TRUE,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,82,FALSE,400539489,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,"",TRUE,2014-05-31T00:30:00Z,2014-05-30,TRUE,TRUE
400539488,s:40~l:59~e:400539488~c:400539488,2014-05-31T00:00Z,8734,TRUE,FALSE,FALSE,FALSE,2014-05-31T00:00Z,"","",1,STD,2029,Target Center,Minneapolis,MN,19006,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,TRUE,2029,88,TRUE,17,s:40~l:59~t:17,San Antonio,Stars,SA,San Antonio Stars,Stars,000000,c7cfd4,FALSE,780,72,FALSE,400539488,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,"","",TRUE,2014-05-31T00:00:00Z,2014-05-30,TRUE,TRUE
400539487,s:40~l:59~e:400539487~c:400539487,2014-05-30T23:30Z,5486,TRUE,FALSE,FALSE,FALSE,2014-05-30T23:30Z,"","",1,STD,1827,State Farm Arena,Atlanta,GA,16888,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,TRUE,1827,80,TRUE,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,69,FALSE,400539487,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,"",TRUE,2014-05-30T23:30:00Z,2014-05-30,TRUE,TRUE
400539486,s:40~l:59~e:400539486~c:400539486,2014-05-30T23:00Z,7395,TRUE,FALSE,FALSE,FALSE,2014-05-30T23:00Z,"","",1,STD,1823,Capital One Arena,Washington,DC,20362,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,TRUE,1823,68,TRUE,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1826,60,FALSE,400539486,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,"",TRUE,2014-05-30T23:00:00Z,2014-05-30,TRUE,TRUE
400539485,s:40~l:59~e:400539485~c:400539485,2014-05-29T23:00Z,6305,TRUE,FALSE,FALSE,FALSE,2014-05-29T23:00Z,"","",1,STD,2183,Gainbridge Fieldhouse,Indianapolis,IN,17923,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,,79,TRUE,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,65,FALSE,400539485,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,"",TRUE,2014-05-29T23:00:00Z,2014-05-29,TRUE,TRUE
400539484,s:40~l:59~e:400539484~c:400539484,2014-05-29T00:00Z,5286,TRUE,FALSE,FALSE,FALSE,2014-05-29T00:00Z,"","",1,STD,780,AT&T Center,San Antonio,TX,18500,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,17,s:40~l:59~t:17,San Antonio,Stars,SA,San Antonio Stars,Stars,000000,c7cfd4,FALSE,780,82,TRUE,3,s:40~l:59~t:3,Tulsa,Shock,TUL,Tulsa Shock,Shock,11213e,c5d646,FALSE,1911,79,FALSE,400539484,2014,2,"","","",TRUE,2014-05-29T00:00:00Z,2014-05-28,TRUE,TRUE
400539483,s:40~l:59~e:400539483~c:400539483,2014-05-27T23:00Z,7259,TRUE,FALSE,FALSE,FALSE,2014-05-27T23:00Z,"","",1,STD,1830,Madison Square Garden,New York,NY,19763,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1826,70,TRUE,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,64,FALSE,400539483,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,"",TRUE,2014-05-27T23:00:00Z,2014-05-27,TRUE,TRUE
400539482,s:40~l:59~e:400539482~c:400539482,2014-05-26T19:30Z,6058,TRUE,FALSE,FALSE,FALSE,2014-05-26T19:30Z,"","",1,STD,977,Allstate Arena,Glenview,IL,0,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,TRUE,1847,72,FALSE,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,TRUE,2029,75,TRUE,400539482,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,"",TRUE,2014-05-26T19:30:00Z,2014-05-26,TRUE,TRUE
400539481,s:40~l:59~e:400539481~c:400539481,2014-05-25T22:00Z,5517,TRUE,FALSE,FALSE,FALSE,2014-05-25T22:00Z,"","",1,STD,1827,State Farm Arena,Atlanta,GA,16888,TRUE,0,0,5,3,STATUS_FINAL,post,TRUE,Final,Final/OT,Final/OT,4,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,TRUE,1827,77,FALSE,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,,82,TRUE,400539481,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,OT,TRUE,2014-05-25T22:00:00Z,2014-05-25,TRUE,TRUE
400539480,s:40~l:59~e:400539480~c:400539480,2014-05-25T19:30Z,5317,TRUE,FALSE,FALSE,FALSE,2014-05-25T19:30Z,"","",1,STD,1841,crypto.com Arena,Los Angeles,CA,19068,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,83,TRUE,17,s:40~l:59~t:17,San Antonio,Stars,SA,San Antonio Stars,Stars,000000,c7cfd4,FALSE,780,62,FALSE,400539480,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,"","",TRUE,2014-05-25T19:30:00Z,2014-05-25,TRUE,TRUE
400539478,s:40~l:59~e:400539478~c:400539478,2014-05-25T00:00Z,4136,TRUE,FALSE,FALSE,FALSE,2014-05-25T00:00Z,"","",1,STD,977,Allstate Arena,Glenview,IL,0,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,TRUE,1847,87,TRUE,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,TRUE,1827,73,FALSE,400539478,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,"",TRUE,2014-05-25T00:00:00Z,2014-05-24,TRUE,TRUE
400539479,s:40~l:59~e:400539479~c:400539479,2014-05-25T00:00Z,8323,TRUE,FALSE,FALSE,FALSE,2014-05-25T00:00Z,"","",1,STD,2029,Target Center,Minneapolis,MN,19006,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,TRUE,2029,87,TRUE,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1826,82,FALSE,400539479,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,"",TRUE,2014-05-25T00:00:00Z,2014-05-24,TRUE,TRUE
400539477,s:40~l:59~e:400539477~c:400539477,2014-05-24T23:00Z,5847,TRUE,FALSE,FALSE,FALSE,2014-05-24T23:00Z,"","",1,STD,1823,Capital One Arena,Washington,DC,20362,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,TRUE,1823,65,FALSE,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,73,TRUE,400539477,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,"",TRUE,2014-05-24T23:00:00Z,2014-05-24,TRUE,TRUE
400539476,s:40~l:59~e:400539476~c:400539476,2014-05-24T02:00Z,9171,TRUE,FALSE,FALSE,FALSE,2014-05-24T02:00Z,"","",1,STD,1949,Footprint Center,Phoenix,AZ,17071,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,74,FALSE,17,s:40~l:59~t:17,San Antonio,Stars,SA,San Antonio Stars,Stars,000000,c7cfd4,FALSE,780,78,TRUE,400539476,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,"","",TRUE,2014-05-24T02:00:00Z,2014-05-23,TRUE,TRUE
400539475,s:40~l:59~e:400539475~c:400539475,2014-05-24T00:00Z,6845,TRUE,FALSE,FALSE,FALSE,2014-05-24T00:00Z,"","",1,STD,1911,BOK Center,Tulsa,OK,0,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,3,s:40~l:59~t:3,Tulsa,Shock,TUL,Tulsa Shock,Shock,11213e,c5d646,FALSE,1911,93,FALSE,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,TRUE,2029,94,TRUE,400539475,2014,2,"",https://a.espncdn.com/i/teamlogos/wnba/500/min.png,"",TRUE,2014-05-24T00:00:00Z,2014-05-23,TRUE,TRUE
400539473,s:40~l:59~e:400539473~c:400539473,2014-05-23T23:00Z,6573,TRUE,FALSE,FALSE,FALSE,2014-05-23T23:00Z,"","",1,STD,2160,Mohegan Sun Arena,Uncasville,CT,10000,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,71,TRUE,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,59,FALSE,400539473,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,"",TRUE,2014-05-23T23:00:00Z,2014-05-23,TRUE,TRUE
400539474,s:40~l:59~e:400539474~c:400539474,2014-05-23T23:00Z,5632,TRUE,FALSE,FALSE,FALSE,2014-05-23T23:00Z,"","",1,STD,2183,Gainbridge Fieldhouse,Indianapolis,IN,17923,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,,63,FALSE,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,TRUE,1823,79,TRUE,400539474,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,"",TRUE,2014-05-23T23:00:00Z,2014-05-23,TRUE,TRUE
400539472,s:40~l:59~e:400539472~c:400539472,2014-05-21T16:30Z,4951,TRUE,FALSE,FALSE,FALSE,2014-05-21T16:30Z,"","",1,STD,977,Allstate Arena,Glenview,IL,0,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,TRUE,1847,78,TRUE,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,68,FALSE,400539472,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,"",TRUE,2014-05-21T16:30:00Z,2014-05-21,TRUE,TRUE
400539471,s:40~l:59~e:400539471~c:400539471,2014-05-19T01:00Z,10138,TRUE,FALSE,FALSE,FALSE,2014-05-19T01:00Z,"","",1,STD,1841,crypto.com Arena,Los Angeles,CA,19068,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,69,FALSE,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,74,TRUE,400539471,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,"",TRUE,2014-05-19T01:00:00Z,2014-05-18,TRUE,TRUE
400539470,s:40~l:59~e:400539470~c:400539470,2014-05-18T21:00Z,9434,TRUE,FALSE,FALSE,FALSE,2014-05-18T21:00Z,"","",1,STD,2029,Target Center,Minneapolis,MN,19006,FALSE,0,0,5,3,STATUS_FINAL,post,TRUE,Final,Final/OT,Final/OT,4,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,TRUE,2029,90,TRUE,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,87,FALSE,400539470,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,OT,TRUE,2014-05-18T21:00:00Z,2014-05-18,TRUE,TRUE
400539469,s:40~l:59~e:400539469~c:400539469,2014-05-18T02:00Z,10200,TRUE,FALSE,FALSE,FALSE,2014-05-18T02:00Z,"","",1,STD,1949,Footprint Center,Phoenix,AZ,17071,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,81,TRUE,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,64,FALSE,400539469,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,"",TRUE,2014-05-18T02:00:00Z,2014-05-17,TRUE,TRUE
400539467,s:40~l:59~e:400539467~c:400539467,2014-05-18T00:00Z,9131,TRUE,FALSE,FALSE,FALSE,2014-05-18T00:00Z,"","",1,STD,1830,Madison Square Garden,New York,NY,19763,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1826,65,FALSE,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,TRUE,1847,79,TRUE,400539467,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,"",TRUE,2014-05-18T00:00:00Z,2014-05-17,TRUE,TRUE
400539468,s:40~l:59~e:400539468~c:400539468,2014-05-18T00:00Z,7665,TRUE,FALSE,FALSE,FALSE,2014-05-18T00:00Z,"","",1,STD,780,AT&T Center,San Antonio,TX,18500,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,17,s:40~l:59~t:17,San Antonio,Stars,SA,San Antonio Stars,Stars,000000,c7cfd4,FALSE,780,80,TRUE,3,s:40~l:59~t:3,Tulsa,Shock,TUL,Tulsa Shock,Shock,11213e,c5d646,FALSE,1911,76,FALSE,400539468,2014,2,"","","",TRUE,2014-05-18T00:00:00Z,2014-05-17,TRUE,TRUE
400539466,s:40~l:59~e:400539466~c:400539466,2014-05-17T23:00Z,8275,TRUE,FALSE,FALSE,FALSE,2014-05-17T23:00Z,"","",1,STD,2183,Gainbridge Fieldhouse,Indianapolis,IN,17923,TRUE,0,0,6,3,STATUS_FINAL,post,TRUE,Final,Final/2OT,Final/2OT,4,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,,88,FALSE,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,TRUE,1827,90,TRUE,400539466,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,2OT,TRUE,2014-05-17T23:00:00Z,2014-05-17,TRUE,TRUE
400539465,s:40~l:59~e:400539465~c:400539465,2014-05-17T02:00Z,8749,TRUE,FALSE,FALSE,FALSE,2014-05-17T02:00Z,"","",1,STD,2184,KeyArena,Seattle,WA,17459,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,69,FALSE,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,80,TRUE,400539465,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,"",TRUE,2014-05-17T02:00:00Z,2014-05-16,TRUE,TRUE
400539464,s:40~l:59~e:400539464~c:400539464,2014-05-17T00:30Z,6721,TRUE,FALSE,FALSE,FALSE,2014-05-17T00:30Z,"","",1,STD,977,Allstate Arena,Glenview,IL,0,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,TRUE,1847,74,TRUE,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,,71,FALSE,400539464,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,"",TRUE,2014-05-17T00:30:00Z,2014-05-16,TRUE,TRUE
400539463,s:40~l:59~e:400539463~c:400539463,2014-05-16T23:30Z,4575,TRUE,FALSE,FALSE,FALSE,2014-05-16T23:30Z,"","",1,STD,1827,State Farm Arena,Atlanta,GA,16888,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,TRUE,1827,79,TRUE,17,s:40~l:59~t:17,San Antonio,Stars,SA,San Antonio Stars,Stars,000000,c7cfd4,FALSE,780,75,FALSE,400539463,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,"","",TRUE,2014-05-16T23:30:00Z,2014-05-16,TRUE,TRUE
