id,uid,date,attendance,time_valid,neutral_site,conference_competition,recent,start_date,notes_type,notes_headline,type_id,type_abbreviation,venue_id,venue_full_name,venue_address_city,venue_address_state,venue_capacity,venue_indoor,status_clock,status_display_clock,status_period,status_type_id,status_type_name,status_type_state,status_type_completed,status_type_description,status_type_detail,status_type_short_detail,format_regulation_periods,home_id,home_uid,home_location,home_name,home_abbreviation,home_display_name,home_short_display_name,home_color,home_alternate_color,home_is_active,home_venue_id,home_logo,home_score,home_winner,away_id,away_uid,away_location,away_name,away_abbreviation,away_display_name,away_short_display_name,away_color,away_alternate_color,away_is_active,away_venue_id,away_logo,away_score,away_winner,game_id,season,season_type,PBP,game_date_time,game_date,team_box,player_box
250827008,s:40~l:59~e:250827008~c:250827008,2005-08-28T00:00Z,0,TRUE,FALSE,FALSE,FALSE,2005-08-28T00:00Z,"","",1,STD,2029,Target Center,Minneapolis,MN,19006,FALSE,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,TRUE,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,52,FALSE,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,"","",TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,61,TRUE,250827008,2005,2,TRUE,2005-08-28T00:00:00Z,2005-08-27,TRUE,TRUE
250827014,s:40~l:59~e:250827014~c:250827014,2005-08-27T22:30Z,0,TRUE,FALSE,FALSE,FALSE,2005-08-27T22:30Z,"","",1,STD,2184,KeyArena,Seattle,WA,17459,TRUE,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,85,TRUE,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,74,FALSE,250827014,2005,2,TRUE,2005-08-27T22:30:00Z,2005-08-27,TRUE,TRUE
250827001,s:40~l:59~e:250827001~c:250827001,2005-08-27T22:00Z,0,TRUE,FALSE,FALSE,FALSE,2005-08-27T22:00Z,"","",1,STD,,"","","",,,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,"","",TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,69,FALSE,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,78,TRUE,250827001,2005,2,TRUE,2005-08-27T22:00:00Z,2005-08-27,TRUE,TRUE
250827016,s:40~l:59~e:250827016~c:250827016,2005-08-27T22:00Z,0,TRUE,FALSE,FALSE,FALSE,2005-08-27T22:00Z,"","",1,STD,1823,Capital One Arena,Washington,DC,20362,TRUE,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,e03a3e,09295a,TRUE,1823,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,76,TRUE,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,11213e,c5d646,FALSE,1911,"",67,FALSE,250827016,2005,2,TRUE,2005-08-27T22:00:00Z,2005-08-27,TRUE,TRUE
250826017,s:40~l:59~e:250826017~c:250826017,2005-08-27T00:00Z,0,TRUE,FALSE,FALSE,FALSE,2005-08-27T00:00Z,"","",1,STD,780,AT&T Center,San Antonio,TX,18500,FALSE,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,17,s:40~l:59~t:17,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,000000,c7cfd4,FALSE,780,"",67,FALSE,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,70,TRUE,250826017,2005,2,TRUE,2005-08-27T00:00:00Z,2005-08-26,TRUE,TRUE
250826018,s:40~l:59~e:250826018~c:250826018,2005-08-26T23:30Z,0,TRUE,FALSE,FALSE,FALSE,2005-08-26T23:30Z,"","",1,STD,2160,Mohegan Sun Arena,Uncasville,CT,10000,TRUE,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,81,TRUE,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,e03a3e,09295a,TRUE,1823,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,47,FALSE,250826018,2005,2,TRUE,2005-08-26T23:30:00Z,2005-08-26,TRUE,TRUE
250825011,s:40~l:59~e:250825011~c:250825011,2005-08-26T02:00Z,0,TRUE,FALSE,FALSE,FALSE,2005-08-26T02:00Z,"","",1,STD,1949,Footprint Center,Phoenix,AZ,17071,TRUE,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,72,FALSE,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,"","",TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,80,TRUE,250825011,2005,2,TRUE,2005-08-26T02:00:00Z,2005-08-25,TRUE,TRUE
250825014,s:40~l:59~e:250825014~c:250825014,2005-08-26T02:00Z,0,TRUE,FALSE,FALSE,FALSE,2005-08-26T02:00Z,"","",1,STD,2184,KeyArena,Seattle,WA,17459,TRUE,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,76,TRUE,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,"","",TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,63,FALSE,250825014,2005,2,TRUE,2005-08-26T02:00:00Z,2005-08-25,TRUE,TRUE
250825003,s:40~l:59~e:250825003~c:250825003,2005-08-25T23:30Z,0,TRUE,FALSE,FALSE,FALSE,2005-08-25T23:30Z,"","",1,STD,3419,The Palace of Auburn Hills,Detroit,MI,22076,FALSE,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,11213e,c5d646,FALSE,1911,"",55,TRUE,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,40,FALSE,250825003,2005,2,TRUE,2005-08-25T23:30:00Z,2005-08-25,TRUE,TRUE
250825009,s:40~l:59~e:250825009~c:250825009,2005-08-25T23:30Z,0,TRUE,FALSE,FALSE,FALSE,2005-08-25T23:30Z,"","",1,STD,1830,Madison Square Garden,New York,NY,19763,FALSE,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1826,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,66,FALSE,1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,"","",TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,78,TRUE,250825009,2005,2,TRUE,2005-08-25T23:30:00Z,2005-08-25,TRUE,TRUE
250823006,s:40~l:59~e:250823006~c:250823006,2005-08-24T02:00Z,0,TRUE,FALSE,FALSE,FALSE,2005-08-24T02:00Z,"","",1,STD,1841,crypto.com Arena,Los Angeles,CA,19068,TRUE,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,74,TRUE,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,TRUE,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,63,FALSE,250823006,2005,2,TRUE,2005-08-24T02:00:00Z,2005-08-23,TRUE,TRUE
250823013,s:40~l:59~e:250823013~c:250823013,2005-08-24T02:00Z,0,TRUE,FALSE,FALSE,FALSE,2005-08-24T02:00Z,"","",1,STD,,"","","",,,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,"","",TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,76,TRUE,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,70,FALSE,250823013,2005,2,TRUE,2005-08-24T02:00:00Z,2005-08-23,TRUE,TRUE
250823017,s:40~l:59~e:250823017~c:250823017,2005-08-24T00:00Z,0,TRUE,FALSE,FALSE,FALSE,2005-08-24T00:00Z,"","",1,STD,780,AT&T Center,San Antonio,TX,18500,FALSE,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,17,s:40~l:59~t:17,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,000000,c7cfd4,FALSE,780,"",51,FALSE,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,78,TRUE,250823017,2005,2,TRUE,2005-08-24T00:00:00Z,2005-08-23,TRUE,TRUE
250823001,s:40~l:59~e:250823001~c:250823001,2005-08-23T23:00Z,0,TRUE,FALSE,FALSE,FALSE,2005-08-23T23:00Z,"","",1,STD,,"","","",,,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,"","",TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,56,TRUE,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,11213e,c5d646,FALSE,1911,"",49,FALSE,250823001,2005,2,TRUE,2005-08-23T23:00:00Z,2005-08-23,TRUE,TRUE
250823016,s:40~l:59~e:250823016~c:250823016,2005-08-23T23:00Z,0,TRUE,FALSE,FALSE,FALSE,2005-08-23T23:00Z,"","",1,STD,1823,Capital One Arena,Washington,DC,20362,TRUE,0,0,3,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,e03a3e,09295a,TRUE,1823,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,82,TRUE,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1826,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,69,FALSE,250823016,2005,2,TRUE,2005-08-23T23:00:00Z,2005-08-23,TRUE,TRUE
250823018,s:40~l:59~e:250823018~c:250823018,2005-08-23T23:00Z,0,TRUE,FALSE,FALSE,FALSE,2005-08-23T23:00Z,"","",1,STD,2160,Mohegan Sun Arena,Uncasville,CT,10000,TRUE,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,63,FALSE,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,69,TRUE,250823018,2005,2,TRUE,2005-08-23T23:00:00Z,2005-08-23,TRUE,TRUE
250821006,s:40~l:59~e:250821006~c:250821006,2005-08-22T01:30Z,0,TRUE,FALSE,FALSE,FALSE,2005-08-22T01:30Z,"","",1,STD,1841,crypto.com Arena,Los Angeles,CA,19068,TRUE,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,55,TRUE,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,"","",TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,50,FALSE,250821006,2005,2,TRUE,2005-08-22T01:30:00Z,2005-08-21,TRUE,TRUE
