id,uid,date,attendance,time_valid,neutral_site,conference_competition,recent,start_date,notes_type,notes_headline,type_id,type_abbreviation,venue_id,venue_full_name,venue_address_city,venue_address_state,venue_capacity,venue_indoor,status_clock,status_display_clock,status_period,status_type_id,status_type_name,status_type_state,status_type_completed,status_type_description,status_type_detail,status_type_short_detail,format_regulation_periods,home_id,home_uid,home_location,home_name,home_abbreviation,home_display_name,home_short_display_name,home_color,home_alternate_color,home_is_active,home_venue_id,home_logo,home_score,home_winner,away_id,away_uid,away_location,away_name,away_abbreviation,away_display_name,away_short_display_name,away_color,away_alternate_color,away_is_active,away_venue_id,away_logo,away_score,away_winner,game_id,season,season_type,PBP,game_date_time,game_date,team_box,player_box
250920013,s:40~l:59~e:250920013~c:250920013,2005-09-21T00:00Z,0,TRUE,FALSE,FALSE,FALSE,2005-09-21T00:00Z,event,FINALS,1,STD,,"","","",,,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,"","",TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,62,TRUE,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,59,FALSE,250920013,2005,3,TRUE,2005-09-21T00:00:00Z,2005-09-20,TRUE,TRUE
250918013,s:40~l:59~e:250918013~c:250918013,2005-09-18T20:00Z,0,TRUE,FALSE,FALSE,FALSE,2005-09-18T20:00Z,event,FINALS,1,STD,,"","","",,,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,"","",TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,66,TRUE,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,55,FALSE,250918013,2005,3,TRUE,2005-09-18T20:00:00Z,2005-09-18,TRUE,TRUE
250915018,s:40~l:59~e:250915018~c:250915018,2005-09-16T00:00Z,0,TRUE,FALSE,FALSE,FALSE,2005-09-16T00:00Z,event,FINALS,1,STD,2160,Mohegan Sun Arena,Uncasville,CT,10000,TRUE,0,0,3,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,77,TRUE,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,"","",TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,70,FALSE,250915018,2005,3,TRUE,2005-09-16T00:00:00Z,2005-09-15,TRUE,TRUE
250914018,s:40~l:59~e:250914018~c:250914018,2005-09-15T00:00Z,0,TRUE,FALSE,FALSE,FALSE,2005-09-15T00:00Z,event,FINALS,1,STD,2160,Mohegan Sun Arena,Uncasville,CT,10000,TRUE,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,65,FALSE,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,"","",TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,69,TRUE,250914018,2005,3,TRUE,2005-09-15T00:00:00Z,2005-09-14,TRUE,TRUE
250910013,s:40~l:59~e:250910013~c:250910013,2005-09-10T21:30Z,0,TRUE,FALSE,FALSE,FALSE,2005-09-10T21:30Z,event,PLAYOFFS,1,STD,,"","","",,,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,"","",TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,74,TRUE,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,"","",TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,65,FALSE,250910013,2005,3,TRUE,2005-09-10T21:30:00Z,2005-09-10,TRUE,TRUE
250910018,s:40~l:59~e:250910018~c:250910018,2005-09-10T18:00Z,0,TRUE,FALSE,FALSE,FALSE,2005-09-10T18:00Z,event,PLAYOFFS,1,STD,2160,Mohegan Sun Arena,Uncasville,CT,10000,TRUE,0,0,3,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,77,TRUE,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,67,FALSE,250910018,2005,3,TRUE,2005-09-10T18:00:00Z,2005-09-10,TRUE,TRUE
250908004,s:40~l:59~e:250908004~c:250908004,2005-09-09T01:00Z,0,TRUE,FALSE,FALSE,FALSE,2005-09-09T01:00Z,event,PLAYOFFS,1,STD,,"","","",,,0,0,3,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,"","",TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,69,FALSE,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,"","",TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,73,TRUE,250908004,2005,3,TRUE,2005-09-09T01:00:00Z,2005-09-08,TRUE,TRUE
250908005,s:40~l:59~e:250908005~c:250908005,2005-09-08T23:00Z,0,TRUE,FALSE,FALSE,FALSE,2005-09-08T23:00Z,event,PLAYOFFS,1,STD,,"","","",,,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,68,FALSE,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,73,TRUE,250908005,2005,3,TRUE,2005-09-08T23:00:00Z,2005-09-08,TRUE,TRUE
250903014,s:40~l:59~e:250903014~c:250903014,2005-09-04T02:00Z,0,TRUE,FALSE,FALSE,FALSE,2005-09-04T02:00Z,event,PLAYOFFS,1,STD,2184,KeyArena,Seattle,WA,17459,TRUE,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,58,FALSE,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,"","",TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,75,TRUE,250903014,2005,3,TRUE,2005-09-04T02:00:00Z,2005-09-03,TRUE,TRUE
250902013,s:40~l:59~e:250902013~c:250902013,2005-09-03T02:00Z,0,TRUE,FALSE,FALSE,FALSE,2005-09-03T02:00Z,event,PLAYOFFS,1,STD,,"","","",,,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,"","",TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,81,TRUE,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,63,FALSE,250902013,2005,3,TRUE,2005-09-03T02:00:00Z,2005-09-02,TRUE,TRUE
250902018,s:40~l:59~e:250902018~c:250902018,2005-09-03T00:00Z,0,TRUE,FALSE,FALSE,FALSE,2005-09-03T00:00Z,event,PLAYOFFS,1,STD,2160,Mohegan Sun Arena,Uncasville,CT,10000,TRUE,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,75,TRUE,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,11213e,c5d646,FALSE,1911,"",67,FALSE,250902018,2005,3,TRUE,2005-09-03T00:00:00Z,2005-09-02,TRUE,TRUE
250901014,s:40~l:59~e:250901014~c:250901014,2005-09-02T02:00Z,0,TRUE,FALSE,FALSE,FALSE,2005-09-02T02:00Z,event,PLAYOFFS,1,STD,2184,KeyArena,Seattle,WA,17459,TRUE,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,64,FALSE,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,"","",TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,67,TRUE,250901014,2005,3,TRUE,2005-09-02T02:00:00Z,2005-09-01,TRUE,TRUE
250901005,s:40~l:59~e:250901005~c:250901005,2005-09-02T00:00Z,0,TRUE,FALSE,FALSE,FALSE,2005-09-02T00:00Z,event,PLAYOFFS,1,STD,,"","","",,,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,58,TRUE,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1826,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,50,FALSE,250901005,2005,3,TRUE,2005-09-02T00:00:00Z,2005-09-01,TRUE,TRUE
250831006,s:40~l:59~e:250831006~c:250831006,2005-09-01T02:30Z,0,TRUE,FALSE,FALSE,FALSE,2005-09-01T02:30Z,event,PLAYOFFS,1,STD,1841,crypto.com Arena,Los Angeles,CA,19068,TRUE,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,72,FALSE,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,"","",TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,75,TRUE,250831006,2005,3,TRUE,2005-09-01T02:30:00Z,2005-08-31,TRUE,TRUE
250831003,s:40~l:59~e:250831003~c:250831003,2005-09-01T00:00Z,0,TRUE,FALSE,FALSE,FALSE,2005-09-01T00:00Z,event,PLAYOFFS,1,STD,3419,The Palace of Auburn Hills,Detroit,MI,22076,FALSE,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,11213e,c5d646,FALSE,1911,"",62,FALSE,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,73,TRUE,250831003,2005,3,TRUE,2005-09-01T00:00:00Z,2005-08-31,TRUE,TRUE
250830004,s:40~l:59~e:250830004~c:250830004,2005-08-31T01:30Z,0,TRUE,FALSE,FALSE,FALSE,2005-08-31T01:30Z,event,PLAYOFFS,1,STD,,"","","",,,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,"","",TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,67,FALSE,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,75,TRUE,250830004,2005,3,TRUE,2005-08-31T01:30:00Z,2005-08-30,TRUE,TRUE
250830009,s:40~l:59~e:250830009~c:250830009,2005-08-30T23:30Z,0,TRUE,FALSE,FALSE,FALSE,2005-08-30T23:30Z,event,PLAYOFFS,1,STD,1830,Madison Square Garden,New York,NY,19763,FALSE,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1826,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,51,FALSE,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,63,TRUE,250830009,2005,3,TRUE,2005-08-30T23:30:00Z,2005-08-30,TRUE,TRUE
250827004,s:40~l:59~e:250827004~c:250827004,2005-08-28T00:30Z,0,TRUE,FALSE,FALSE,FALSE,2005-08-28T00:30Z,"","",1,STD,,"","","",,,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,"","",TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,77,TRUE,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,51,FALSE,250827004,2005,2,TRUE,2005-08-28T00:30:00Z,2005-08-27,TRUE,TRUE
250827005,s:40~l:59~e:250827005~c:250827005,2005-08-28T00:00Z,0,TRUE,FALSE,FALSE,FALSE,2005-08-28T00:00Z,"","",1,STD,,"","","",,,0,0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,75,TRUE,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1826,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,50,FALSE,250827005,2005,2,TRUE,2005-08-28T00:00:00Z,2005-08-27,TRUE,TRUE
