id,uid,date,attendance,time_valid,neutral_site,conference_competition,recent,start_date,notes_type,notes_headline,type_id,type_abbreviation,venue_id,venue_full_name,venue_address_city,venue_address_state,venue_capacity,venue_indoor,status_clock,status_display_clock,status_period,status_type_id,status_type_name,status_type_state,status_type_completed,status_type_description,status_type_detail,status_type_short_detail,format_regulation_periods,home_id,home_uid,home_location,home_name,home_abbreviation,home_display_name,home_short_display_name,home_color,home_alternate_color,home_is_active,home_venue_id,home_score,home_winner,away_id,away_uid,away_location,away_name,away_abbreviation,away_display_name,away_short_display_name,away_color,away_alternate_color,away_is_active,away_venue_id,away_logo,away_score,away_winner,game_id,season,season_type,home_logo,status_type_alt_detail,game_date_time,game_date,PBP,team_box,player_box
400927447,s:40~l:59~e:400927447~c:400927447,2017-06-14T02:00Z,7233,TRUE,FALSE,FALSE,FALSE,2017-06-14T02:00Z,"","",1,STD,1841,crypto.com Arena,Los Angeles,CA,19068,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,97,TRUE,3,s:40~l:59~t:3,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,TRUE,3416,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,87,FALSE,400927447,2017,2,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,"",2017-06-14T02:00:00Z,2017-06-13,TRUE,TRUE,TRUE
400927445,s:40~l:59~e:400927445~c:400927445,2017-06-11T20:30Z,3998,TRUE,FALSE,FALSE,FALSE,2017-06-11T20:30Z,"","",1,STD,3416,College Park Center,Arlington,TX,0,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,3,s:40~l:59~t:3,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,TRUE,3416,74,FALSE,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,TRUE,1835,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,91,TRUE,400927445,2017,2,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,"",2017-06-11T20:30:00Z,2017-06-11,TRUE,TRUE,TRUE
400927443,s:40~l:59~e:400927443~c:400927443,2017-06-11T19:00Z,8564,TRUE,FALSE,FALSE,FALSE,2017-06-11T19:00Z,"","",1,STD,1830,Madison Square Garden,New York,NY,19763,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1830,94,TRUE,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,86,FALSE,400927443,2017,2,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,"",2017-06-11T19:00:00Z,2017-06-11,TRUE,TRUE,TRUE
400927444,s:40~l:59~e:400927444~c:400927444,2017-06-11T19:00Z,6194,TRUE,FALSE,FALSE,FALSE,2017-06-11T19:00Z,"","",1,STD,1823,Capital One Arena,Washington,DC,20362,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,TRUE,1823,88,TRUE,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,2183,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,70,FALSE,400927444,2017,2,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,"",2017-06-11T19:00:00Z,2017-06-11,TRUE,TRUE,TRUE
400927442,s:40~l:59~e:400927442~c:400927442,2017-06-11T02:00Z,10223,TRUE,FALSE,FALSE,FALSE,2017-06-11T02:00Z,"","",1,STD,1949,Footprint Center,Phoenix,AZ,17071,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,87,FALSE,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,89,TRUE,400927442,2017,2,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,"",2017-06-11T02:00:00Z,2017-06-10,TRUE,TRUE,TRUE
400927441,s:40~l:59~e:400927441~c:400927441,2017-06-11T00:00Z,6191,TRUE,FALSE,FALSE,FALSE,2017-06-11T00:00Z,"","",1,STD,780,AT&T Center,San Antonio,TX,18500,FALSE,0,0,5,3,STATUS_FINAL,post,TRUE,Final,Final/OT,Final/OT,4,17,s:40~l:59~t:17,San Antonio,Stars,SA,San Antonio Stars,Stars,000000,c7cfd4,FALSE,780,81,FALSE,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,TRUE,977,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,85,TRUE,400927441,2017,2,"",OT,2017-06-11T00:00:00Z,2017-06-10,TRUE,TRUE,TRUE
400927440,s:40~l:59~e:400927440~c:400927440,2017-06-10T23:00Z,5327,TRUE,FALSE,FALSE,FALSE,2017-06-10T23:00Z,"","",1,STD,2160,Mohegan Sun Arena,Uncasville,CT,10000,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,104,TRUE,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,TRUE,2206,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,71,FALSE,400927440,2017,2,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,"",2017-06-10T23:00:00Z,2017-06-10,TRUE,TRUE,TRUE
400927439,s:40~l:59~e:400927439~c:400927439,2017-06-10T00:00Z,3169,TRUE,FALSE,FALSE,FALSE,2017-06-10T00:00Z,"","",1,STD,3416,College Park Center,Arlington,TX,0,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,3,s:40~l:59~t:3,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,TRUE,3416,96,TRUE,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,90,FALSE,400927439,2017,2,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,"",2017-06-10T00:00:00Z,2017-06-09,TRUE,TRUE,TRUE
400927437,s:40~l:59~e:400927437~c:400927437,2017-06-09T23:00Z,6518,TRUE,FALSE,FALSE,FALSE,2017-06-09T23:00Z,"","",1,STD,1823,Capital One Arena,Washington,DC,20362,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,TRUE,1823,73,FALSE,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,TRUE,1835,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,98,TRUE,400927437,2017,2,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,"",2017-06-09T23:00:00Z,2017-06-09,TRUE,TRUE,TRUE
400927438,s:40~l:59~e:400927438~c:400927438,2017-06-09T23:00Z,6166,TRUE,FALSE,FALSE,FALSE,2017-06-09T23:00Z,"","",1,STD,2183,Gainbridge Fieldhouse,Indianapolis,IN,17923,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,2183,83,TRUE,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,80,FALSE,400927438,2017,2,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,"",2017-06-09T23:00:00Z,2017-06-09,TRUE,TRUE,TRUE
400927436,s:40~l:59~e:400927436~c:400927436,2017-06-07T23:00Z,5702,TRUE,FALSE,FALSE,FALSE,2017-06-07T23:00Z,"","",1,STD,2183,Gainbridge Fieldhouse,Indianapolis,IN,17923,TRUE,0,0,5,3,STATUS_FINAL,post,TRUE,Final,Final/OT,Final/OT,4,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,2183,90,FALSE,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,98,TRUE,400927436,2017,2,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,OT,2017-06-07T23:00:00Z,2017-06-07,TRUE,TRUE,TRUE
400927435,s:40~l:59~e:400927435~c:400927435,2017-06-07T15:00Z,14816,TRUE,FALSE,FALSE,FALSE,2017-06-07T15:00Z,"","",1,STD,1830,Madison Square Garden,New York,NY,19763,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1830,76,TRUE,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,TRUE,2206,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,61,FALSE,400927435,2017,2,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,"",2017-06-07T15:00:00Z,2017-06-07,TRUE,TRUE,TRUE
400927434,s:40~l:59~e:400927434~c:400927434,2017-06-07T02:30Z,8523,TRUE,FALSE,FALSE,FALSE,2017-06-07T02:30Z,"","",1,STD,1841,crypto.com Arena,Los Angeles,CA,19068,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,79,TRUE,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,TRUE,977,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,70,FALSE,400927434,2017,2,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,"",2017-06-07T02:30:00Z,2017-06-06,TRUE,TRUE,TRUE
400927432,s:40~l:59~e:400927432~c:400927432,2017-06-07T00:00Z,2085,TRUE,FALSE,FALSE,FALSE,2017-06-07T00:00Z,"","",1,STD,3416,College Park Center,Arlington,TX,0,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,3,s:40~l:59~t:3,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,TRUE,3416,89,FALSE,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,TRUE,1823,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,101,TRUE,400927432,2017,2,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,"",2017-06-07T00:00:00Z,2017-06-06,TRUE,TRUE,TRUE
400927433,s:40~l:59~e:400927433~c:400927433,2017-06-07T00:00Z,4260,TRUE,FALSE,FALSE,FALSE,2017-06-07T00:00Z,"","",1,STD,780,AT&T Center,San Antonio,TX,18500,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,17,s:40~l:59~t:17,San Antonio,Stars,SA,San Antonio Stars,Stars,000000,c7cfd4,FALSE,780,76,FALSE,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,85,TRUE,400927433,2017,2,"","",2017-06-07T00:00:00Z,2017-06-06,TRUE,TRUE,TRUE
400927430,s:40~l:59~e:400927430~c:400927430,2017-06-04T19:00Z,7831,TRUE,FALSE,FALSE,FALSE,2017-06-04T19:00Z,"","",1,STD,1830,Madison Square Garden,New York,NY,19763,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1830,88,TRUE,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,72,FALSE,400927430,2017,2,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,"",2017-06-04T19:00:00Z,2017-06-04,TRUE,TRUE,TRUE
400927431,s:40~l:59~e:400927431~c:400927431,2017-06-04T19:00Z,5320,TRUE,FALSE,FALSE,FALSE,2017-06-04T19:00Z,"","",1,STD,1823,Capital One Arena,Washington,DC,20362,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,TRUE,1823,78,TRUE,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,TRUE,2206,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,72,FALSE,400927431,2017,2,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,"",2017-06-04T19:00:00Z,2017-06-04,TRUE,TRUE,TRUE
400927429,s:40~l:59~e:400927429~c:400927429,2017-06-04T01:00Z,7576,TRUE,FALSE,FALSE,FALSE,2017-06-04T01:00Z,"","",1,STD,2184,KeyArena,Seattle,WA,17459,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,77,FALSE,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,TRUE,1835,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,100,TRUE,400927429,2017,2,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,"",2017-06-04T01:00:00Z,2017-06-03,TRUE,TRUE,TRUE
400927428,s:40~l:59~e:400927428~c:400927428,2017-06-04T00:00Z,7128,TRUE,FALSE,FALSE,FALSE,2017-06-04T00:00Z,"","",1,STD,780,AT&T Center,San Antonio,TX,18500,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,17,s:40~l:59~t:17,San Antonio,Stars,SA,San Antonio Stars,Stars,000000,c7cfd4,FALSE,780,77,FALSE,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,85,TRUE,400927428,2017,2,"","",2017-06-04T00:00:00Z,2017-06-03,TRUE,TRUE,TRUE
400927427,s:40~l:59~e:400927427~c:400927427,2017-06-03T23:00Z,6529,TRUE,FALSE,FALSE,FALSE,2017-06-03T23:00Z,"","",1,STD,2183,Gainbridge Fieldhouse,Indianapolis,IN,17923,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,2183,91,TRUE,3,s:40~l:59~t:3,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,TRUE,3416,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,85,FALSE,400927427,2017,2,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,"",2017-06-03T23:00:00Z,2017-06-03,TRUE,TRUE,TRUE
400927426,s:40~l:59~e:400927426~c:400927426,2017-06-02T23:30Z,7426,TRUE,FALSE,FALSE,FALSE,2017-06-02T23:30Z,"","",1,STD,1830,Madison Square Garden,New York,NY,19763,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1830,93,TRUE,3,s:40~l:59~t:3,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,TRUE,3416,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,89,FALSE,400927426,2017,2,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,"",2017-06-02T23:30:00Z,2017-06-02,TRUE,TRUE,TRUE
400927425,s:40~l:59~e:400927425~c:400927425,2017-06-02T00:00Z,4634,TRUE,FALSE,FALSE,FALSE,2017-06-02T00:00Z,"","",1,STD,977,Allstate Arena,Glenview,IL,0,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,TRUE,977,91,FALSE,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,99,TRUE,400927425,2017,2,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,"",2017-06-02T00:00:00Z,2017-06-01,TRUE,TRUE,TRUE
400927423,s:40~l:59~e:400927423~c:400927423,2017-05-31T15:30Z,5393,TRUE,FALSE,FALSE,FALSE,2017-05-31T15:30Z,"","",1,STD,1823,Capital One Arena,Washington,DC,20362,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,TRUE,1823,78,TRUE,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,76,FALSE,400927423,2017,2,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,"",2017-05-31T15:30:00Z,2017-05-31,TRUE,TRUE,TRUE
400927424,s:40~l:59~e:400927424~c:400927424,2017-05-31T15:30Z,3813,TRUE,FALSE,FALSE,FALSE,2017-05-31T15:30Z,"","",1,STD,2206,McCamish Pavilion,Atlanta,GA,8900,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,TRUE,2206,77,TRUE,17,s:40~l:59~t:17,San Antonio,Stars,SA,San Antonio Stars,Stars,000000,c7cfd4,FALSE,780,"",70,FALSE,400927424,2017,2,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,"",2017-05-31T15:30:00Z,2017-05-31,TRUE,TRUE,TRUE
400927422,s:40~l:59~e:400927422~c:400927422,2017-05-31T00:00Z,3076,TRUE,FALSE,FALSE,FALSE,2017-05-31T00:00Z,"","",1,STD,3416,College Park Center,Arlington,TX,0,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,3,s:40~l:59~t:3,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,TRUE,3416,89,TRUE,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,2183,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,62,FALSE,400927422,2017,2,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,"",2017-05-31T00:00:00Z,2017-05-30,TRUE,TRUE,TRUE
400927421,s:40~l:59~e:400927421~c:400927421,2017-05-30T23:00Z,8108,TRUE,FALSE,FALSE,FALSE,2017-05-30T23:00Z,"","",1,STD,1830,Madison Square Garden,New York,NY,19763,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1830,75,FALSE,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,90,TRUE,400927421,2017,2,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,"",2017-05-30T23:00:00Z,2017-05-30,TRUE,TRUE,TRUE
400927419,s:40~l:59~e:400927419~c:400927419,2017-05-28T23:00Z,4722,TRUE,FALSE,FALSE,FALSE,2017-05-28T23:00Z,"","",1,STD,2184,KeyArena,Seattle,WA,17459,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,94,TRUE,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,2183,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,70,FALSE,400927419,2017,2,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,"",2017-05-28T23:00:00Z,2017-05-28,TRUE,TRUE,TRUE
400927420,s:40~l:59~e:400927420~c:400927420,2017-05-28T23:00Z,9034,TRUE,FALSE,FALSE,FALSE,2017-05-28T23:00Z,"","",1,STD,1835,Xcel Energy Center,Saint Paul,MN,17954,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,TRUE,1835,80,TRUE,17,s:40~l:59~t:17,San Antonio,Stars,SA,San Antonio Stars,Stars,000000,c7cfd4,FALSE,780,"",66,FALSE,400927420,2017,2,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,"",2017-05-28T23:00:00Z,2017-05-28,TRUE,TRUE,TRUE
400927418,s:40~l:59~e:400927418~c:400927418,2017-05-28T22:00Z,4498,TRUE,FALSE,FALSE,FALSE,2017-05-28T22:00Z,"","",1,STD,977,Allstate Arena,Glenview,IL,0,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,TRUE,977,79,FALSE,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,97,TRUE,400927418,2017,2,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,"",2017-05-28T22:00:00Z,2017-05-28,TRUE,TRUE,TRUE
400927417,s:40~l:59~e:400927417~c:400927417,2017-05-28T02:00Z,9245,TRUE,FALSE,FALSE,FALSE,2017-05-28T02:00Z,"","",1,STD,1949,Footprint Center,Phoenix,AZ,17071,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,107,TRUE,3,s:40~l:59~t:3,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,TRUE,3416,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,65,FALSE,400927417,2017,2,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,"",2017-05-28T02:00:00Z,2017-05-27,TRUE,TRUE,TRUE
400927416,s:40~l:59~e:400927416~c:400927416,2017-05-27T22:00Z,4253,TRUE,FALSE,FALSE,FALSE,2017-05-27T22:00Z,"","",1,STD,2206,McCamish Pavilion,Atlanta,GA,8900,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,TRUE,2206,75,TRUE,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,73,FALSE,400927416,2017,2,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,"",2017-05-27T22:00:00Z,2017-05-27,TRUE,TRUE,TRUE
400927415,s:40~l:59~e:400927415~c:400927415,2017-05-27T02:00Z,5860,TRUE,FALSE,FALSE,FALSE,2017-05-27T02:00Z,"","",1,STD,2184,KeyArena,Seattle,WA,17459,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,87,TRUE,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1830,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,81,FALSE,400927415,2017,2,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,"",2017-05-27T02:00:00Z,2017-05-26,TRUE,TRUE,TRUE
400927413,s:40~l:59~e:400927413~c:400927413,2017-05-26T23:00Z,6333,TRUE,FALSE,FALSE,FALSE,2017-05-26T23:00Z,"","",1,STD,2160,Mohegan Sun Arena,Uncasville,CT,10000,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,68,FALSE,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,TRUE,1835,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,82,TRUE,400927413,2017,2,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,"",2017-05-26T23:00:00Z,2017-05-26,TRUE,TRUE,TRUE
400927414,s:40~l:59~e:400927414~c:400927414,2017-05-26T23:00Z,6438,TRUE,FALSE,FALSE,FALSE,2017-05-26T23:00Z,"","",1,STD,1823,Capital One Arena,Washington,DC,20362,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,TRUE,1823,88,TRUE,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,TRUE,977,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,79,FALSE,400927414,2017,2,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,"",2017-05-26T23:00:00Z,2017-05-26,TRUE,TRUE,TRUE
400927412,s:40~l:59~e:400927412~c:400927412,2017-05-25T16:00Z,7200,TRUE,FALSE,FALSE,FALSE,2017-05-25T16:00Z,"","",1,STD,780,AT&T Center,San Antonio,TX,18500,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,17,s:40~l:59~t:17,San Antonio,Stars,SA,San Antonio Stars,Stars,000000,c7cfd4,FALSE,780,82,FALSE,3,s:40~l:59~t:3,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,TRUE,3416,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,94,TRUE,400927412,2017,2,"","",2017-05-25T16:00:00Z,2017-05-25,TRUE,TRUE,TRUE
