id,uid,date,attendance,time_valid,neutral_site,conference_competition,recent,start_date,notes_type,notes_headline,type_id,type_abbreviation,status_clock,status_display_clock,status_period,status_type_id,status_type_name,status_type_state,status_type_completed,status_type_description,status_type_detail,status_type_short_detail,format_regulation_periods,home_id,home_uid,home_location,home_name,home_abbreviation,home_display_name,home_short_display_name,home_is_active,home_logo,home_score,home_winner,away_id,away_uid,away_location,away_name,away_abbreviation,away_display_name,away_short_display_name,away_is_active,away_logo,away_score,away_winner,game_id,season,season_type,away_color,away_alternate_color,away_venue_id,home_color,home_alternate_color,home_venue_id,venue_id,venue_full_name,venue_address_city,venue_address_state,venue_capacity,venue_indoor,status_type_alt_detail,game_date_time,game_date,PBP,team_box,player_box
260722009,s:40~l:59~e:260722009~c:260722009,2006-07-22T23:30Z,0,TRUE,FALSE,FALSE,FALSE,2006-07-22T23:30Z,"","",1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,54,FALSE,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,91,TRUE,260722009,2006,2,05452a,f7c43c,2184,0d79b9,89c9bf,1826,1830,Madison Square Garden,New York,NY,19763,FALSE,"",2006-07-22T23:30:00Z,2006-07-22,TRUE,TRUE,TRUE
260722005,s:40~l:59~e:260722005~c:260722005,2006-07-22T23:00Z,0,TRUE,FALSE,FALSE,FALSE,2006-07-22T23:00Z,"","",1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,68,FALSE,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,73,TRUE,260722005,2006,2,532481,49ac9c,1841,e2382f,08265b,,,"","","",,,"",2006-07-22T23:00:00Z,2006-07-22,TRUE,TRUE,TRUE
260722001,s:40~l:59~e:260722001~c:260722001,2006-07-22T22:00Z,0,TRUE,FALSE,FALSE,FALSE,2006-07-22T22:00Z,"","",1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,74,FALSE,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,78,TRUE,260722001,2006,2,3a267d,e56020,1949,"","",,,"","","",,,"",2006-07-22T22:00:00Z,2006-07-22,TRUE,TRUE,TRUE
260721017,s:40~l:59~e:260721017~c:260721017,2006-07-22T00:00Z,0,TRUE,FALSE,FALSE,FALSE,2006-07-22T00:00Z,"","",1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,17,s:40~l:59~t:17,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,FALSE,"",77,FALSE,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,80,TRUE,260721017,2006,2,e03a3e,09295a,1823,000000,c7cfd4,780,,"","","",,,"",2006-07-22T00:00:00Z,2006-07-21,TRUE,TRUE,TRUE
260721003,s:40~l:59~e:260721003~c:260721003,2006-07-21T23:30Z,0,TRUE,FALSE,FALSE,FALSE,2006-07-21T23:30Z,event,AT GRAND RAPIDS MI,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,FALSE,"",73,TRUE,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,59,FALSE,260721003,2006,2,532481,49ac9c,1841,11213e,c5d646,1911,,"","","",,,"",2006-07-21T23:30:00Z,2006-07-21,TRUE,TRUE,TRUE
260720004,s:40~l:59~e:260720004~c:260720004,2006-07-21T00:30Z,0,TRUE,FALSE,FALSE,FALSE,2006-07-21T00:30Z,"","",1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,78,TRUE,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,55,FALSE,260720004,2006,2,005084,47a757,2029,"","",,,"","","",,,"",2006-07-21T00:30:00Z,2006-07-20,TRUE,TRUE,TRUE
260720018,s:40~l:59~e:260720018~c:260720018,2006-07-20T23:00Z,0,TRUE,FALSE,FALSE,FALSE,2006-07-20T23:00Z,"","",1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,86,TRUE,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,72,FALSE,260720018,2006,2,4f91cd,f1f2f3,1847,de6b36,002d62,2160,2160,Mohegan Sun Arena,Uncasville,CT,10000,TRUE,"",2006-07-20T23:00:00Z,2006-07-20,TRUE,TRUE,TRUE
260720013,s:40~l:59~e:260720013~c:260720013,2006-07-20T18:30Z,0,TRUE,FALSE,FALSE,FALSE,2006-07-20T18:30Z,"","",1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,71,TRUE,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,62,FALSE,260720013,2006,2,0d79b9,89c9bf,1826,"","",,,"","","",,,"",2006-07-20T18:30:00Z,2006-07-20,TRUE,TRUE,TRUE
260720001,s:40~l:59~e:260720001~c:260720001,2006-07-20T15:30Z,0,TRUE,FALSE,FALSE,FALSE,2006-07-20T15:30Z,"","",1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,86,TRUE,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,72,FALSE,260720001,2006,2,05452a,f7c43c,2184,"","",,,"","","",,,"",2006-07-20T15:30:00Z,2006-07-20,TRUE,TRUE,TRUE
260719008,s:40~l:59~e:260719008~c:260719008,2006-07-19T17:00Z,0,TRUE,FALSE,FALSE,FALSE,2006-07-19T17:00Z,"","",1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,90,TRUE,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,82,FALSE,260719008,2006,2,4f91cd,f1f2f3,1847,005084,47a757,2029,2029,Target Center,Minneapolis,MN,19006,FALSE,"",2006-07-19T17:00:00Z,2006-07-19,TRUE,TRUE,TRUE
260719003,s:40~l:59~e:260719003~c:260719003,2006-07-19T16:00Z,0,TRUE,FALSE,FALSE,FALSE,2006-07-19T16:00Z,"","",1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,FALSE,"",67,FALSE,1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,73,TRUE,260719003,2006,2,"","",,11213e,c5d646,1911,3419,The Palace of Auburn Hills,Detroit,MI,22076,FALSE,"",2006-07-19T16:00:00Z,2006-07-19,TRUE,TRUE,TRUE
260719016,s:40~l:59~e:260719016~c:260719016,2006-07-19T15:30Z,0,TRUE,FALSE,FALSE,FALSE,2006-07-19T15:30Z,"","",1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,83,FALSE,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,96,TRUE,260719016,2006,2,3a267d,e56020,1949,e03a3e,09295a,1823,,"","","",,,"",2006-07-19T15:30:00Z,2006-07-19,TRUE,TRUE,TRUE
260718006,s:40~l:59~e:260718006~c:260718006,2006-07-19T02:00Z,0,TRUE,FALSE,FALSE,FALSE,2006-07-19T02:00Z,"","",1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,70,TRUE,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,62,FALSE,260718006,2006,2,0d79b9,89c9bf,1826,532481,49ac9c,1841,1841,crypto.com Arena,Los Angeles,CA,19068,TRUE,"",2006-07-19T02:00:00Z,2006-07-18,TRUE,TRUE,TRUE
260718017,s:40~l:59~e:260718017~c:260718017,2006-07-19T00:00Z,0,TRUE,FALSE,FALSE,FALSE,2006-07-19T00:00Z,"","",1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,17,s:40~l:59~t:17,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,FALSE,"",67,TRUE,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,64,FALSE,260718017,2006,2,"","",,000000,c7cfd4,780,,"","","",,,"",2006-07-19T00:00:00Z,2006-07-18,TRUE,TRUE,TRUE
260718014,s:40~l:59~e:260718014~c:260718014,2006-07-18T19:00Z,0,TRUE,FALSE,FALSE,FALSE,2006-07-18T19:00Z,"","",1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,61,FALSE,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,74,TRUE,260718014,2006,2,"","",,05452a,f7c43c,2184,2184,KeyArena,Seattle,WA,17459,TRUE,"",2006-07-18T19:00:00Z,2006-07-18,TRUE,TRUE,TRUE
260718005,s:40~l:59~e:260718005~c:260718005,2006-07-18T17:00Z,0,TRUE,FALSE,FALSE,FALSE,2006-07-18T17:00Z,"","",1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,71,TRUE,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,65,FALSE,260718005,2006,2,3a267d,e56020,1949,e2382f,08265b,,,"","","",,,"",2006-07-18T17:00:00Z,2006-07-18,TRUE,TRUE,TRUE
260716011,s:40~l:59~e:260716011~c:260716011,2006-07-17T01:00Z,0,TRUE,FALSE,FALSE,FALSE,2006-07-17T01:00Z,"","",1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,80,TRUE,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,70,FALSE,260716011,2006,2,0d79b9,89c9bf,1826,3a267d,e56020,1949,,"","","",,,"",2006-07-17T01:00:00Z,2006-07-16,TRUE,TRUE,TRUE
260716014,s:40~l:59~e:260716014~c:260716014,2006-07-17T01:00Z,0,TRUE,FALSE,FALSE,FALSE,2006-07-17T01:00Z,"","",1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,83,FALSE,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,92,TRUE,260716014,2006,2,de6b36,002d62,2160,05452a,f7c43c,2184,2184,KeyArena,Seattle,WA,17459,TRUE,"",2006-07-17T01:00:00Z,2006-07-16,TRUE,TRUE,TRUE
260716019,s:40~l:59~e:260716019~c:260716019,2006-07-16T23:00Z,0,TRUE,FALSE,FALSE,FALSE,2006-07-16T23:00Z,"","",1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,75,FALSE,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,83,TRUE,260716019,2006,2,e03a3e,09295a,1823,4f91cd,f1f2f3,1847,,"","","",,,"",2006-07-16T23:00:00Z,2006-07-16,TRUE,TRUE,TRUE
260716005,s:40~l:59~e:260716005~c:260716005,2006-07-16T22:00Z,0,TRUE,FALSE,FALSE,FALSE,2006-07-16T22:00Z,"","",1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,60,TRUE,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,56,FALSE,260716005,2006,2,"","",,e2382f,08265b,,,"","","",,,"",2006-07-16T22:00:00Z,2006-07-16,TRUE,TRUE,TRUE
260716008,s:40~l:59~e:260716008~c:260716008,2006-07-16T22:00Z,0,TRUE,FALSE,FALSE,FALSE,2006-07-16T22:00Z,"","",1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,78,FALSE,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,90,TRUE,260716008,2006,2,532481,49ac9c,1841,005084,47a757,2029,2029,Target Center,Minneapolis,MN,19006,FALSE,"",2006-07-16T22:00:00Z,2006-07-16,TRUE,TRUE,TRUE
260716003,s:40~l:59~e:260716003~c:260716003,2006-07-16T21:00Z,0,TRUE,FALSE,FALSE,FALSE,2006-07-16T21:00Z,"","",1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,FALSE,"",77,TRUE,17,s:40~l:59~t:17,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,FALSE,"",67,FALSE,260716003,2006,2,000000,c7cfd4,780,11213e,c5d646,1911,3419,The Palace of Auburn Hills,Detroit,MI,22076,FALSE,"",2006-07-16T21:00:00Z,2006-07-16,TRUE,TRUE,TRUE
260715001,s:40~l:59~e:260715001~c:260715001,2006-07-15T22:00Z,0,TRUE,FALSE,FALSE,FALSE,2006-07-15T22:00Z,"","",1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,75,TRUE,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,65,FALSE,260715001,2006,2,e2382f,08265b,,"","",,,"","","",,,"",2006-07-15T22:00:00Z,2006-07-15,TRUE,TRUE,TRUE
260715013,s:40~l:59~e:260715013~c:260715013,2006-07-15T20:00Z,0,TRUE,FALSE,FALSE,FALSE,2006-07-15T20:00Z,"","",1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,69,TRUE,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,63,FALSE,260715013,2006,2,de6b36,002d62,2160,"","",,,"","","",,,"",2006-07-15T20:00:00Z,2006-07-15,TRUE,TRUE,TRUE
260714011,s:40~l:59~e:260714011~c:260714011,2006-07-15T02:00Z,0,TRUE,FALSE,FALSE,FALSE,2006-07-15T02:00Z,"","",1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,85,FALSE,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,95,TRUE,260714011,2006,2,532481,49ac9c,1841,3a267d,e56020,1949,,"","","",,,"",2006-07-15T02:00:00Z,2006-07-14,TRUE,TRUE,TRUE
260714014,s:40~l:59~e:260714014~c:260714014,2006-07-15T02:00Z,0,TRUE,FALSE,FALSE,FALSE,2006-07-15T02:00Z,"","",1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,86,TRUE,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,66,FALSE,260714014,2006,2,0d79b9,89c9bf,1826,05452a,f7c43c,2184,2184,KeyArena,Seattle,WA,17459,TRUE,"",2006-07-15T02:00:00Z,2006-07-14,TRUE,TRUE,TRUE
260714019,s:40~l:59~e:260714019~c:260714019,2006-07-15T00:30Z,0,TRUE,FALSE,FALSE,FALSE,2006-07-15T00:30Z,"","",1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,77,FALSE,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,82,TRUE,260714019,2006,2,"","",,4f91cd,f1f2f3,1847,,"","","",,,"",2006-07-15T00:30:00Z,2006-07-14,TRUE,TRUE,TRUE
260714001,s:40~l:59~e:260714001~c:260714001,2006-07-14T23:00Z,0,TRUE,FALSE,FALSE,FALSE,2006-07-14T23:00Z,"","",1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,81,TRUE,17,s:40~l:59~t:17,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,FALSE,"",65,FALSE,260714001,2006,2,000000,c7cfd4,780,"","",,,"","","",,,"",2006-07-14T23:00:00Z,2006-07-14,TRUE,TRUE,TRUE
260712098,s:40~l:59~e:260712098~c:260712098,2006-07-12T23:30Z,0,TRUE,FALSE,FALSE,FALSE,2006-07-12T23:30Z,event,ALL STAR GAME,4,ALLSTAR,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,98,s:40~l:59~t:98,Eastern Conf,East,EAST,EAST,EAST,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/east.png,98,TRUE,99,s:40~l:59~t:99,Western Conf,West,WEST,WEST,WEST,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/west.png,82,FALSE,260712098,2006,2,"","",763,"","",,1830,Madison Square Garden,New York,NY,19763,FALSE,"",2006-07-12T23:30:00Z,2006-07-12,TRUE,TRUE,TRUE
260709013,s:40~l:59~e:260709013~c:260709013,2006-07-10T01:00Z,0,TRUE,FALSE,FALSE,FALSE,2006-07-10T01:00Z,"","",1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,70,TRUE,1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,61,FALSE,260709013,2006,2,"","",,"","",,,"","","",,,"",2006-07-10T01:00:00Z,2006-07-09,TRUE,TRUE,TRUE
260709014,s:40~l:59~e:260709014~c:260709014,2006-07-10T01:00Z,0,TRUE,FALSE,FALSE,FALSE,2006-07-10T01:00Z,"","",1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,62,FALSE,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,74,TRUE,260709014,2006,2,e2382f,08265b,,05452a,f7c43c,2184,2184,KeyArena,Seattle,WA,17459,TRUE,"",2006-07-10T01:00:00Z,2006-07-09,TRUE,TRUE,TRUE
260709004,s:40~l:59~e:260709004~c:260709004,2006-07-09T22:00Z,0,TRUE,FALSE,FALSE,FALSE,2006-07-09T22:00Z,"","",1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,60,FALSE,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,FALSE,"",66,TRUE,260709004,2006,2,11213e,c5d646,1911,"","",,,"","","",,,"",2006-07-09T22:00:00Z,2006-07-09,TRUE,TRUE,TRUE
260709008,s:40~l:59~e:260709008~c:260709008,2006-07-09T22:00Z,0,TRUE,FALSE,FALSE,FALSE,2006-07-09T22:00Z,"","",1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,85,TRUE,17,s:40~l:59~t:17,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,FALSE,"",80,FALSE,260709008,2006,2,000000,c7cfd4,780,005084,47a757,2029,2029,Target Center,Minneapolis,MN,19006,FALSE,"",2006-07-09T22:00:00Z,2006-07-09,TRUE,TRUE,TRUE
260709009,s:40~l:59~e:260709009~c:260709009,2006-07-09T20:00Z,0,TRUE,FALSE,FALSE,FALSE,2006-07-09T20:00Z,"","",1,STD,0,0,5,3,STATUS_FINAL,post,TRUE,Final,Final/OT,Final/OT,4,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,88,FALSE,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,94,TRUE,260709009,2006,2,3a267d,e56020,1949,0d79b9,89c9bf,1826,1830,Madison Square Garden,New York,NY,19763,FALSE,OT,2006-07-09T20:00:00Z,2006-07-09,TRUE,TRUE,TRUE
260709016,s:40~l:59~e:260709016~c:260709016,2006-07-09T20:00Z,0,TRUE,FALSE,FALSE,FALSE,2006-07-09T20:00Z,"","",1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,89,TRUE,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,83,FALSE,260709016,2006,2,4f91cd,f1f2f3,1847,e03a3e,09295a,1823,,"","","",,,"",2006-07-09T20:00:00Z,2006-07-09,TRUE,TRUE,TRUE
260708006,s:40~l:59~e:260708006~c:260708006,2006-07-09T02:30Z,0,TRUE,FALSE,FALSE,FALSE,2006-07-09T02:30Z,"","",1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,66,TRUE,1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,64,FALSE,260708006,2006,2,"","",,532481,49ac9c,1841,1841,crypto.com Arena,Los Angeles,CA,19068,TRUE,"",2006-07-09T02:30:00Z,2006-07-08,TRUE,TRUE,TRUE
260708018,s:40~l:59~e:260708018~c:260708018,2006-07-08T19:00Z,0,TRUE,FALSE,FALSE,FALSE,2006-07-08T19:00Z,"","",1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,82,TRUE,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,77,FALSE,260708018,2006,2,3a267d,e56020,1949,de6b36,002d62,2160,2160,Mohegan Sun Arena,Uncasville,CT,10000,TRUE,"",2006-07-08T19:00:00Z,2006-07-08,TRUE,TRUE,TRUE
