id,uid,date,attendance,time_valid,neutral_site,conference_competition,recent,start_date,notes_type,notes_headline,type_id,type_abbreviation,venue_id,venue_full_name,venue_address_city,venue_address_state,venue_capacity,venue_indoor,status_clock,status_display_clock,status_period,status_type_id,status_type_name,status_type_state,status_type_completed,status_type_description,status_type_detail,status_type_short_detail,format_regulation_periods,home_id,home_uid,home_location,home_name,home_abbreviation,home_display_name,home_short_display_name,home_color,home_alternate_color,home_is_active,home_venue_id,home_logo,home_score,home_winner,away_id,away_uid,away_location,away_name,away_abbreviation,away_display_name,away_short_display_name,away_color,away_alternate_color,away_is_active,away_venue_id,away_logo,away_score,away_winner,game_id,season,season_type,game_date_time,game_date,PBP,team_box,player_box
401507360,s:40~l:59~e:401507360~c:401507360,2023-09-08T23:00Z,0,TRUE,FALSE,FALSE,FALSE,2023-09-08T23:00Z,"","",1,STD,5946,Entertainment & Sports Arena,Washington,DC,4200,TRUE,0,0,0,1,STATUS_SCHEDULED,pre,FALSE,Scheduled,"Fri, September 8th at 7:00 PM EDT",9/8 - 7:00 PM EDT,4,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,TRUE,1823,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,0,,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,TRUE,2206,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,0,,401507360,2023,2,2023-09-08T23:00:00Z,2023-09-08,FALSE,FALSE,FALSE
401507358,s:40~l:59~e:401507358~c:401507358,2023-09-07T23:00Z,0,TRUE,FALSE,FALSE,FALSE,2023-09-07T23:00Z,"","",1,STD,3559,Barclays Center,Brooklyn,NY,17732,TRUE,0,0,0,1,STATUS_SCHEDULED,pre,FALSE,Scheduled,"Thu, September 7th at 7:00 PM EDT",9/7 - 7:00 PM EDT,4,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1830,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,0,,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,0,,401507358,2023,2,2023-09-07T23:00:00Z,2023-09-07,FALSE,FALSE,FALSE
401507357,s:40~l:59~e:401507357~c:401507357,2023-09-06T23:00Z,0,TRUE,FALSE,FALSE,FALSE,2023-09-06T23:00Z,"","",1,STD,6282,Gateway Center,College Park,GA,3500,TRUE,0,0,0,1,STATUS_SCHEDULED,pre,FALSE,Scheduled,"Wed, September 6th at 7:00 PM EDT",9/6 - 7:00 PM EDT,4,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,TRUE,2206,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,0,,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,0,,401507357,2023,2,2023-09-06T23:00:00Z,2023-09-06,FALSE,FALSE,FALSE
401507356,s:40~l:59~e:401507356~c:401507356,2023-09-06T02:00Z,0,TRUE,FALSE,FALSE,FALSE,2023-09-06T02:00Z,"","",1,STD,1949,Footprint Center,Phoenix,AZ,17071,TRUE,0,0,0,1,STATUS_SCHEDULED,pre,FALSE,Scheduled,"Tue, September 5th at 10:00 PM EDT",9/5 - 10:00 PM EDT,4,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,0,,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,TRUE,1823,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,0,,401507356,2023,2,2023-09-06T02:00:00Z,2023-09-05,FALSE,FALSE,FALSE
401507355,s:40~l:59~e:401507355~c:401507355,2023-09-06T00:00Z,0,TRUE,FALSE,FALSE,FALSE,2023-09-06T00:00Z,"","",1,STD,3416,College Park Center,Arlington,TX,0,TRUE,0,0,0,1,STATUS_SCHEDULED,pre,FALSE,Scheduled,"Tue, September 5th at 8:00 PM EDT",9/5 - 8:00 PM EDT,4,3,s:40~l:59~t:3,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,TRUE,3416,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,0,,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1830,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,0,,401507355,2023,2,2023-09-06T00:00:00Z,2023-09-05,FALSE,FALSE,FALSE
401507353,s:40~l:59~e:401507353~c:401507353,2023-09-05T23:00Z,0,TRUE,FALSE,FALSE,FALSE,2023-09-05T23:00Z,"","",1,STD,2160,Mohegan Sun Arena,Uncasville,CT,10000,TRUE,0,0,0,1,STATUS_SCHEDULED,pre,FALSE,Scheduled,"Tue, September 5th at 7:00 PM EDT",9/5 - 7:00 PM EDT,4,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,0,,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,0,,401507353,2023,2,2023-09-05T23:00:00Z,2023-09-05,FALSE,FALSE,FALSE
401507354,s:40~l:59~e:401507354~c:401507354,2023-09-05T23:00Z,0,TRUE,FALSE,FALSE,FALSE,2023-09-05T23:00Z,"","",1,STD,2183,Gainbridge Fieldhouse,Indianapolis,IN,17923,TRUE,0,0,0,1,STATUS_SCHEDULED,pre,FALSE,Scheduled,"Tue, September 5th at 7:00 PM EDT",9/5 - 7:00 PM EDT,4,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,2183,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,0,,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,TRUE,977,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,0,,401507354,2023,2,2023-09-05T23:00:00Z,2023-09-05,FALSE,FALSE,FALSE
401507352,s:40~l:59~e:401507352~c:401507352,2023-09-03T23:30Z,0,TRUE,FALSE,FALSE,FALSE,2023-09-03T23:30Z,"","",1,STD,1841,crypto.com Arena,Los Angeles,CA,19068,TRUE,0,0,0,1,STATUS_SCHEDULED,pre,FALSE,Scheduled,"Sun, September 3rd at 7:30 PM EDT",9/3 - 7:30 PM EDT,4,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,0,,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,TRUE,1823,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,0,,401507352,2023,2,2023-09-03T23:30:00Z,2023-09-03,FALSE,FALSE,FALSE
401507351,s:40~l:59~e:401507351~c:401507351,2023-09-03T23:00Z,0,TRUE,FALSE,FALSE,FALSE,2023-09-03T23:00Z,"","",1,STD,2029,Target Center,Minneapolis,MN,19006,FALSE,0,0,0,1,STATUS_SCHEDULED,pre,FALSE,Scheduled,"Sun, September 3rd at 7:00 PM EDT",9/3 - 7:00 PM EDT,4,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,TRUE,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,0,,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,0,,401507351,2023,2,2023-09-03T23:00:00Z,2023-09-03,FALSE,FALSE,FALSE
401507350,s:40~l:59~e:401507350~c:401507350,2023-09-03T20:00Z,0,TRUE,FALSE,FALSE,FALSE,2023-09-03T20:00Z,"","",1,STD,3416,College Park Center,Arlington,TX,0,TRUE,0,0,0,1,STATUS_SCHEDULED,pre,FALSE,Scheduled,"Sun, September 3rd at 4:00 PM EDT",9/3 - 4:00 PM EDT,4,3,s:40~l:59~t:3,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,TRUE,3416,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,0,,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,2183,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,0,,401507350,2023,2,2023-09-03T20:00:00Z,2023-09-03,FALSE,FALSE,FALSE
401507349,s:40~l:59~e:401507349~c:401507349,2023-09-03T19:00Z,0,TRUE,FALSE,FALSE,FALSE,2023-09-03T19:00Z,"","",1,STD,5427,Wintrust Arena,Chicago,IL,10387,TRUE,0,0,0,1,STATUS_SCHEDULED,pre,FALSE,Scheduled,"Sun, September 3rd at 3:00 PM EDT",9/3 - 3:00 PM EDT,4,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,TRUE,977,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,0,,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1830,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,0,,401507349,2023,2,2023-09-03T19:00:00Z,2023-09-03,FALSE,FALSE,FALSE
401507348,s:40~l:59~e:401507348~c:401507348,2023-09-03T01:00Z,0,TRUE,FALSE,FALSE,FALSE,2023-09-03T01:00Z,"","",1,STD,4005,Michelob ULTRA Arena,Las Vegas,NV,12000,TRUE,0,0,0,1,STATUS_SCHEDULED,pre,FALSE,Scheduled,"Sat, September 2nd at 9:00 PM EDT",9/2 - 9:00 PM EDT,4,17,s:40~l:59~t:17,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,TRUE,780,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,0,,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,0,,401507348,2023,2,2023-09-03T01:00:00Z,2023-09-02,FALSE,FALSE,FALSE
401507347,s:40~l:59~e:401507347~c:401507347,2023-09-02T00:00Z,0,TRUE,FALSE,FALSE,FALSE,2023-09-02T00:00Z,"","",1,STD,2029,Target Center,Minneapolis,MN,19006,FALSE,0,0,0,1,STATUS_SCHEDULED,pre,FALSE,Scheduled,"Fri, September 1st at 8:00 PM EDT",9/1 - 8:00 PM EDT,4,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,TRUE,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,0,,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,TRUE,2206,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,0,,401507347,2023,2,2023-09-02T00:00:00Z,2023-09-01,FALSE,FALSE,FALSE
401507346,s:40~l:59~e:401507346~c:401507346,2023-09-01T23:30Z,0,TRUE,FALSE,FALSE,FALSE,2023-09-01T23:30Z,"","",1,STD,3559,Barclays Center,Brooklyn,NY,17732,TRUE,0,0,0,1,STATUS_SCHEDULED,pre,FALSE,Scheduled,"Fri, September 1st at 7:30 PM EDT",9/1 - 7:30 PM EDT,4,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1830,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,0,,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,0,,401507346,2023,2,2023-09-01T23:30:00Z,2023-09-01,FALSE,FALSE,FALSE
401507345,s:40~l:59~e:401507345~c:401507345,2023-09-01T23:00Z,0,TRUE,FALSE,FALSE,FALSE,2023-09-01T23:00Z,"","",1,STD,2183,Gainbridge Fieldhouse,Indianapolis,IN,17923,TRUE,0,0,0,1,STATUS_SCHEDULED,pre,FALSE,Scheduled,"Fri, September 1st at 7:00 PM EDT",9/1 - 7:00 PM EDT,4,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,2183,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,0,,3,s:40~l:59~t:3,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,TRUE,3416,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,0,,401507345,2023,2,2023-09-01T23:00:00Z,2023-09-01,FALSE,FALSE,FALSE
401507343,s:40~l:59~e:401507343~c:401507343,2023-09-01T02:00Z,0,TRUE,FALSE,FALSE,FALSE,2023-09-01T02:00Z,"","",1,STD,4005,Michelob ULTRA Arena,Las Vegas,NV,12000,TRUE,0,0,0,1,STATUS_SCHEDULED,pre,FALSE,Scheduled,"Thu, August 31st at 10:00 PM EDT",8/31 - 10:00 PM EDT,4,17,s:40~l:59~t:17,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,TRUE,780,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,0,,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,TRUE,1823,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,0,,401507343,2023,2,2023-09-01T02:00:00Z,2023-08-31,FALSE,FALSE,FALSE
401507344,s:40~l:59~e:401507344~c:401507344,2023-09-01T02:00Z,0,TRUE,FALSE,FALSE,FALSE,2023-09-01T02:00Z,"","",1,STD,1841,crypto.com Arena,Los Angeles,CA,19068,TRUE,0,0,0,1,STATUS_SCHEDULED,pre,FALSE,Scheduled,"Thu, August 31st at 10:00 PM EDT",8/31 - 10:00 PM EDT,4,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,0,,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,0,,401507344,2023,2,2023-09-01T02:00:00Z,2023-08-31,FALSE,FALSE,FALSE
401507342,s:40~l:59~e:401507342~c:401507342,2023-08-31T23:00Z,0,TRUE,FALSE,FALSE,FALSE,2023-08-31T23:00Z,"","",1,STD,2160,Mohegan Sun Arena,Uncasville,CT,10000,TRUE,0,0,0,1,STATUS_SCHEDULED,pre,FALSE,Scheduled,"Thu, August 31st at 7:00 PM EDT",8/31 - 7:00 PM EDT,4,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,0,,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,0,,401507342,2023,2,2023-08-31T23:00:00Z,2023-08-31,FALSE,FALSE,FALSE
401507341,s:40~l:59~e:401507341~c:401507341,2023-08-30T02:00Z,0,TRUE,FALSE,FALSE,FALSE,2023-08-30T02:00Z,"","",1,STD,1841,crypto.com Arena,Los Angeles,CA,19068,TRUE,0,0,0,1,STATUS_SCHEDULED,pre,FALSE,Scheduled,"Tue, August 29th at 10:00 PM EDT",8/29 - 10:00 PM EDT,4,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,0,,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,TRUE,977,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,0,,401507341,2023,2,2023-08-30T02:00:00Z,2023-08-29,FALSE,FALSE,FALSE
401507339,s:40~l:59~e:401507339~c:401507339,2023-08-29T23:00Z,0,TRUE,FALSE,FALSE,FALSE,2023-08-29T23:00Z,"","",1,STD,6282,Gateway Center,College Park,GA,3500,TRUE,0,0,0,1,STATUS_SCHEDULED,pre,FALSE,Scheduled,"Tue, August 29th at 7:00 PM EDT",8/29 - 7:00 PM EDT,4,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,TRUE,2206,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,0,,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,0,,401507339,2023,2,2023-08-29T23:00:00Z,2023-08-29,FALSE,FALSE,FALSE
401507340,s:40~l:59~e:401507340~c:401507340,2023-08-29T23:00Z,0,TRUE,FALSE,FALSE,FALSE,2023-08-29T23:00Z,"","",1,STD,5946,Entertainment & Sports Arena,Washington,DC,4200,TRUE,0,0,0,1,STATUS_SCHEDULED,pre,FALSE,Scheduled,"Tue, August 29th at 7:00 PM EDT",8/29 - 7:00 PM EDT,4,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,TRUE,1823,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,0,,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,TRUE,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,0,,401507340,2023,2,2023-08-29T23:00:00Z,2023-08-29,FALSE,FALSE,FALSE
401507338,s:40~l:59~e:401507338~c:401507338,2023-08-28T23:00Z,0,TRUE,FALSE,FALSE,FALSE,2023-08-28T23:00Z,"","",1,STD,3559,Barclays Center,Brooklyn,NY,17732,TRUE,0,0,0,1,STATUS_SCHEDULED,pre,FALSE,Scheduled,"Mon, August 28th at 7:00 PM EDT",8/28 - 7:00 PM EDT,4,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1830,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,0,,17,s:40~l:59~t:17,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,TRUE,780,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,0,,401507338,2023,2,2023-08-28T23:00:00Z,2023-08-28,FALSE,FALSE,FALSE
