id,uid,date,attendance,time_valid,neutral_site,conference_competition,recent,start_date,notes_type,notes_headline,type_id,type_abbreviation,venue_id,venue_full_name,venue_address_city,venue_address_state,venue_capacity,venue_indoor,status_clock,status_display_clock,status_period,status_type_id,status_type_name,status_type_state,status_type_completed,status_type_description,status_type_detail,status_type_short_detail,format_regulation_periods,home_id,home_uid,home_location,home_name,home_abbreviation,home_display_name,home_short_display_name,home_color,home_alternate_color,home_is_active,home_venue_id,home_score,home_winner,away_id,away_uid,away_location,away_name,away_abbreviation,away_display_name,away_short_display_name,away_color,away_alternate_color,away_is_active,away_venue_id,away_logo,away_score,away_winner,game_id,season,season_type,home_logo,status_type_alt_detail,PBP,game_date_time,game_date,team_box,player_box
400445891,s:40~l:59~e:400445891~c:400445891,2013-09-13T23:00Z,10571,TRUE,FALSE,FALSE,FALSE,2013-09-13T23:00Z,"","",1,STD,2183,Gainbridge Fieldhouse,Indianapolis,IN,17923,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,,66,TRUE,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1826,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,63,FALSE,400445891,2013,2,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,"",TRUE,2013-09-13T23:00:00Z,2013-09-13,TRUE,TRUE
400445892,s:40~l:59~e:400445892~c:400445892,2013-09-13T23:00Z,7779,TRUE,FALSE,FALSE,FALSE,2013-09-13T23:00Z,"","",1,STD,1823,Capital One Arena,Washington,DC,20362,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,TRUE,1823,82,TRUE,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,56,FALSE,400445892,2013,2,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,"",TRUE,2013-09-13T23:00:00Z,2013-09-13,TRUE,TRUE
400445890,s:40~l:59~e:400445890~c:400445890,2013-09-13T02:30Z,11553,TRUE,FALSE,FALSE,FALSE,2013-09-13T02:30Z,"","",1,STD,1841,crypto.com Arena,Los Angeles,CA,19068,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,85,TRUE,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,TRUE,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,84,FALSE,400445890,2013,2,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,"",TRUE,2013-09-13T02:30:00Z,2013-09-12,TRUE,TRUE
400445889,s:40~l:59~e:400445889~c:400445889,2013-09-13T00:00Z,6513,TRUE,FALSE,FALSE,FALSE,2013-09-13T00:00Z,"","",1,STD,1911,BOK Center,Tulsa,OK,0,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,3,s:40~l:59~t:3,Tulsa,Shock,TUL,Tulsa Shock,Shock,11213e,c5d646,FALSE,1911,67,FALSE,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,76,TRUE,400445889,2013,2,"","",TRUE,2013-09-13T00:00:00Z,2013-09-12,TRUE,TRUE
400445888,s:40~l:59~e:400445888~c:400445888,2013-09-12T00:00Z,6409,TRUE,FALSE,FALSE,FALSE,2013-09-12T00:00Z,"","",1,STD,977,Allstate Arena,Glenview,IL,0,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,TRUE,1847,70,TRUE,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,68,FALSE,400445888,2013,2,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,"",TRUE,2013-09-12T00:00:00Z,2013-09-11,TRUE,TRUE
400445887,s:40~l:59~e:400445887~c:400445887,2013-09-11T23:00Z,5724,TRUE,FALSE,FALSE,FALSE,2013-09-11T23:00Z,"","",1,STD,2160,Mohegan Sun Arena,Uncasville,CT,10000,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,78,TRUE,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,TRUE,1827,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,77,FALSE,400445887,2013,2,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,"",TRUE,2013-09-11T23:00:00Z,2013-09-11,TRUE,TRUE
400445886,s:40~l:59~e:400445886~c:400445886,2013-09-11T02:00Z,5486,TRUE,FALSE,FALSE,FALSE,2013-09-11T02:00Z,"","",1,STD,2184,KeyArena,Seattle,WA,17459,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,60,FALSE,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,TRUE,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,73,TRUE,400445886,2013,2,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,"",TRUE,2013-09-11T02:00:00Z,2013-09-10,TRUE,TRUE
400445883,s:40~l:59~e:400445883~c:400445883,2013-09-10T23:00Z,8444,TRUE,FALSE,FALSE,FALSE,2013-09-10T23:00Z,"","",1,STD,2183,Gainbridge Fieldhouse,Indianapolis,IN,17923,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,,67,FALSE,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,TRUE,1823,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,69,TRUE,400445883,2013,2,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,"",TRUE,2013-09-10T23:00:00Z,2013-09-10,TRUE,TRUE
400445885,s:40~l:59~e:400445885~c:400445885,2013-09-10T23:00Z,8127,TRUE,FALSE,FALSE,FALSE,2013-09-10T23:00Z,"","",1,STD,1826,Prudential Center,Newark,NJ,18500,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1826,76,FALSE,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,80,TRUE,400445885,2013,2,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,"",TRUE,2013-09-10T23:00:00Z,2013-09-10,TRUE,TRUE
400445880,s:40~l:59~e:400445880~c:400445880,2013-09-08T20:30Z,6560,TRUE,FALSE,FALSE,FALSE,2013-09-08T20:30Z,"","",1,STD,780,AT&T Center,San Antonio,TX,18500,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,17,s:40~l:59~t:17,San Antonio,Silver Stars,SA,San Antonio Silver Stars,Silver Stars,000000,c7cfd4,FALSE,780,65,FALSE,3,s:40~l:59~t:3,Tulsa,Shock,TUL,Tulsa Shock,Shock,11213e,c5d646,FALSE,1911,"",98,TRUE,400445880,2013,2,"","",TRUE,2013-09-08T20:30:00Z,2013-09-08,TRUE,TRUE
400445876,s:40~l:59~e:400445876~c:400445876,2013-09-08T20:00Z,9060,TRUE,FALSE,FALSE,FALSE,2013-09-08T20:00Z,"","",1,STD,1823,Capital One Arena,Washington,DC,20362,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,TRUE,1823,79,FALSE,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,TRUE,1847,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,93,TRUE,400445876,2013,2,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,"",TRUE,2013-09-08T20:00:00Z,2013-09-08,TRUE,TRUE
400445850,s:40~l:59~e:400445850~c:400445850,2013-09-08T19:00Z,9740,TRUE,FALSE,FALSE,FALSE,2013-09-08T19:00Z,"","",1,STD,1827,State Farm Arena,Atlanta,GA,16888,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,TRUE,1827,71,FALSE,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,79,TRUE,400445850,2013,2,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,"",TRUE,2013-09-08T19:00:00Z,2013-09-08,TRUE,TRUE
400445844,s:40~l:59~e:400445844~c:400445844,2013-09-08T02:00Z,8147,TRUE,FALSE,FALSE,FALSE,2013-09-08T02:00Z,"","",1,STD,2184,KeyArena,Seattle,WA,17459,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,60,FALSE,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,TRUE,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,75,TRUE,400445844,2013,2,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,"",TRUE,2013-09-08T02:00:00Z,2013-09-07,TRUE,TRUE
400445838,s:40~l:59~e:400445838~c:400445838,2013-09-07T23:00Z,9826,TRUE,FALSE,FALSE,FALSE,2013-09-07T23:00Z,"","",1,STD,2183,Gainbridge Fieldhouse,Indianapolis,IN,17923,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,,69,TRUE,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,60,FALSE,400445838,2013,2,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,"",TRUE,2013-09-07T23:00:00Z,2013-09-07,TRUE,TRUE
400445833,s:40~l:59~e:400445833~c:400445833,2013-09-07T02:00Z,9006,TRUE,FALSE,FALSE,FALSE,2013-09-07T02:00Z,"","",1,STD,1949,Footprint Center,Phoenix,AZ,17071,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,83,TRUE,17,s:40~l:59~t:17,San Antonio,Silver Stars,SA,San Antonio Silver Stars,Silver Stars,000000,c7cfd4,FALSE,780,"",80,FALSE,400445833,2013,2,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,"",TRUE,2013-09-07T02:00:00Z,2013-09-06,TRUE,TRUE
400445827,s:40~l:59~e:400445827~c:400445827,2013-09-07T00:30Z,5996,TRUE,FALSE,FALSE,FALSE,2013-09-07T00:30Z,"","",1,STD,977,Allstate Arena,Glenview,IL,0,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,TRUE,1847,77,FALSE,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,82,TRUE,400445827,2013,2,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,"",TRUE,2013-09-07T00:30:00Z,2013-09-06,TRUE,TRUE
400445820,s:40~l:59~e:400445820~c:400445820,2013-09-07T00:00Z,6704,TRUE,FALSE,FALSE,FALSE,2013-09-07T00:00Z,"","",1,STD,1911,BOK Center,Tulsa,OK,0,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,3,s:40~l:59~t:3,Tulsa,Shock,TUL,Tulsa Shock,Shock,11213e,c5d646,FALSE,1911,70,FALSE,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,74,TRUE,400445820,2013,2,"","",TRUE,2013-09-07T00:00:00Z,2013-09-06,TRUE,TRUE
400445814,s:40~l:59~e:400445814~c:400445814,2013-09-06T23:30Z,7021,TRUE,FALSE,FALSE,FALSE,2013-09-06T23:30Z,"","",1,STD,1826,Prudential Center,Newark,NJ,18500,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1826,57,FALSE,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,TRUE,1827,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,70,TRUE,400445814,2013,2,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,"",TRUE,2013-09-06T23:30:00Z,2013-09-06,TRUE,TRUE
400445808,s:40~l:59~e:400445808~c:400445808,2013-09-06T23:00Z,5611,TRUE,FALSE,FALSE,FALSE,2013-09-06T23:00Z,"","",1,STD,2160,Mohegan Sun Arena,Uncasville,CT,10000,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,77,TRUE,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,TRUE,1823,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,70,FALSE,400445808,2013,2,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,"",TRUE,2013-09-06T23:00:00Z,2013-09-06,TRUE,TRUE
400445803,s:40~l:59~e:400445803~c:400445803,2013-09-05T00:00Z,9314,TRUE,FALSE,FALSE,FALSE,2013-09-05T00:00Z,"","",1,STD,2029,Target Center,Minneapolis,MN,19006,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,TRUE,2029,83,TRUE,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,74,FALSE,400445803,2013,2,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,"",TRUE,2013-09-05T00:00:00Z,2013-09-04,TRUE,TRUE
400445800,s:40~l:59~e:400445800~c:400445800,2013-09-04T23:00Z,4019,TRUE,FALSE,FALSE,FALSE,2013-09-04T23:00Z,"","",1,STD,1827,State Farm Arena,Atlanta,GA,16888,TRUE,0,0,5,3,STATUS_FINAL,post,TRUE,Final,Final/OT,Final/OT,4,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,TRUE,1827,89,TRUE,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,80,FALSE,400445800,2013,2,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,OT,TRUE,2013-09-04T23:00:00Z,2013-09-04,TRUE,TRUE
400445793,s:40~l:59~e:400445793~c:400445793,2013-09-02T22:00Z,5504,TRUE,FALSE,FALSE,FALSE,2013-09-02T22:00Z,"","",1,STD,1827,State Farm Arena,Atlanta,GA,16888,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,TRUE,1827,92,TRUE,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,82,FALSE,400445793,2013,2,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,"",TRUE,2013-09-02T22:00:00Z,2013-09-02,TRUE,TRUE
400445786,s:40~l:59~e:400445786~c:400445786,2013-09-01T20:30Z,5818,TRUE,FALSE,FALSE,FALSE,2013-09-01T20:30Z,"","",1,STD,1911,BOK Center,Tulsa,OK,0,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,3,s:40~l:59~t:3,Tulsa,Shock,TUL,Tulsa Shock,Shock,11213e,c5d646,FALSE,1911,93,TRUE,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1826,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,88,FALSE,400445786,2013,2,"","",TRUE,2013-09-01T20:30:00Z,2013-09-01,TRUE,TRUE
400445778,s:40~l:59~e:400445778~c:400445778,2013-09-01T02:00Z,8119,TRUE,FALSE,FALSE,FALSE,2013-09-01T02:00Z,"","",1,STD,1949,Footprint Center,Phoenix,AZ,17071,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,76,TRUE,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,68,FALSE,400445778,2013,2,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,"",TRUE,2013-09-01T02:00:00Z,2013-08-31,TRUE,TRUE
400445768,s:40~l:59~e:400445768~c:400445768,2013-09-01T00:00Z,6047,TRUE,FALSE,FALSE,FALSE,2013-09-01T00:00Z,"","",1,STD,977,Allstate Arena,Glenview,IL,0,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,TRUE,1847,85,TRUE,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,TRUE,1827,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,68,FALSE,400445768,2013,2,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,"",TRUE,2013-09-01T00:00:00Z,2013-08-31,TRUE,TRUE
400445770,s:40~l:59~e:400445770~c:400445770,2013-09-01T00:00Z,9123,TRUE,FALSE,FALSE,FALSE,2013-09-01T00:00Z,"","",1,STD,2029,Target Center,Minneapolis,MN,19006,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,TRUE,2029,97,TRUE,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,74,FALSE,400445770,2013,2,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,"",TRUE,2013-09-01T00:00:00Z,2013-08-31,TRUE,TRUE
400445774,s:40~l:59~e:400445774~c:400445774,2013-09-01T00:00Z,8086,TRUE,FALSE,FALSE,FALSE,2013-09-01T00:00Z,"","",1,STD,780,AT&T Center,San Antonio,TX,18500,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,17,s:40~l:59~t:17,San Antonio,Silver Stars,SA,San Antonio Silver Stars,Silver Stars,000000,c7cfd4,FALSE,780,67,FALSE,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,80,TRUE,400445774,2013,2,"","",TRUE,2013-09-01T00:00:00Z,2013-08-31,TRUE,TRUE
400445763,s:40~l:59~e:400445763~c:400445763,2013-08-31T00:00Z,5452,TRUE,FALSE,FALSE,FALSE,2013-08-31T00:00Z,"","",1,STD,1911,BOK Center,Tulsa,OK,0,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,3,s:40~l:59~t:3,Tulsa,Shock,TUL,Tulsa Shock,Shock,11213e,c5d646,FALSE,1911,65,FALSE,17,s:40~l:59~t:17,San Antonio,Silver Stars,SA,San Antonio Silver Stars,Silver Stars,000000,c7cfd4,FALSE,780,"",74,TRUE,400445763,2013,2,"","",TRUE,2013-08-31T00:00:00Z,2013-08-30,TRUE,TRUE
400445758,s:40~l:59~e:400445758~c:400445758,2013-08-30T23:30Z,6621,TRUE,FALSE,FALSE,FALSE,2013-08-30T23:30Z,"","",1,STD,1826,Prudential Center,Newark,NJ,18500,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1826,67,FALSE,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,73,TRUE,400445758,2013,2,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,"",TRUE,2013-08-30T23:30:00Z,2013-08-30,TRUE,TRUE
400445755,s:40~l:59~e:400445755~c:400445755,2013-08-30T02:00Z,5567,TRUE,FALSE,FALSE,FALSE,2013-08-30T02:00Z,"","",1,STD,2184,KeyArena,Seattle,WA,17459,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,78,TRUE,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,65,FALSE,400445755,2013,2,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,"",TRUE,2013-08-30T02:00:00Z,2013-08-29,TRUE,TRUE
400445730,s:40~l:59~e:400445730~c:400445730,2013-08-28T23:00Z,4415,TRUE,FALSE,FALSE,FALSE,2013-08-28T23:00Z,"","",1,STD,1827,State Farm Arena,Atlanta,GA,16888,TRUE,0,0,5,3,STATUS_FINAL,post,TRUE,Final,Final/OT,Final/OT,4,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,TRUE,1827,80,FALSE,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,TRUE,1823,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,85,TRUE,400445730,2013,2,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,OT,TRUE,2013-08-28T23:00:00Z,2013-08-28,TRUE,TRUE
400445725,s:40~l:59~e:400445725~c:400445725,2013-08-28T02:30Z,11401,TRUE,FALSE,FALSE,FALSE,2013-08-28T02:30Z,"","",1,STD,1841,crypto.com Arena,Los Angeles,CA,19068,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,91,TRUE,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,78,FALSE,400445725,2013,2,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,"",TRUE,2013-08-28T02:30:00Z,2013-08-27,TRUE,TRUE
400445719,s:40~l:59~e:400445719~c:400445719,2013-08-28T00:00Z,6097,TRUE,FALSE,FALSE,FALSE,2013-08-28T00:00Z,"","",1,STD,780,AT&T Center,San Antonio,TX,18500,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,17,s:40~l:59~t:17,San Antonio,Silver Stars,SA,San Antonio Silver Stars,Silver Stars,000000,c7cfd4,FALSE,780,71,FALSE,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,72,TRUE,400445719,2013,2,"","",TRUE,2013-08-28T00:00:00Z,2013-08-27,TRUE,TRUE
400445713,s:40~l:59~e:400445713~c:400445713,2013-08-27T23:00Z,5997,TRUE,FALSE,FALSE,FALSE,2013-08-27T23:00Z,"","",1,STD,1826,Prudential Center,Newark,NJ,18500,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1826,47,FALSE,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,TRUE,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,73,TRUE,400445713,2013,2,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,"",TRUE,2013-08-27T23:00:00Z,2013-08-27,TRUE,TRUE
400445708,s:40~l:59~e:400445708~c:400445708,2013-08-26T00:30Z,9973,TRUE,FALSE,FALSE,FALSE,2013-08-26T00:30Z,"","",1,STD,1841,crypto.com Arena,Los Angeles,CA,19068,TRUE,0,0,6,3,STATUS_FINAL,post,TRUE,Final,Final/2OT,Final/2OT,4,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,90,TRUE,3,s:40~l:59~t:3,Tulsa,Shock,TUL,Tulsa Shock,Shock,11213e,c5d646,FALSE,1911,"",88,FALSE,400445708,2013,2,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,2OT,TRUE,2013-08-26T00:30:00Z,2013-08-25,TRUE,TRUE
400445704,s:40~l:59~e:400445704~c:400445704,2013-08-25T21:00Z,7004,TRUE,FALSE,FALSE,FALSE,2013-08-25T21:00Z,"","",1,STD,2160,Mohegan Sun Arena,Uncasville,CT,10000,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,66,FALSE,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1826,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,74,TRUE,400445704,2013,2,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,"",TRUE,2013-08-25T21:00:00Z,2013-08-25,TRUE,TRUE
