id,uid,date,attendance,time_valid,neutral_site,conference_competition,recent,start_date,notes_type,notes_headline,type_id,type_abbreviation,venue_id,venue_full_name,venue_address_city,venue_address_state,venue_capacity,venue_indoor,status_clock,status_display_clock,status_period,status_type_id,status_type_name,status_type_state,status_type_completed,status_type_description,status_type_detail,status_type_short_detail,format_regulation_periods,home_id,home_uid,home_location,home_name,home_abbreviation,home_display_name,home_short_display_name,home_color,home_alternate_color,home_is_active,home_venue_id,home_logo,home_score,home_winner,away_id,away_uid,away_location,away_name,away_abbreviation,away_display_name,away_short_display_name,away_color,away_alternate_color,away_is_active,away_venue_id,away_logo,away_score,away_winner,game_id,season,season_type
240611011,s:40~l:59~e:240611011~c:240611011,2004-06-12T02:00Z,0,True,False,False,False,2004-06-12T02:00Z,,,1,STD,1949,Footprint Center,Phoenix,AZ,17071.0,True,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,3a267d,e56020,True,1949,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,51,False,1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,,,True,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,59,True,240611011,2004,2
240611014,s:40~l:59~e:240611014~c:240611014,2004-06-12T02:00Z,0,True,False,False,False,2004-06-12T02:00Z,,,1,STD,2184,KeyArena,Seattle,WA,17459.0,True,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,True,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,68,True,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,de6b36,002d62,True,2160,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,63,False,240611014,2004,2
240611006,s:40~l:59~e:240611006~c:240611006,2004-06-12T02:30Z,0,True,False,False,False,2004-06-12T02:30Z,,,1,STD,1841,crypto.com Arena,Los Angeles,CA,19068.0,True,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,532481,49ac9c,True,1841,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,69,True,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,True,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,55,False,240611006,2004,2
240612003,s:40~l:59~e:240612003~c:240612003,2004-06-12T23:30Z,0,True,False,False,False,2004-06-12T23:30Z,,,1,STD,3419,The Palace of Auburn Hills,Detroit,MI,22076.0,False,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,11213e,c5d646,False,1911,,72,True,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,68,False,240612003,2004,2
240612017,s:40~l:59~e:240612017~c:240612017,2004-06-13T00:00Z,0,True,False,False,False,2004-06-13T00:00Z,,,1,STD,780,AT&T Center,San Antonio,TX,18500.0,False,0.0,0.0,3,3,STATUS_FINAL,post,True,Final,Final,Final,2,17,s:40~l:59~t:17,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,000000,c7cfd4,False,780,,66,False,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,,,True,,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,69,True,240612017,2004,2
240612013,s:40~l:59~e:240612013~c:240612013,2004-06-13T02:00Z,0,True,False,False,False,2004-06-13T02:00Z,,,1,STD,,,,,,,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,,,True,,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,76,False,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,de6b36,002d62,True,2160,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,83,True,240612013,2004,2
240613016,s:40~l:59~e:240613016~c:240613016,2004-06-13T18:00Z,0,True,False,False,False,2004-06-13T18:00Z,,,1,STD,1823,Capital One Arena,Washington,DC,20362.0,True,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,e03a3e,09295a,True,1823,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,62,True,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,0d79b9,89c9bf,True,1826,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,60,False,240613016,2004,2
240614006,s:40~l:59~e:240614006~c:240614006,2004-06-15T02:30Z,0,True,False,False,False,2004-06-15T02:30Z,,,1,STD,1841,crypto.com Arena,Los Angeles,CA,19068.0,True,0.0,0.0,3,3,STATUS_FINAL,post,True,Final,Final,Final,2,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,532481,49ac9c,True,1841,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,76,True,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,de6b36,002d62,True,2160,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,74,False,240614006,2004,2
240615001,s:40~l:59~e:240615001~c:240615001,2004-06-15T23:00Z,0,True,False,False,False,2004-06-15T23:00Z,,,1,STD,,,,,,,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,,,True,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,59,True,17,s:40~l:59~t:17,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,000000,c7cfd4,False,780,,57,False,240615001,2004,2
240615009,s:40~l:59~e:240615009~c:240615009,2004-06-15T23:30Z,0,True,False,False,False,2004-06-15T23:30Z,,,1,STD,1830,Madison Square Garden,New York,NY,19763.0,False,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,0d79b9,89c9bf,True,1826,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,62,False,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,True,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,86,True,240615009,2004,2
240616005,s:40~l:59~e:240616005~c:240616005,2004-06-17T00:00Z,0,True,False,False,False,2004-06-17T00:00Z,,,1,STD,,,,,,,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,63,True,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,,,True,,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,50,False,240616005,2004,2
240617016,s:40~l:59~e:240617016~c:240617016,2004-06-17T23:00Z,0,True,False,False,False,2004-06-17T23:00Z,,,1,STD,1823,Capital One Arena,Washington,DC,20362.0,True,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,e03a3e,09295a,True,1823,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,76,True,17,s:40~l:59~t:17,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,000000,c7cfd4,False,780,,60,False,240617016,2004,2
240617008,s:40~l:59~e:240617008~c:240617008,2004-06-18T00:00Z,0,True,False,False,False,2004-06-18T00:00Z,,,1,STD,2029,Target Center,Minneapolis,MN,19006.0,False,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,True,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,50,False,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,,,True,,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,60,True,240617008,2004,2
240618018,s:40~l:59~e:240618018~c:240618018,2004-06-18T23:00Z,0,True,False,False,False,2004-06-18T23:00Z,,,1,STD,2160,Mohegan Sun Arena,Uncasville,CT,10000.0,True,0.0,0.0,3,3,STATUS_FINAL,post,True,Final,Final,Final,2,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,de6b36,002d62,True,2160,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,58,False,1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,,,True,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,63,True,240618018,2004,2
240618004,s:40~l:59~e:240618004~c:240618004,2004-06-19T00:30Z,0,True,False,False,False,2004-06-19T00:30Z,,,1,STD,,,,,,,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,,,True,,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,63,False,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,True,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,69,True,240618004,2004,2
240618011,s:40~l:59~e:240618011~c:240618011,2004-06-19T02:00Z,0,True,False,False,False,2004-06-19T02:00Z,,,1,STD,1949,Footprint Center,Phoenix,AZ,17071.0,True,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,3a267d,e56020,True,1949,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,74,False,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,532481,49ac9c,True,1841,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,76,True,240618011,2004,2
240619013,s:40~l:59~e:240619013~c:240619013,2004-06-19T20:00Z,0,True,False,False,False,2004-06-19T20:00Z,,,1,STD,,,,,,,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,,,True,,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,74,False,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,11213e,c5d646,False,1911,,84,True,240619013,2004,2
240619005,s:40~l:59~e:240619005~c:240619005,2004-06-20T00:00Z,0,True,False,False,False,2004-06-20T00:00Z,,,1,STD,,,,,,,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,70,True,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,0d79b9,89c9bf,True,1826,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,65,False,240619005,2004,2
240619008,s:40~l:59~e:240619008~c:240619008,2004-06-20T00:00Z,0,True,False,False,False,2004-06-20T00:00Z,,,1,STD,2029,Target Center,Minneapolis,MN,19006.0,False,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,True,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,66,True,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,,,True,,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,58,False,240619008,2004,2
240619017,s:40~l:59~e:240619017~c:240619017,2004-06-20T00:00Z,0,True,False,False,False,2004-06-20T00:00Z,,,1,STD,780,AT&T Center,San Antonio,TX,18500.0,False,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,17,s:40~l:59~t:17,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,000000,c7cfd4,False,780,,61,False,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,True,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,74,True,240619017,2004,2
240620001,s:40~l:59~e:240620001~c:240620001,2004-06-20T20:00Z,0,True,False,False,False,2004-06-20T20:00Z,,,1,STD,,,,,,,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,2,1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,,,True,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,68,True,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,532481,49ac9c,True,1841,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,63,False,240620001,2004,2
240620018,s:40~l:59~e:240620018~c:240620018,2004-06-20T20:00Z,0,True,False,False,False,2004-06-20T20:00Z,,,1,STD,2160,Mohegan Sun Arena,Uncasville,CT,10000.0,True,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,de6b36,002d62,True,2160,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,75,True,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,e03a3e,09295a,True,1823,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,65,False,240620018,2004,2
240622003,s:40~l:59~e:240622003~c:240622003,2004-06-22T23:30Z,0,True,False,False,False,2004-06-22T23:30Z,,,1,STD,3419,The Palace of Auburn Hills,Detroit,MI,22076.0,False,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,11213e,c5d646,False,1911,,72,False,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,e03a3e,09295a,True,1823,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,78,True,240622003,2004,2
240622009,s:40~l:59~e:240622009~c:240622009,2004-06-22T23:30Z,0,True,False,False,False,2004-06-22T23:30Z,,,1,STD,1830,Madison Square Garden,New York,NY,19763.0,False,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,0d79b9,89c9bf,True,1826,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,49,False,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,532481,49ac9c,True,1841,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,65,True,240622009,2004,2
240622005,s:40~l:59~e:240622005~c:240622005,2004-06-23T00:00Z,0,True,False,False,False,2004-06-23T00:00Z,,,1,STD,,,,,,,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,58,False,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,de6b36,002d62,True,2160,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,63,True,240622005,2004,2
240622011,s:40~l:59~e:240622011~c:240622011,2004-06-23T02:00Z,0,True,False,False,False,2004-06-23T02:00Z,,,1,STD,1949,Footprint Center,Phoenix,AZ,17071.0,True,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,3a267d,e56020,True,1949,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,69,True,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,True,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,46,False,240622011,2004,2
240622014,s:40~l:59~e:240622014~c:240622014,2004-06-23T02:00Z,0,True,False,False,False,2004-06-23T02:00Z,,,1,STD,2184,KeyArena,Seattle,WA,17459.0,True,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,True,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,57,False,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,,,True,,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,63,True,240622014,2004,2
240623001,s:40~l:59~e:240623001~c:240623001,2004-06-23T23:00Z,0,True,False,False,False,2004-06-23T23:00Z,,,1,STD,,,,,,,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,,,True,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,60,False,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,11213e,c5d646,False,1911,,65,True,240623001,2004,2
240624017,s:40~l:59~e:240624017~c:240624017,2004-06-25T00:00Z,0,True,False,False,False,2004-06-25T00:00Z,,,1,STD,780,AT&T Center,San Antonio,TX,18500.0,False,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,17,s:40~l:59~t:17,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,000000,c7cfd4,False,780,,70,True,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,True,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,57,False,240624017,2004,2
240624011,s:40~l:59~e:240624011~c:240624011,2004-06-25T02:00Z,0,True,False,False,False,2004-06-25T02:00Z,,,1,STD,1949,Footprint Center,Phoenix,AZ,17071.0,True,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,3a267d,e56020,True,1949,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,72,True,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,0d79b9,89c9bf,True,1826,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,60,False,240624011,2004,2
240625018,s:40~l:59~e:240625018~c:240625018,2004-06-25T23:00Z,0,True,False,False,False,2004-06-25T23:00Z,,,1,STD,2160,Mohegan Sun Arena,Uncasville,CT,10000.0,True,0.0,0.0,3,3,STATUS_FINAL,post,True,Final,Final,Final,2,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,de6b36,002d62,True,2160,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,71,True,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,11213e,c5d646,False,1911,,67,False,240625018,2004,2
240625005,s:40~l:59~e:240625005~c:240625005,2004-06-26T00:00Z,0,True,False,False,False,2004-06-26T00:00Z,,,1,STD,,,,,,,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,71,True,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,532481,49ac9c,True,1841,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,67,False,240625005,2004,2
240625013,s:40~l:59~e:240625013~c:240625013,2004-06-26T02:00Z,0,True,False,False,False,2004-06-26T02:00Z,,,1,STD,,,,,,,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,,,True,,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,61,True,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,,,True,,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,55,False,240625013,2004,2
240626001,s:40~l:59~e:240626001~c:240626001,2004-06-26T22:00Z,0,True,False,False,False,2004-06-26T22:00Z,,,1,STD,,,,,,,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,,,True,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,46,True,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,37,False,240626001,2004,2
240626011,s:40~l:59~e:240626011~c:240626011,2004-06-27T02:00Z,0,True,False,False,False,2004-06-27T02:00Z,,,1,STD,1949,Footprint Center,Phoenix,AZ,17071.0,True,0.0,0.0,3,3,STATUS_FINAL,post,True,Final,Final,Final,2,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,3a267d,e56020,True,1949,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,72,False,17,s:40~l:59~t:17,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,000000,c7cfd4,False,780,,80,True,240626011,2004,2
240626014,s:40~l:59~e:240626014~c:240626014,2004-06-27T02:00Z,0,True,False,False,False,2004-06-27T02:00Z,,,1,STD,2184,KeyArena,Seattle,WA,17459.0,True,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,True,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,62,False,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,0d79b9,89c9bf,True,1826,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,67,True,240626014,2004,2
240627004,s:40~l:59~e:240627004~c:240627004,2004-06-27T20:00Z,0,True,False,False,False,2004-06-27T20:00Z,,,1,STD,,,,,,,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,,,True,,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,72,True,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,e03a3e,09295a,True,1823,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,67,False,240627004,2004,2
240627003,s:40~l:59~e:240627003~c:240627003,2004-06-27T22:00Z,0,True,False,False,False,2004-06-27T22:00Z,,,1,STD,3419,The Palace of Auburn Hills,Detroit,MI,22076.0,False,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,11213e,c5d646,False,1911,,72,False,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,de6b36,002d62,True,2160,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,74,True,240627003,2004,2
240627008,s:40~l:59~e:240627008~c:240627008,2004-06-27T22:00Z,0,True,False,False,False,2004-06-27T22:00Z,,,1,STD,2029,Target Center,Minneapolis,MN,19006.0,False,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,True,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,67,False,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,532481,49ac9c,True,1841,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,83,True,240627008,2004,2
240627013,s:40~l:59~e:240627013~c:240627013,2004-06-28T02:00Z,0,True,False,False,False,2004-06-28T02:00Z,,,1,STD,,,,,,,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,,,True,,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,63,True,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,3a267d,e56020,True,1949,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,57,False,240627013,2004,2
240629003,s:40~l:59~e:240629003~c:240629003,2004-06-29T23:30Z,0,True,False,False,False,2004-06-29T23:30Z,,,1,STD,3419,The Palace of Auburn Hills,Detroit,MI,22076.0,False,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,11213e,c5d646,False,1911,,68,False,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,69,True,240629003,2004,2
240629017,s:40~l:59~e:240629017~c:240629017,2004-06-30T00:00Z,0,True,False,False,False,2004-06-30T00:00Z,,,1,STD,780,AT&T Center,San Antonio,TX,18500.0,False,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,17,s:40~l:59~t:17,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,000000,c7cfd4,False,780,,65,False,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,3a267d,e56020,True,1949,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,77,True,240629017,2004,2
240629006,s:40~l:59~e:240629006~c:240629006,2004-06-30T02:30Z,0,True,False,False,False,2004-06-30T02:30Z,,,1,STD,1841,crypto.com Arena,Los Angeles,CA,19068.0,True,0.0,0.0,3,3,STATUS_FINAL,post,True,Final,Final,Final,2,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,532481,49ac9c,True,1841,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,69,True,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,0d79b9,89c9bf,True,1826,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,65,False,240629006,2004,2
240630018,s:40~l:59~e:240630018~c:240630018,2004-06-30T23:00Z,0,True,False,False,False,2004-06-30T23:00Z,,,1,STD,2160,Mohegan Sun Arena,Uncasville,CT,10000.0,True,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,de6b36,002d62,True,2160,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,78,True,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,e03a3e,09295a,True,1823,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,69,False,240630018,2004,2
240630008,s:40~l:59~e:240630008~c:240630008,2004-07-01T00:00Z,0,True,False,False,False,2004-07-01T00:00Z,,,1,STD,2029,Target Center,Minneapolis,MN,19006.0,False,0.0,0.0,3,3,STATUS_FINAL,post,True,Final,Final,Final,2,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,True,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,58,True,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,,,True,,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,50,False,240630008,2004,2
