id,uid,date,attendance,time_valid,neutral_site,conference_competition,recent,start_date,notes_type,notes_headline,type_id,type_abbreviation,venue_id,venue_full_name,venue_address_city,venue_address_state,venue_capacity,venue_indoor,status_clock,status_display_clock,status_period,status_type_id,status_type_name,status_type_state,status_type_completed,status_type_description,status_type_detail,status_type_short_detail,format_regulation_periods,home_id,home_uid,home_location,home_name,home_abbreviation,home_display_name,home_short_display_name,home_color,home_alternate_color,home_is_active,home_venue_id,home_logo,home_score,home_winner,away_id,away_uid,away_location,away_name,away_abbreviation,away_display_name,away_short_display_name,away_is_active,away_score,away_winner,game_id,season,season_type,away_color,away_alternate_color,away_logo,away_venue_id,status_type_alt_detail,PBP,game_date_time,game_date,team_box,player_box
310919005,s:40~l:59~e:310919005~c:310919005,2011-09-20T00:00Z,0,TRUE,FALSE,FALSE,FALSE,2011-09-20T00:00Z,event,EASTERN CONFERENCE SEMIFINALS - GAME 3,1,STD,,"","","",,,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,72,TRUE,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,TRUE,62,FALSE,310919005,2011,3,0d79b9,89c9bf,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,1826,"",TRUE,2011-09-20T00:00:00Z,2011-09-19,TRUE,TRUE
310918017,s:40~l:59~e:310918017~c:310918017,2011-09-18T21:00Z,0,TRUE,FALSE,FALSE,FALSE,2011-09-18T21:00Z,event,WESTERN CONFERENCE SEMIFINALS - GAME 2,1,STD,,"","","",,,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,17,s:40~l:59~t:17,San Antonio,Silver Stars,SA,San Antonio Silver Stars,Silver Stars,000000,c7cfd4,FALSE,780,"",84,TRUE,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,TRUE,75,FALSE,310918017,2011,3,005084,47a757,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,2029,"",TRUE,2011-09-18T21:00:00Z,2011-09-18,TRUE,TRUE
310918020,s:40~l:59~e:310918020~c:310918020,2011-09-18T19:00Z,0,TRUE,FALSE,FALSE,FALSE,2011-09-18T19:00Z,event,EASTERN CONFERENCE SEMIFINALS - GAME 2,1,STD,,"","","",,,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,TRUE,1827,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,69,TRUE,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,TRUE,64,FALSE,310918020,2011,3,de6b36,002d62,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,2160,"",TRUE,2011-09-18T19:00:00Z,2011-09-18,TRUE,TRUE
310917011,s:40~l:59~e:310917011~c:310917011,2011-09-18T02:00Z,0,TRUE,FALSE,FALSE,FALSE,2011-09-18T02:00Z,event,WESTERN CONFERENCE SEMIFINALS - GAME 2,1,STD,,"","","",,,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,92,TRUE,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,TRUE,83,FALSE,310917011,2011,3,05452a,f7c43c,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,2184,"",TRUE,2011-09-18T02:00:00Z,2011-09-17,TRUE,TRUE
310917009,s:40~l:59~e:310917009~c:310917009,2011-09-17T20:00Z,0,TRUE,FALSE,FALSE,FALSE,2011-09-17T20:00Z,event,EASTERN CONFERENCE SEMIFINALS - GAME 2,1,STD,,"","","",,,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1826,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,87,TRUE,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,TRUE,72,FALSE,310917009,2011,3,e2382f,08265b,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,,"",TRUE,2011-09-17T20:00:00Z,2011-09-17,TRUE,TRUE
310916008,s:40~l:59~e:310916008~c:310916008,2011-09-17T01:00Z,0,TRUE,FALSE,FALSE,FALSE,2011-09-17T01:00Z,event,WESTERN CONFERENCE SEMIFINALS - GAME 1,1,STD,2029,Target Center,Minneapolis,MN,19006,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,TRUE,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,66,TRUE,17,s:40~l:59~t:17,San Antonio,Silver Stars,SA,San Antonio Silver Stars,Silver Stars,FALSE,65,FALSE,310916008,2011,3,000000,c7cfd4,"",780,"",TRUE,2011-09-17T01:00:00Z,2011-09-16,TRUE,TRUE
310916018,s:40~l:59~e:310916018~c:310916018,2011-09-16T23:00Z,0,TRUE,FALSE,FALSE,FALSE,2011-09-16T23:00Z,event,EASTERN CONFERENCE SEMIFINALS - GAME 1,1,STD,2160,Mohegan Sun Arena,Uncasville,CT,10000,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,84,FALSE,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,TRUE,89,TRUE,310916018,2011,3,d02030,383a37,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,1827,"",TRUE,2011-09-16T23:00:00Z,2011-09-16,TRUE,TRUE
310915014,s:40~l:59~e:310915014~c:310915014,2011-09-16T02:00Z,0,TRUE,FALSE,FALSE,FALSE,2011-09-16T02:00Z,event,WESTERN CONFERENCE SEMIFINALS - GAME 1,1,STD,2184,KeyArena,Seattle,WA,17459,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,80,TRUE,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,TRUE,61,FALSE,310915014,2011,3,3a267d,e56020,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,1949,"",TRUE,2011-09-16T02:00:00Z,2011-09-15,TRUE,TRUE
310915005,s:40~l:59~e:310915005~c:310915005,2011-09-16T00:00Z,0,TRUE,FALSE,FALSE,FALSE,2011-09-16T00:00Z,event,EASTERN CONFERENCE SEMIFINALS - GAME 1,1,STD,,"","","",,,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,74,TRUE,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,TRUE,72,FALSE,310915005,2011,3,0d79b9,89c9bf,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,1826,"",TRUE,2011-09-16T00:00:00Z,2011-09-15,TRUE,TRUE
310911014,s:40~l:59~e:310911014~c:310911014,2011-09-12T01:00Z,0,TRUE,FALSE,FALSE,FALSE,2011-09-12T01:00Z,"","",1,STD,2184,KeyArena,Seattle,WA,17459,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,81,TRUE,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,TRUE,70,FALSE,310911014,2011,2,4f91cd,f1f2f3,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,1847,"",TRUE,2011-09-12T01:00:00Z,2011-09-11,TRUE,TRUE
310911003,s:40~l:59~e:310911003~c:310911003,2011-09-11T23:00Z,0,TRUE,FALSE,FALSE,FALSE,2011-09-11T23:00Z,"","",1,STD,1911,BOK Center,Tulsa,OK,0,FALSE,0,0,5,3,STATUS_FINAL,post,TRUE,Final,Final/OT,Final/OT,4,3,s:40~l:59~t:3,Tulsa,Shock,TUL,Tulsa Shock,Shock,11213e,c5d646,FALSE,1911,"",94,FALSE,17,s:40~l:59~t:17,San Antonio,Silver Stars,SA,San Antonio Silver Stars,Silver Stars,FALSE,102,TRUE,310911003,2011,2,000000,c7cfd4,"",780,OT,TRUE,2011-09-11T23:00:00Z,2011-09-11,TRUE,TRUE
310911011,s:40~l:59~e:310911011~c:310911011,2011-09-11T22:00Z,0,TRUE,FALSE,FALSE,FALSE,2011-09-11T22:00Z,"","",1,STD,,"","","",,,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,90,FALSE,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,TRUE,96,TRUE,310911011,2011,2,005084,47a757,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,2029,"",TRUE,2011-09-11T22:00:00Z,2011-09-11,TRUE,TRUE
310911005,s:40~l:59~e:310911005~c:310911005,2011-09-11T21:00Z,0,TRUE,FALSE,FALSE,FALSE,2011-09-11T21:00Z,"","",1,STD,,"","","",,,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,88,FALSE,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,TRUE,93,TRUE,310911005,2011,2,d02030,383a37,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,1827,"",TRUE,2011-09-11T21:00:00Z,2011-09-11,TRUE,TRUE
310911018,s:40~l:59~e:310911018~c:310911018,2011-09-11T17:00Z,0,TRUE,FALSE,FALSE,FALSE,2011-09-11T17:00Z,"","",1,STD,2160,Mohegan Sun Arena,Uncasville,CT,10000,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,69,TRUE,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,TRUE,63,FALSE,310911018,2011,2,0d79b9,89c9bf,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,1826,"",TRUE,2011-09-11T17:00:00Z,2011-09-11,TRUE,TRUE
310910006,s:40~l:59~e:310910006~c:310910006,2011-09-11T02:30Z,0,TRUE,FALSE,FALSE,FALSE,2011-09-11T02:30Z,"","",1,STD,1841,crypto.com Arena,Los Angeles,CA,19068,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,74,TRUE,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,TRUE,67,FALSE,310910006,2011,2,4f91cd,f1f2f3,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,1847,"",TRUE,2011-09-11T02:30:00Z,2011-09-10,TRUE,TRUE
310910017,s:40~l:59~e:310910017~c:310910017,2011-09-11T00:00Z,0,TRUE,FALSE,FALSE,FALSE,2011-09-11T00:00Z,"","",1,STD,,"","","",,,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,17,s:40~l:59~t:17,San Antonio,Silver Stars,SA,San Antonio Silver Stars,Silver Stars,000000,c7cfd4,FALSE,780,"",82,TRUE,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,TRUE,74,FALSE,310910017,2011,2,e03a3e,09295a,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,1823,"",TRUE,2011-09-11T00:00:00Z,2011-09-10,TRUE,TRUE
310909006,s:40~l:59~e:310909006~c:310909006,2011-09-10T02:30Z,0,TRUE,FALSE,FALSE,FALSE,2011-09-10T02:30Z,"","",1,STD,1841,crypto.com Arena,Los Angeles,CA,19068,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,84,TRUE,3,s:40~l:59~t:3,Tulsa,Shock,TUL,Tulsa Shock,Shock,FALSE,73,FALSE,310909006,2011,2,11213e,c5d646,"",1911,"",TRUE,2011-09-10T02:30:00Z,2011-09-09,TRUE,TRUE
310909014,s:40~l:59~e:310909014~c:310909014,2011-09-10T02:00Z,0,TRUE,FALSE,FALSE,FALSE,2011-09-10T02:00Z,"","",1,STD,2184,KeyArena,Seattle,WA,17459,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,85,TRUE,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,TRUE,70,FALSE,310909014,2011,2,3a267d,e56020,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,1949,"",TRUE,2011-09-10T02:00:00Z,2011-09-09,TRUE,TRUE
310909009,s:40~l:59~e:310909009~c:310909009,2011-09-09T23:00Z,0,TRUE,FALSE,FALSE,FALSE,2011-09-09T23:00Z,"","",1,STD,1826,Prudential Center,Newark,NJ,18500,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1826,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,83,TRUE,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,TRUE,75,FALSE,310909009,2011,2,e2382f,08265b,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,,"",TRUE,2011-09-09T23:00:00Z,2011-09-09,TRUE,TRUE
310908011,s:40~l:59~e:310908011~c:310908011,2011-09-09T02:00Z,0,TRUE,FALSE,FALSE,FALSE,2011-09-09T02:00Z,"","",1,STD,,"","","",,,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,91,TRUE,3,s:40~l:59~t:3,Tulsa,Shock,TUL,Tulsa Shock,Shock,FALSE,76,FALSE,310908011,2011,2,11213e,c5d646,"",1911,"",TRUE,2011-09-09T02:00:00Z,2011-09-08,TRUE,TRUE
310908008,s:40~l:59~e:310908008~c:310908008,2011-09-09T00:00Z,0,TRUE,FALSE,FALSE,FALSE,2011-09-09T00:00Z,"","",1,STD,2029,Target Center,Minneapolis,MN,19006,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,TRUE,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,78,TRUE,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,TRUE,69,FALSE,310908008,2011,2,4f91cd,f1f2f3,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,1847,"",TRUE,2011-09-09T00:00:00Z,2011-09-08,TRUE,TRUE
310907005,s:40~l:59~e:310907005~c:310907005,2011-09-07T23:00Z,0,TRUE,FALSE,FALSE,FALSE,2011-09-07T23:00Z,"","",1,STD,,"","","",,,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,87,TRUE,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,TRUE,69,FALSE,310907005,2011,2,e03a3e,09295a,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,1823,"",TRUE,2011-09-07T23:00:00Z,2011-09-07,TRUE,TRUE
310906006,s:40~l:59~e:310906006~c:310906006,2011-09-07T02:30Z,0,TRUE,FALSE,FALSE,FALSE,2011-09-07T02:30Z,"","",1,STD,,"","","",,,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,65,FALSE,17,s:40~l:59~t:17,San Antonio,Silver Stars,SA,San Antonio Silver Stars,Silver Stars,FALSE,82,TRUE,310906006,2011,2,000000,c7cfd4,"",780,"",TRUE,2011-09-07T02:30:00Z,2011-09-06,TRUE,TRUE
310906020,s:40~l:59~e:310906020~c:310906020,2011-09-06T23:30Z,0,TRUE,FALSE,FALSE,FALSE,2011-09-06T23:30Z,"","",1,STD,,"","","",,,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,TRUE,1827,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,85,TRUE,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,TRUE,74,FALSE,310906020,2011,2,de6b36,002d62,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,2160,"",TRUE,2011-09-06T23:30:00Z,2011-09-06,TRUE,TRUE
310904019,s:40~l:59~e:310904019~c:310904019,2011-09-04T22:00Z,0,TRUE,FALSE,FALSE,FALSE,2011-09-04T22:00Z,"","",1,STD,,"","","",,,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,TRUE,1847,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,80,FALSE,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,TRUE,88,TRUE,310904019,2011,2,e2382f,08265b,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,,"",TRUE,2011-09-04T22:00:00Z,2011-09-04,TRUE,TRUE
