id,uid,date,attendance,time_valid,neutral_site,conference_competition,recent,start_date,notes_type,notes_headline,type_id,type_abbreviation,status_clock,status_display_clock,status_period,status_type_id,status_type_name,status_type_state,status_type_completed,status_type_description,status_type_detail,status_type_short_detail,format_regulation_periods,home_id,home_uid,home_location,home_name,home_abbreviation,home_display_name,home_short_display_name,home_is_active,home_logo,home_score,home_winner,away_id,away_uid,away_location,away_name,away_abbreviation,away_display_name,away_short_display_name,away_color,away_alternate_color,away_is_active,away_venue_id,away_logo,away_score,away_winner,game_id,season,season_type,home_color,home_alternate_color,home_venue_id,venue_id,venue_full_name,venue_address_city,venue_address_state,venue_capacity,venue_indoor,PBP,game_date_time,game_date,team_box,player_box
230822009,s:40~l:59~e:230822009~c:230822009,2003-08-22T23:30Z,0,TRUE,FALSE,FALSE,FALSE,2003-08-22T23:30Z,"","",1,STD,0,0.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,51,FALSE,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,64,TRUE,230822009,2003,2,0d79b9,89c9bf,1826,,"","","",,,TRUE,2003-08-22T23:30:00Z,2003-08-22,TRUE,TRUE
230822018,s:40~l:59~e:230822018~c:230822018,2003-08-22T23:00Z,0,TRUE,FALSE,FALSE,FALSE,2003-08-22T23:00Z,"","",1,STD,0,0.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,63,TRUE,1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,"","",TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,55,FALSE,230822018,2003,2,de6b36,002d62,2160,,"","","",,,TRUE,2003-08-22T23:00:00Z,2003-08-22,FALSE,FALSE
230821006,s:40~l:59~e:230821006~c:230821006,2003-08-22T02:30Z,0,TRUE,FALSE,FALSE,FALSE,2003-08-22T02:30Z,"","",1,STD,0,0.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,88,TRUE,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,TRUE,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,65,FALSE,230821006,2003,2,532481,49ac9c,1841,,"","","",,,TRUE,2003-08-22T02:30:00Z,2003-08-21,FALSE,FALSE
230821013,s:40~l:59~e:230821013~c:230821013,2003-08-22T02:00Z,0,TRUE,FALSE,FALSE,FALSE,2003-08-22T02:00Z,"","",1,STD,0,0.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,62,TRUE,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,"","",TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,54,FALSE,230821013,2003,2,"","",,,"","","",,,TRUE,2003-08-22T02:00:00Z,2003-08-21,TRUE,TRUE
230821003,s:40~l:59~e:230821003~c:230821003,2003-08-22T00:00Z,0,TRUE,FALSE,FALSE,FALSE,2003-08-22T00:00Z,"","",1,STD,0,0.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,FALSE,"",71,TRUE,2,s:40~l:59~t:2,Cleveland,Rockers,CLE,Cleveland Rockers,Rockers,"","",TRUE,3417,"",56,FALSE,230821003,2003,2,11213e,c5d646,1911,3419,The Palace of Auburn Hills,Detroit,MI,22076,FALSE,TRUE,2003-08-22T00:00:00Z,2003-08-21,TRUE,TRUE
230821016,s:40~l:59~e:230821016~c:230821016,2003-08-22T00:00Z,0,TRUE,FALSE,FALSE,FALSE,2003-08-22T00:00Z,"","",1,STD,13,13.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,60,FALSE,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1826,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,65,TRUE,230821016,2003,2,e03a3e,09295a,1823,,"","","",,,TRUE,2003-08-22T00:00:00Z,2003-08-21,TRUE,TRUE
230820011,s:40~l:59~e:230820011~c:230820011,2003-08-21T02:00Z,0,TRUE,FALSE,FALSE,FALSE,2003-08-21T02:00Z,"","",1,STD,0,0.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,66,FALSE,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,TRUE,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,69,TRUE,230820011,2003,2,3a267d,e56020,1949,,"","","",,,TRUE,2003-08-21T02:00:00Z,2003-08-20,TRUE,TRUE
230820017,s:40~l:59~e:230820017~c:230820017,2003-08-21T00:30Z,0,TRUE,FALSE,FALSE,FALSE,2003-08-21T00:30Z,"","",1,STD,0,0.0,3,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,17,s:40~l:59~t:17,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,FALSE,"",78,TRUE,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,70,FALSE,230820017,2003,2,000000,c7cfd4,780,,"","","",,,TRUE,2003-08-21T00:30:00Z,2003-08-20,TRUE,TRUE
230820001,s:40~l:59~e:230820001~c:230820001,2003-08-20T23:00Z,0,TRUE,FALSE,FALSE,FALSE,2003-08-20T23:00Z,"","",1,STD,0,0.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,80,TRUE,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,50,FALSE,230820001,2003,2,"","",,,"","","",,,TRUE,2003-08-20T23:00:00Z,2003-08-20,TRUE,TRUE
230819004,s:40~l:59~e:230819004~c:230819004,2003-08-20T00:00Z,0,TRUE,FALSE,FALSE,FALSE,2003-08-20T00:00Z,"","",1,STD,0,0.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,52,TRUE,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,47,FALSE,230819004,2003,2,"","",,,"","","",,,TRUE,2003-08-20T00:00:00Z,2003-08-19,TRUE,TRUE
230819002,s:40~l:59~e:230819002~c:230819002,2003-08-19T23:00Z,0,TRUE,FALSE,FALSE,FALSE,2003-08-19T23:00Z,"","",1,STD,0,0.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,2,s:40~l:59~t:2,Cleveland,Rockers,CLE,Cleveland Rockers,Rockers,TRUE,"",69,TRUE,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,52,FALSE,230819002,2003,2,"","",3417,,"","","",,,TRUE,2003-08-19T23:00:00Z,2003-08-19,TRUE,TRUE
230818009,s:40~l:59~e:230818009~c:230818009,2003-08-18T23:30Z,0,TRUE,FALSE,FALSE,FALSE,2003-08-18T23:30Z,"","",1,STD,0,0.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,67,TRUE,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,"","",TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,64,FALSE,230818009,2003,2,0d79b9,89c9bf,1826,,"","","",,,TRUE,2003-08-18T23:30:00Z,2003-08-18,FALSE,FALSE
230817014,s:40~l:59~e:230817014~c:230817014,2003-08-18T01:00Z,0,TRUE,FALSE,FALSE,FALSE,2003-08-18T01:00Z,"","",1,STD,0,0.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,86,FALSE,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,11213e,c5d646,FALSE,1911,"",95,TRUE,230817014,2003,2,05452a,f7c43c,2184,,"","","",,,TRUE,2003-08-18T01:00:00Z,2003-08-17,FALSE,FALSE
230817002,s:40~l:59~e:230817002~c:230817002,2003-08-17T23:00Z,0,TRUE,FALSE,FALSE,FALSE,2003-08-17T23:00Z,"","",1,STD,0,0.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,2,s:40~l:59~t:2,Cleveland,Rockers,CLE,Cleveland Rockers,Rockers,TRUE,"",54,FALSE,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1826,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,71,TRUE,230817002,2003,2,"","",3417,,"","","",,,TRUE,2003-08-17T23:00:00Z,2003-08-17,FALSE,FALSE
230816011,s:40~l:59~e:230816011~c:230816011,2003-08-17T02:00Z,0,TRUE,FALSE,FALSE,FALSE,2003-08-17T02:00Z,"","",1,STD,0,0.0,3,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,61,FALSE,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,"","",TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,65,TRUE,230816011,2003,2,3a267d,e56020,1949,,"","","",,,TRUE,2003-08-17T02:00:00Z,2003-08-16,TRUE,TRUE
230816017,s:40~l:59~e:230816017~c:230816017,2003-08-17T00:30Z,0,TRUE,FALSE,FALSE,FALSE,2003-08-17T00:30Z,"","",1,STD,0,0.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,17,s:40~l:59~t:17,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,FALSE,"",64,FALSE,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,TRUE,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,73,TRUE,230816017,2003,2,000000,c7cfd4,780,,"","","",,,TRUE,2003-08-17T00:30:00Z,2003-08-16,TRUE,TRUE
230816005,s:40~l:59~e:230816005~c:230816005,2003-08-17T00:00Z,0,TRUE,FALSE,FALSE,FALSE,2003-08-17T00:00Z,"","",1,STD,60,1:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,69,TRUE,1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,"","",TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,63,FALSE,230816005,2003,2,e2382f,08265b,,,"","","",,,TRUE,2003-08-17T00:00:00Z,2003-08-16,TRUE,TRUE
230816016,s:40~l:59~e:230816016~c:230816016,2003-08-16T22:00Z,0,TRUE,FALSE,FALSE,FALSE,2003-08-16T22:00Z,"","",1,STD,0,0.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,68,FALSE,2,s:40~l:59~t:2,Cleveland,Rockers,CLE,Cleveland Rockers,Rockers,"","",TRUE,3417,"",72,TRUE,230816016,2003,2,e03a3e,09295a,1823,,"","","",,,TRUE,2003-08-16T22:00:00Z,2003-08-16,FALSE,FALSE
230816004,s:40~l:59~e:230816004~c:230816004,2003-08-16T20:00Z,0,TRUE,FALSE,FALSE,FALSE,2003-08-16T20:00Z,"","",1,STD,0,0.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,63,FALSE,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,64,TRUE,230816004,2003,2,"","",,,"","","",,,TRUE,2003-08-16T20:00:00Z,2003-08-16,TRUE,TRUE
230816009,s:40~l:59~e:230816009~c:230816009,2003-08-16T20:00Z,0,TRUE,FALSE,FALSE,FALSE,2003-08-16T20:00Z,"","",1,STD,0,0.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,71,FALSE,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,84,TRUE,230816009,2003,2,0d79b9,89c9bf,1826,,"","","",,,TRUE,2003-08-16T20:00:00Z,2003-08-16,FALSE,FALSE
230815011,s:40~l:59~e:230815011~c:230815011,2003-08-16T02:00Z,0,TRUE,FALSE,FALSE,FALSE,2003-08-16T02:00Z,"","",1,STD,12,12.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,64,TRUE,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,50,FALSE,230815011,2003,2,3a267d,e56020,1949,,"","","",,,TRUE,2003-08-16T02:00:00Z,2003-08-15,TRUE,TRUE
230815013,s:40~l:59~e:230815013~c:230815013,2003-08-16T02:00Z,0,TRUE,FALSE,FALSE,FALSE,2003-08-16T02:00Z,"","",1,STD,0,0.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,75,TRUE,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,11213e,c5d646,FALSE,1911,"",63,FALSE,230815013,2003,2,"","",,,"","","",,,TRUE,2003-08-16T02:00:00Z,2003-08-15,TRUE,TRUE
230814008,s:40~l:59~e:230814008~c:230814008,2003-08-15T00:00Z,0,TRUE,FALSE,FALSE,FALSE,2003-08-15T00:00Z,"","",1,STD,0,0.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,83,FALSE,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,87,TRUE,230814008,2003,2,005084,47a757,2029,,"","","",,,TRUE,2003-08-15T00:00:00Z,2003-08-14,TRUE,TRUE
230814009,s:40~l:59~e:230814009~c:230814009,2003-08-15T00:00Z,0,TRUE,FALSE,FALSE,FALSE,2003-08-15T00:00Z,"","",1,STD,0,0.0,0,6,STATUS_POSTPONED,post,FALSE,Postponed,Postponed,Postponed,2,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,0,,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,"","",TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,0,,230814009,2003,2,0d79b9,89c9bf,1826,,"","","",,,FALSE,2003-08-15T00:00:00Z,2003-08-14,FALSE,FALSE
230814001,s:40~l:59~e:230814001~c:230814001,2003-08-14T23:00Z,0,TRUE,FALSE,FALSE,FALSE,2003-08-14T23:00Z,"","",1,STD,0,0.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,69,FALSE,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,e03a3e,09295a,TRUE,1823,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,76,TRUE,230814001,2003,2,"","",,,"","","",,,TRUE,2003-08-14T23:00:00Z,2003-08-14,TRUE,TRUE
230814002,s:40~l:59~e:230814002~c:230814002,2003-08-14T23:00Z,0,TRUE,FALSE,FALSE,FALSE,2003-08-14T23:00Z,"","",1,STD,0,0.0,0,6,STATUS_POSTPONED,post,FALSE,Postponed,Postponed,Postponed,2,2,s:40~l:59~t:2,Cleveland,Rockers,CLE,Cleveland Rockers,Rockers,TRUE,"",0,,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,0,,230814002,2003,2,"","",3417,,"","","",,,FALSE,2003-08-14T23:00:00Z,2003-08-14,FALSE,FALSE
230813011,s:40~l:59~e:230813011~c:230813011,2003-08-14T02:00Z,0,TRUE,FALSE,FALSE,FALSE,2003-08-14T02:00Z,"","",1,STD,0,0.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,76,FALSE,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,11213e,c5d646,FALSE,1911,"",78,TRUE,230813011,2003,2,3a267d,e56020,1949,,"","","",,,TRUE,2003-08-14T02:00:00Z,2003-08-13,TRUE,TRUE
230812014,s:40~l:59~e:230812014~c:230812014,2003-08-13T02:00Z,0,TRUE,FALSE,FALSE,FALSE,2003-08-13T02:00Z,"","",1,STD,0,0.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,77,FALSE,17,s:40~l:59~t:17,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,000000,c7cfd4,FALSE,780,"",87,TRUE,230812014,2003,2,05452a,f7c43c,2184,,"","","",,,TRUE,2003-08-13T02:00:00Z,2003-08-12,TRUE,TRUE
230812005,s:40~l:59~e:230812005~c:230812005,2003-08-13T00:00Z,0,TRUE,FALSE,FALSE,FALSE,2003-08-13T00:00Z,"","",1,STD,0,0.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,80,FALSE,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,e03a3e,09295a,TRUE,1823,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,84,TRUE,230812005,2003,2,e2382f,08265b,,,"","","",,,TRUE,2003-08-13T00:00:00Z,2003-08-12,TRUE,TRUE
230812018,s:40~l:59~e:230812018~c:230812018,2003-08-12T23:00Z,0,TRUE,FALSE,FALSE,FALSE,2003-08-12T23:00Z,"","",1,STD,0,0.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,73,FALSE,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1826,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,74,TRUE,230812018,2003,2,de6b36,002d62,2160,,"","","",,,TRUE,2003-08-12T23:00:00Z,2003-08-12,TRUE,TRUE
230810004,s:40~l:59~e:230810004~c:230810004,2003-08-11T00:30Z,0,TRUE,FALSE,FALSE,FALSE,2003-08-11T00:30Z,"","",1,STD,0,0.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,69,TRUE,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,46,FALSE,230810004,2003,2,"","",,,"","","",,,TRUE,2003-08-11T00:30:00Z,2003-08-10,TRUE,TRUE
230810003,s:40~l:59~e:230810003~c:230810003,2003-08-10T23:30Z,0,TRUE,FALSE,FALSE,FALSE,2003-08-10T23:30Z,"","",1,STD,0,0.0,3,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,FALSE,"",90,TRUE,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1826,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,87,FALSE,230810003,2003,2,11213e,c5d646,1911,,"","","",,,TRUE,2003-08-10T23:30:00Z,2003-08-10,TRUE,TRUE
230810002,s:40~l:59~e:230810002~c:230810002,2003-08-10T23:00Z,0,TRUE,FALSE,FALSE,FALSE,2003-08-10T23:00Z,"","",1,STD,0,0.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,2,s:40~l:59~t:2,Cleveland,Rockers,CLE,Cleveland Rockers,Rockers,TRUE,"",71,TRUE,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,67,FALSE,230810002,2003,2,"","",3417,,"","","",,,TRUE,2003-08-10T23:00:00Z,2003-08-10,TRUE,TRUE
230809013,s:40~l:59~e:230809013~c:230809013,2003-08-10T02:00Z,0,TRUE,FALSE,FALSE,FALSE,2003-08-10T02:00Z,"","",1,STD,0,0.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,73,FALSE,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,TRUE,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,77,TRUE,230809013,2003,2,"","",,,"","","",,,TRUE,2003-08-10T02:00:00Z,2003-08-09,TRUE,TRUE
230809017,s:40~l:59~e:230809017~c:230809017,2003-08-10T00:30Z,0,TRUE,FALSE,FALSE,FALSE,2003-08-10T00:30Z,"","",1,STD,0,0.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,17,s:40~l:59~t:17,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,FALSE,"",69,TRUE,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,52,FALSE,230809017,2003,2,000000,c7cfd4,780,,"","","",,,TRUE,2003-08-10T00:30:00Z,2003-08-09,TRUE,TRUE
230809005,s:40~l:59~e:230809005~c:230809005,2003-08-10T00:00Z,0,TRUE,FALSE,FALSE,FALSE,2003-08-10T00:00Z,"","",1,STD,5,5.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,62,FALSE,2,s:40~l:59~t:2,Cleveland,Rockers,CLE,Cleveland Rockers,Rockers,"","",TRUE,3417,"",66,TRUE,230809005,2003,2,e2382f,08265b,,,"","","",,,TRUE,2003-08-10T00:00:00Z,2003-08-09,TRUE,TRUE
230809001,s:40~l:59~e:230809001~c:230809001,2003-08-09T20:00Z,0,TRUE,FALSE,FALSE,FALSE,2003-08-09T20:00Z,"","",1,STD,0,0.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,69,TRUE,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,68,FALSE,230809001,2003,2,"","",,,"","","",,,TRUE,2003-08-09T20:00:00Z,2003-08-09,TRUE,TRUE
230809016,s:40~l:59~e:230809016~c:230809016,2003-08-09T20:00Z,0,TRUE,FALSE,FALSE,FALSE,2003-08-09T20:00Z,"","",1,STD,0,0.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,56,FALSE,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1826,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,65,TRUE,230809016,2003,2,e03a3e,09295a,1823,,"","","",,,TRUE,2003-08-09T20:00:00Z,2003-08-09,FALSE,FALSE
230808011,s:40~l:59~e:230808011~c:230808011,2003-08-09T02:00Z,0,TRUE,FALSE,FALSE,FALSE,2003-08-09T02:00Z,"","",1,STD,0,0.0,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,64,FALSE,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,67,TRUE,230808011,2003,2,3a267d,e56020,1949,,"","","",,,TRUE,2003-08-09T02:00:00Z,2003-08-08,TRUE,TRUE
