season,game_id,official_id,official_uid,official_full_name,official_display_name,official_first_name,official_last_name,official_order,position_name,position_display_name
2019,401104913,2609971,,Tiara Cruse,Tiara Cruse,Tiara,Cruse,1,Referee,Referee
2019,401104913,2995627,,Byron Jarrett,Byron Jarrett,Byron,Jarrett,2,Referee,Referee
2019,401104913,4337091,,Kevin Sparrock,Kevin Sparrock,Kevin,Sparrock,3,Referee,Referee
2019,401104914,1206,,Jeff Smith,Jeff Smith,Jeff,Smith,1,Referee,Referee
2019,401104914,52027,,Tiffany  Bird,Tiffany  Bird,Tiffany,Bird,2,Referee,Referee
2019,401104914,3956446,,Karleena Tobin,Karleena Tobin,Karleena,Tobin,3,Referee,Referee
2019,401104915,2616231,,Che Flores,Che Flores,Che,Flores,1,Referee,Referee
2019,401104915,2994497,,Maj Forsberg,Maj Forsberg,Maj,Forsberg,2,Referee,Referee
2019,401104915,3032139,,Janetta Graham,Janetta Graham,Janetta,Graham,3,Referee,Referee
2019,401104916,2992921,,Jeff Smith,Jeff Smith,Jeff,Smith,1,Referee,Referee
2019,401104916,2992939,,Eric Brewton,Eric Brewton,Eric,Brewton,2,Referee,Referee
2019,401104916,3956446,,Karleena Tobin,Karleena Tobin,Karleena,Tobin,3,Referee,Referee
2019,401104917,2992920,,Tom Mauer,Tom Mauer,Tom,Mauer,1,Referee,Referee
2019,401104917,2993070,,Roy Gulbeyan,Roy Gulbeyan,Roy,Gulbeyan,2,Referee,Referee
2019,401104917,4218190,,Katie Lukanich,Katie Lukanich,Katie,Lukanich,3,Referee,Referee
2019,401104918,2993575,,Michael Price,Michael Price,Michael,Price,1,Referee,Referee
2019,401104918,4075560,,Ashley Gilpin,Ashley Gilpin,Ashley,Gilpin,2,Referee,Referee
2019,401104918,4223401,,Randy Richardson,Randy Richardson,Randy,Richardson,3,Referee,Referee
2019,401104919,2993575,,Michael Price,Michael Price,Michael,Price,1,Referee,Referee
2019,401104919,2994429,,Tim Greene,Tim Greene,Tim,Greene,2,Referee,Referee
2019,401104919,4073490,,Toni Patillo,Toni Patillo,Toni,Patillo,2,Referee,Referee
2019,401104919,4218191,,Tim Greene,Tim Greene,Tim,Greene,3,Referee,Referee
2019,401104920,2992939,,Eric Brewton,Eric Brewton,Eric,Brewton,1,Referee,Referee
2019,401104920,3009087,,Fatou Cissoko-Stephens,Fatou Cissoko-Stephens,Fatou,Cissoko-Stephens,2,Referee,Referee
2019,401104920,4217619,,Fatou Cissoko-Stephens,Fatou Cissoko-Stephens,Fatou,Cissoko-Stephens,2,Referee,Referee
2019,401104920,4337503,,John Butler,John Butler,John,Butler,3,Referee,Referee
2019,401104921,2993575,,Michael Price,Michael Price,Michael,Price,1,Referee,Referee
2019,401104921,2995793,,Tony Dawkins,Tony Dawkins,Tony,Dawkins,2,Referee,Referee
2019,401104921,4073490,,Toni Patillo,Toni Patillo,Toni,Patillo,3,Referee,Referee
2019,401104922,2993069,,Kurt Walker,Kurt Walker,Kurt,Walker,1,Referee,Referee
2019,401104922,2995627,,Byron Jarrett,Byron Jarrett,Byron,Jarrett,2,Referee,Referee
2019,401104922,3158611,,Jenna Schroeder,Jenna Schroeder,Jenna,Schroeder,3,Referee,Referee
2019,401104923,2616231,,Che Flores,Che Flores,Che,Flores,1,Referee,Referee
2019,401104923,4218190,,Katie Lukanich,Katie Lukanich,Katie,Lukanich,2,Referee,Referee
2019,401104923,2993576,,Jeff Wooten,Jeff Wooten,Jeff,Wooten,3,Referee,Referee
2019,401104923,4337092,,Jeff Wooten,Jeff Wooten,Jeff,Wooten,3,Referee,Referee
2019,401104924,2609971,,Tiara Cruse,Tiara Cruse,Tiara,Cruse,1,Referee,Referee
2019,401104924,2992939,,Eric Brewton,Eric Brewton,Eric,Brewton,2,Referee,Referee
2019,401104924,3032139,,Janetta Graham,Janetta Graham,Janetta,Graham,3,Referee,Referee
2019,401104924,4337091,,Kevin Sparrock,Kevin Sparrock,Kevin,Sparrock,3,Referee,Referee
2019,401104925,2992921,,Jeff Smith,Jeff Smith,Jeff,Smith,1,Referee,Referee
2019,401104925,3032139,,Janetta Graham,Janetta Graham,Janetta,Graham,2,Referee,Referee
2019,401104925,4018672,,Isaac Barnett,Isaac Barnett,Isaac,Barnett,3,Referee,Referee
2019,401104926,2994429,,Tim Greene,Tim Greene,Tim,Greene,1,Referee,Referee
2019,401104926,2994497,,Maj Forsberg,Maj Forsberg,Maj,Forsberg,1,Referee,Referee
2019,401104926,4218191,,Tim Greene,Tim Greene,Tim,Greene,2,Referee,Referee
2019,401104926,4237561,,Matt Kallio,Matt Kallio,Matt,Kallio,3,Referee,Referee
2019,401104927,2615819,,Roy Gulbeyan,Roy Gulbeyan,Roy,Gulbeyan,1,Referee,Referee
2019,401104927,4075560,,Ashley Gilpin,Ashley Gilpin,Ashley,Gilpin,2,Referee,Referee
2019,401104927,4223401,,Randy Richardson,Randy Richardson,Randy,Richardson,3,Referee,Referee
2019,401104928,1211,,Angelica Suffren,Angelica Suffren,Angelica,Suffren,1,Referee,Referee
2019,401104928,2994321,,Angelica Suffren,Angelica Suffren,Angelica,Suffren,1,Referee,Referee
2019,401104928,1207,,Billy Smith,Billy Smith,Billy,Smith,2,Referee,Referee
2019,401104928,2994496,,Billy Smith,Billy Smith,Billy,Smith,2,Referee,Referee
2019,401104928,4217543,,Tiffany Bird,Tiffany Bird,Tiffany,Bird,3,Referee,Referee
2019,401104929,2993575,,Michael Price,Michael Price,Michael,Price,1,Referee,Referee
2019,401104929,2995793,,Tony Dawkins,Tony Dawkins,Tony,Dawkins,2,Referee,Referee
2019,401104929,4337401,,Kevin Fahy,Kevin Fahy,Kevin,Fahy,3,Referee,Referee
2019,401104930,1211,,Angelica Suffren,Angelica Suffren,Angelica,Suffren,1,Referee,Referee
2019,401104930,1207,,Billy Smith,Billy Smith,Billy,Smith,2,Referee,Referee
2019,401104930,2994321,,Angelica Suffren,Angelica Suffren,Angelica,Suffren,2,Referee,Referee
2019,401104930,2993069,,Kurt Walker,Kurt Walker,Kurt,Walker,3,Referee,Referee
2019,401104930,2994496,,Billy Smith,Billy Smith,Billy,Smith,3,Referee,Referee
2019,401104931,2993575,,Michael Price,Michael Price,Michael,Price,1,Referee,Referee
2019,401104931,2993576,,Jeff Wooten,Jeff Wooten,Jeff,Wooten,2,Referee,Referee
2019,401104931,4237661,,Dannica Baroody,Dannica Baroody,Dannica,Baroody,2,Referee,Referee
2019,401104931,4337092,,Jeff Wooten,Jeff Wooten,Jeff,Wooten,3,Referee,Referee
2019,401104932,2993070,,Roy Gulbeyan,Roy Gulbeyan,Roy,Gulbeyan,1,Referee,Referee
2019,401104932,3158611,,Jenna Schroeder,Jenna Schroeder,Jenna,Schroeder,2,Referee,Referee
2019,401104932,4337401,,Kevin Fahy,Kevin Fahy,Kevin,Fahy,3,Referee,Referee
2019,401104933,2609971,,Tiara Cruse,Tiara Cruse,Tiara,Cruse,1,Referee,Referee
2019,401104933,2993576,,Jeff Wooten,Jeff Wooten,Jeff,Wooten,2,Referee,Referee
2019,401104933,4237561,,Matt Kallio,Matt Kallio,Matt,Kallio,3,Referee,Referee
2019,401104934,2992921,,Jeff Smith,Jeff Smith,Jeff,Smith,1,Referee,Referee
2019,401104934,2995627,,Byron Jarrett,Byron Jarrett,Byron,Jarrett,2,Referee,Referee
2019,401104934,4218190,,Katie Lukanich,Katie Lukanich,Katie,Lukanich,3,Referee,Referee
2019,401104935,2992941,,Daryl Humphrey,Daryl Humphrey,Daryl,Humphrey,1,Referee,Referee
2019,401104935,2993069,,Kurt Walker,Kurt Walker,Kurt,Walker,2,Referee,Referee
2019,401104935,3956446,,Karleena Tobin,Karleena Tobin,Karleena,Tobin,3,Referee,Referee
2019,401104936,2616231,,Che Flores,Che Flores,Che,Flores,1,Referee,Referee
2019,401104936,2992920,,Tom Mauer,Tom Mauer,Tom,Mauer,2,Referee,Referee
2019,401104936,2994497,,Maj Forsberg,Maj Forsberg,Maj,Forsberg,3,Referee,Referee
2019,401104937,2993070,,Roy Gulbeyan,Roy Gulbeyan,Roy,Gulbeyan,1,Referee,Referee
2019,401104937,4018672,,Isaac Barnett,Isaac Barnett,Isaac,Barnett,2,Referee,Referee
2019,401104937,4217543,,Tiffany Bird,Tiffany Bird,Tiffany,Bird,3,Referee,Referee
2019,401104938,2992941,,Daryl Humphrey,Daryl Humphrey,Daryl,Humphrey,1,Referee,Referee
2019,401104938,2994497,,Maj Forsberg,Maj Forsberg,Maj,Forsberg,2,Referee,Referee
2019,401104938,3956446,,Karleena Tobin,Karleena Tobin,Karleena,Tobin,3,Referee,Referee
2019,401104939,2993069,,Kurt Walker,Kurt Walker,Kurt,Walker,1,Referee,Referee
2019,401104939,2994429,,Tim Greene,Tim Greene,Tim,Greene,2,Referee,Referee
2019,401104939,4075560,,Ashley Gilpin,Ashley Gilpin,Ashley,Gilpin,2,Referee,Referee
2019,401104939,4218191,,Tim Greene,Tim Greene,Tim,Greene,3,Referee,Referee
2019,401104940,2992939,,Eric Brewton,Eric Brewton,Eric,Brewton,1,Referee,Referee
2019,401104940,2994496,,Billy Smith,Billy Smith,Billy,Smith,2,Referee,Referee
2019,401104940,4073490,,Toni Patillo,Toni Patillo,Toni,Patillo,3,Referee,Referee
2019,401104941,2616231,,Che Flores,Che Flores,Che,Flores,1,Referee,Referee
2019,401104941,2992920,,Tom Mauer,Tom Mauer,Tom,Mauer,2,Referee,Referee
2019,401104941,4237561,,Matt Kallio,Matt Kallio,Matt,Kallio,3,Referee,Referee
2019,401104942,2609971,,Tiara Cruse,Tiara Cruse,Tiara,Cruse,1,Referee,Referee
2019,401104942,2992921,,Jeff Smith,Jeff Smith,Jeff,Smith,2,Referee,Referee
2019,401104942,4337503,,John Butler,John Butler,John,Butler,3,Referee,Referee
2019,401104943,2992921,,Jeff Smith,Jeff Smith,Jeff,Smith,1,Referee,Referee
2019,401104943,3032139,,Janetta Graham,Janetta Graham,Janetta,Graham,2,Referee,Referee
2019,401104943,4337503,,John Butler,John Butler,John,Butler,3,Referee,Referee
2019,401104944,2994497,,Maj Forsberg,Maj Forsberg,Maj,Forsberg,1,Referee,Referee
2019,401104944,4018672,,Isaac Barnett,Isaac Barnett,Isaac,Barnett,2,Referee,Referee
2019,401104944,4237661,,Dannica Baroody,Dannica Baroody,Dannica,Baroody,3,Referee,Referee
2019,401104945,2993070,,Roy Gulbeyan,Roy Gulbeyan,Roy,Gulbeyan,1,Referee,Referee
2019,401104945,3158611,,Jenna Schroeder,Jenna Schroeder,Jenna,Schroeder,2,Referee,Referee
2019,401104945,4075560,,Ashley Gilpin,Ashley Gilpin,Ashley,Gilpin,3,Referee,Referee
2019,401104946,1207,,Billy Smith,Billy Smith,Billy,Smith,1,Referee,Referee
2019,401104946,2609971,,Tiara Cruse,Tiara Cruse,Tiara,Cruse,2,Referee,Referee
2019,401104946,2994496,,Billy Smith,Billy Smith,Billy,Smith,2,Referee,Referee
2019,401104946,4337091,,Kevin Sparrock,Kevin Sparrock,Kevin,Sparrock,3,Referee,Referee
2019,401104947,2993575,,Michael Price,Michael Price,Michael,Price,1,Referee,Referee
2019,401104947,4218190,,Katie Lukanich,Katie Lukanich,Katie,Lukanich,2,Referee,Referee
2019,401104947,2994429,,Tim Greene,Tim Greene,Tim,Greene,3,Referee,Referee
2019,401104947,4218191,,Tim Greene,Tim Greene,Tim,Greene,3,Referee,Referee
2019,401104948,3158611,,Jenna Schroeder,Jenna Schroeder,Jenna,Schroeder,1,Referee,Referee
2019,401104948,4217543,,Tiffany Bird,Tiffany Bird,Tiffany,Bird,2,Referee,Referee
2019,401104948,4337401,,Kevin Fahy,Kevin Fahy,Kevin,Fahy,3,Referee,Referee
2019,401104949,1211,,Angelica Suffren,Angelica Suffren,Angelica,Suffren,1,Referee,Referee
2019,401104949,2616231,,Che Flores,Che Flores,Che,Flores,2,Referee,Referee
2019,401104949,2993576,,Jeff Wooten,Jeff Wooten,Jeff,Wooten,3,Referee,Referee
2019,401104949,2994321,,Angelica Suffren,Angelica Suffren,Angelica,Suffren,3,Referee,Referee
2019,401104950,2992920,,Tom Mauer,Tom Mauer,Tom,Mauer,1,Referee,Referee
2019,401104950,2994497,,Maj Forsberg,Maj Forsberg,Maj,Forsberg,2,Referee,Referee
2019,401104950,4223401,,Randy Richardson,Randy Richardson,Randy,Richardson,3,Referee,Referee
2019,401104951,2993070,,Roy Gulbeyan,Roy Gulbeyan,Roy,Gulbeyan,1,Referee,Referee
2019,401104951,2995627,,Byron Jarrett,Byron Jarrett,Byron,Jarrett,2,Referee,Referee
2019,401104951,3032139,,Janetta Graham,Janetta Graham,Janetta,Graham,3,Referee,Referee
2019,401104952,2992921,,Jeff Smith,Jeff Smith,Jeff,Smith,1,Referee,Referee
2019,401104952,2993576,,Jeff Wooten,Jeff Wooten,Jeff,Wooten,2,Referee,Referee
2019,401104952,4073490,,Toni Patillo,Toni Patillo,Toni,Patillo,2,Referee,Referee
2019,401104952,4337092,,Jeff Wooten,Jeff Wooten,Jeff,Wooten,3,Referee,Referee
2019,401104953,4217543,,Tiffany Bird,Tiffany Bird,Tiffany,Bird,1,Referee,Referee
2019,401104953,4337091,,Kevin Sparrock,Kevin Sparrock,Kevin,Sparrock,2,Referee,Referee
2019,401104953,4337503,,John Butler,John Butler,John,Butler,3,Referee,Referee
2019,401104954,2993069,,Kurt Walker,Kurt Walker,Kurt,Walker,1,Referee,Referee
2019,401104954,4218190,,Katie Lukanich,Katie Lukanich,Katie,Lukanich,2,Referee,Referee
2019,401104954,2994429,,Tim Greene,Tim Greene,Tim,Greene,3,Referee,Referee
2019,401104954,4218191,,Tim Greene,Tim Greene,Tim,Greene,3,Referee,Referee
2019,401104955,1207,,Billy Smith,Billy Smith,Billy,Smith,1,Referee,Referee
2019,401104955,2992939,,Eric Brewton,Eric Brewton,Eric,Brewton,2,Referee,Referee
2019,401104955,2994496,,Billy Smith,Billy Smith,Billy,Smith,2,Referee,Referee
2019,401104955,3009087,,Fatou Cissoko-Stephens,Fatou Cissoko-Stephens,Fatou,Cissoko-Stephens,3,Referee,Referee
2019,401104955,4217619,,Fatou Cissoko-Stephens,Fatou Cissoko-Stephens,Fatou,Cissoko-Stephens,3,Referee,Referee
2019,401104956,2992941,,Daryl Humphrey,Daryl Humphrey,Daryl,Humphrey,1,Referee,Referee
2019,401104956,2994497,,Maj Forsberg,Maj Forsberg,Maj,Forsberg,2,Referee,Referee
2019,401104956,4223401,,Randy Richardson,Randy Richardson,Randy,Richardson,3,Referee,Referee
2019,401104957,2993575,,Michael Price,Michael Price,Michael,Price,1,Referee,Referee
2019,401104957,3032139,,Janetta Graham,Janetta Graham,Janetta,Graham,2,Referee,Referee
2019,401104957,4337503,,John Butler,John Butler,John,Butler,3,Referee,Referee
2019,401104958,2994497,,Maj Forsberg,Maj Forsberg,Maj,Forsberg,1,Referee,Referee
2019,401104958,2995793,,Tony Dawkins,Tony Dawkins,Tony,Dawkins,2,Referee,Referee
2019,401104958,3009087,,Fatou Cissoko-Stephens,Fatou Cissoko-Stephens,Fatou,Cissoko-Stephens,3,Referee,Referee
2019,401104958,4217619,,Fatou Cissoko-Stephens,Fatou Cissoko-Stephens,Fatou,Cissoko-Stephens,3,Referee,Referee
2019,401104959,2995627,,Byron Jarrett,Byron Jarrett,Byron,Jarrett,1,Referee,Referee
2019,401104959,4018672,,Isaac Barnett,Isaac Barnett,Isaac,Barnett,2,Referee,Referee
2019,401104959,4237661,,Dannica Baroody,Dannica Baroody,Dannica,Baroody,3,Referee,Referee
2019,401104960,2994497,,Maj Forsberg,Maj Forsberg,Maj,Forsberg,1,Referee,Referee
2019,401104960,3032139,,Janetta Graham,Janetta Graham,Janetta,Graham,2,Referee,Referee
2019,401104960,4223401,,Randy Richardson,Randy Richardson,Randy,Richardson,3,Referee,Referee
2019,401104961,1207,,Billy Smith,Billy Smith,Billy,Smith,1,Referee,Referee
2019,401104961,2994496,,Billy Smith,Billy Smith,Billy,Smith,1,Referee,Referee
2019,401104961,4073490,,Toni Patillo,Toni Patillo,Toni,Patillo,2,Referee,Referee
2019,401104961,4237561,,Matt Kallio,Matt Kallio,Matt,Kallio,3,Referee,Referee
2019,401104962,2995627,,Byron Jarrett,Byron Jarrett,Byron,Jarrett,1,Referee,Referee
2019,401104962,4018672,,Isaac Barnett,Isaac Barnett,Isaac,Barnett,2,Referee,Referee
2019,401104962,4237661,,Dannica Baroody,Dannica Baroody,Dannica,Baroody,3,Referee,Referee
2019,401104963,2609971,,Tiara Cruse,Tiara Cruse,Tiara,Cruse,1,Referee,Referee
2019,401104963,2616231,,Che Flores,Che Flores,Che,Flores,2,Referee,Referee
2019,401104963,4337401,,Kevin Fahy,Kevin Fahy,Kevin,Fahy,3,Referee,Referee
2019,401104964,2992941,,Daryl Humphrey,Daryl Humphrey,Daryl,Humphrey,1,Referee,Referee
2019,401104964,2993576,,Jeff Wooten,Jeff Wooten,Jeff,Wooten,2,Referee,Referee
2019,401104964,4337091,,Kevin Sparrock,Kevin Sparrock,Kevin,Sparrock,2,Referee,Referee
2019,401104964,4337092,,Jeff Wooten,Jeff Wooten,Jeff,Wooten,3,Referee,Referee
2019,401104965,2992939,,Eric Brewton,Eric Brewton,Eric,Brewton,1,Referee,Referee
2019,401104965,3956446,,Karleena Tobin,Karleena Tobin,Karleena,Tobin,2,Referee,Referee
