season,game_id,official_id,official_uid,official_full_name,official_display_name,official_first_name,official_last_name,official_order,position_name,position_display_name
2014,400539461,1169,,Denise Brooks,Denise Brooks,Denise,Brooks,1,Referee,Referee
2014,400539461,2992916,,Denise Brooks,Denise Brooks,Denise,Brooks,1,Referee,Referee
2014,400539461,2616817,,Tony Dawkins,Tony Dawkins,Tony,Dawkins,2,Referee,Referee
2014,400539461,2992918,,Amy Bonner,Amy Bonner,Amy,Bonner,3,Referee,Referee
2014,400539461,2995793,,Tony Dawkins,Tony Dawkins,Tony,Dawkins,3,Referee,Referee
2014,400539462,2992939,,Eric Brewton,Eric Brewton,Eric,Brewton,1,Referee,Referee
2014,400539462,2994430,,Lauren Holtkamp,Lauren Holtkamp,Lauren,Holtkamp,2,Referee,Referee
2014,400539462,2995627,,Byron Jarrett,Byron Jarrett,Byron,Jarrett,3,Referee,Referee
2014,400539463,2992917,,Sue Blauch,Sue Blauch,Sue,Blauch,1,Referee,Referee
2014,400539463,2992941,,Daryl Humphrey,Daryl Humphrey,Daryl,Humphrey,2,Referee,Referee
2014,400539463,2994496,,Billy Smith,Billy Smith,Billy,Smith,3,Referee,Referee
2014,400539464,1206,,Jeff Smith,Jeff Smith,Jeff,Smith,1,Referee,Referee
2014,400539464,2992921,,Jeff Smith,Jeff Smith,Jeff,Smith,1,Referee,Referee
2014,400539464,2994322,,Lamont Simpson,Lamont Simpson,Lamont,Simpson,2,Referee,Referee
2014,400539464,3008269,,Tyler Ford,Tyler Ford,Tyler,Ford,3,Referee,Referee
2014,400539464,3033234,,Tyler Ford,Tyler Ford,Tyler,Ford,3,Referee,Referee
2014,400539465,2993070,,Roy Gulbeyan,Roy Gulbeyan,Roy,Gulbeyan,1,Referee,Referee
2014,400539465,2993575,,Michael Price,Michael Price,Michael,Price,2,Referee,Referee
2014,400539465,3032893,,Thomas Nunez,Thomas Nunez,Thomas,Nunez,3,Referee,Referee
2014,400539466,2992916,,Denise Brooks,Denise Brooks,Denise,Brooks,1,Referee,Referee
2014,400539466,2992921,,Jeff Smith,Jeff Smith,Jeff,Smith,2,Referee,Referee
2014,400539466,2995793,,Tony Dawkins,Tony Dawkins,Tony,Dawkins,3,Referee,Referee
2014,400539467,2992939,,Eric Brewton,Eric Brewton,Eric,Brewton,1,Referee,Referee
2014,400539467,2994430,,Lauren Holtkamp,Lauren Holtkamp,Lauren,Holtkamp,2,Referee,Referee
2014,400539467,2995627,,Byron Jarrett,Byron Jarrett,Byron,Jarrett,3,Referee,Referee
2014,400539468,2992919,,Cameron Inouye,Cameron Inouye,Cameron,Inouye,1,Referee,Referee
2014,400539468,2992941,,Daryl Humphrey,Daryl Humphrey,Daryl,Humphrey,2,Referee,Referee
2014,400539468,2993576,,Jeff Wooten,Jeff Wooten,Jeff,Wooten,3,Referee,Referee
2014,400539469,2992920,,Tom Mauer,Tom Mauer,Tom,Mauer,1,Referee,Referee
2014,400539469,2993069,,Kurt Walker,Kurt Walker,Kurt,Walker,2,Referee,Referee
2014,400539469,2993071,,Kevin Sparrock,Kevin Sparrock,Kevin,Sparrock,3,Referee,Referee
2014,400539470,2992917,,Sue Blauch,Sue Blauch,Sue,Blauch,1,Referee,Referee
