season,game_id,official_id,official_uid,official_full_name,official_display_name,official_first_name,official_last_name,official_order,position_name,position_display_name
2006,260520013,1213,,Kurt Walker,Kurt Walker,Kurt,Walker,1,Referee,Referee
2006,260520013,2615792,,Michael Price,Michael Price,Michael,Price,2,Referee,Referee
2006,260520013,2615863,,Tina Napier,Tina Napier,Tina,Napier,3,Referee,Referee
2006,260520001,2615850,,Sue Blauch,Sue Blauch,Sue,Blauch,1,Referee,Referee
2006,260520001,1179,,Darla Foutz Stevens,Darla Foutz Stevens,Darla,Foutz Stevens,2,Referee,Referee
2006,260520001,1168,,Eric Brewton,Eric Brewton,Eric,Brewton,3,Referee,Referee
2006,260520018,2615820,,Bob Trammell,Bob Trammell,Bob,Trammell,1,Referee,Referee
2006,260520018,2615851,,Bonita Spence,Bonita Spence,Bonita,Spence,2,Referee,Referee
2006,260520018,2615853,,Bryan Enterline,Bryan Enterline,Bryan,Enterline,3,Referee,Referee
2006,260521014,1213,,Kurt Walker,Kurt Walker,Kurt,Walker,1,Referee,Referee
2006,260521014,2615859,,Shelley Nakasone,Shelley Nakasone,Shelley,Nakasone,2,Referee,Referee
2006,260521014,2615863,,Tina Napier,Tina Napier,Tina,Napier,3,Referee,Referee
2006,260523017,2615853,,Bryan Enterline,Bryan Enterline,Bryan,Enterline,1,Referee,Referee
2006,260523017,2615856,,Clarke Stevens,Clarke Stevens,Clarke,Stevens,2,Referee,Referee
2006,260523017,1191,,Keith Kimble,Keith Kimble,Keith,Kimble,3,Referee,Referee
2006,260523014,2615850,,Sue Blauch,Sue Blauch,Sue,Blauch,1,Referee,Referee
2006,260523014,2615792,,Michael Price,Michael Price,Michael,Price,2,Referee,Referee
2006,260523014,1168,,Eric Brewton,Eric Brewton,Eric,Brewton,3,Referee,Referee
2006,260524003,2615788,,Daryl Humphrey,Daryl Humphrey,Daryl,Humphrey,1,Referee,Referee
2006,260524003,2615865,,Tom Mauer,Tom Mauer,Tom,Mauer,2,Referee,Referee
2006,260524003,2616818,,Amy Bonner,Amy Bonner,Amy,Bonner,3,Referee,Referee
2006,260525001,2615832,,Barb Smith,Barb Smith,Barb,Smith,1,Referee,Referee
2006,260525001,2615863,,Tina Napier,Tina Napier,Tina,Napier,2,Referee,Referee
2006,260525001,2616817,,Tony Dawkins,Tony Dawkins,Tony,Dawkins,3,Referee,Referee
2006,260525011,2615853,,Bryan Enterline,Bryan Enterline,Bryan,Enterline,1,Referee,Referee
2006,260525011,2615856,,Clarke Stevens,Clarke Stevens,Clarke,Stevens,2,Referee,Referee
2006,260525011,1211,,Angelica Suffren,Angelica Suffren,Angelica,Suffren,3,Referee,Referee
2006,260527018,2615826,,Lisa Mattingly,Lisa Mattingly,Lisa,Mattingly,1,Referee,Referee
2006,260527018,1205,,Lamont Simpson,Lamont Simpson,Lamont,Simpson,2,Referee,Referee
2006,260527018,2615863,,Tina Napier,Tina Napier,Tina,Napier,3,Referee,Referee
2006,260527016,2615820,,Bob Trammell,Bob Trammell,Bob,Trammell,1,Referee,Referee
2006,260527016,1206,,Jeff Smith,Jeff Smith,Jeff,Smith,2,Referee,Referee
2006,260527016,2615423,,Laura Morris,Laura Morris,Laura,Morris,3,Referee,Referee
2006,260530005,2615830,,June Courteau,June Courteau,June,Courteau,1,Referee,Referee
2006,260530005,1205,,Lamont Simpson,Lamont Simpson,Lamont,Simpson,2,Referee,Referee
2006,260530005,2615865,,Tom Mauer,Tom Mauer,Tom,Mauer,3,Referee,Referee
2006,260530019,2615832,,Barb Smith,Barb Smith,Barb,Smith,1,Referee,Referee
2006,260530019,2615792,,Michael Price,Michael Price,Michael,Price,2,Referee,Referee
2006,260530019,2615853,,Bryan Enterline,Bryan Enterline,Bryan,Enterline,3,Referee,Referee
2006,260531008,2615865,,Tom Mauer,Tom Mauer,Tom,Mauer,1,Referee,Referee
2006,260531008,2615863,,Tina Napier,Tina Napier,Tina,Napier,2,Referee,Referee
2006,260531008,2616803,,Scott Twardoski,Scott Twardoski,Scott,Twardoski,3,Referee,Referee
2006,260531013,2615788,,Daryl Humphrey,Daryl Humphrey,Daryl,Humphrey,1,Referee,Referee
2006,260531013,1172,,Leslie Claybrook,Leslie Claybrook,Leslie,Claybrook,2,Referee,Referee
2006,260531013,2615856,,Clarke Stevens,Clarke Stevens,Clarke,Stevens,3,Referee,Referee
2006,260601001,2615830,,June Courteau,June Courteau,June,Courteau,1,Referee,Referee
2006,260601001,2615851,,Bonita Spence,Bonita Spence,Bonita,Spence,2,Referee,Referee
2006,260601001,2615423,,Laura Morris,Laura Morris,Laura,Morris,3,Referee,Referee
2006,260601003,2615792,,Michael Price,Michael Price,Michael,Price,1,Referee,Referee
2006,260601003,2615859,,Shelley Nakasone,Shelley Nakasone,Shelley,Nakasone,2,Referee,Referee
2006,260601003,1168,,Eric Brewton,Eric Brewton,Eric,Brewton,3,Referee,Referee
2006,260602008,1213,,Kurt Walker,Kurt Walker,Kurt,Walker,1,Referee,Referee
2006,260602008,2615856,,Clarke Stevens,Clarke Stevens,Clarke,Stevens,2,Referee,Referee
2006,260602008,2616818,,Amy Bonner,Amy Bonner,Amy,Bonner,3,Referee,Referee
2006,260603009,2615820,,Bob Trammell,Bob Trammell,Bob,Trammell,1,Referee,Referee
2006,260603009,2615850,,Sue Blauch,Sue Blauch,Sue,Blauch,2,Referee,Referee
2006,260603009,1206,,Jeff Smith,Jeff Smith,Jeff,Smith,3,Referee,Referee
2006,260603016,2615851,,Bonita Spence,Bonita Spence,Bonita,Spence,1,Referee,Referee
2006,260603016,2615863,,Tina Napier,Tina Napier,Tina,Napier,2,Referee,Referee
2006,260603016,1184,,Felicia Grinter,Felicia Grinter,Felicia,Grinter,3,Referee,Referee
2006,260603018,2615792,,Michael Price,Michael Price,Michael,Price,1,Referee,Referee
2006,260603018,2615859,,Shelley Nakasone,Shelley Nakasone,Shelley,Nakasone,2,Referee,Referee
2006,260603018,1168,,Eric Brewton,Eric Brewton,Eric,Brewton,3,Referee,Referee
2006,260604019,1213,,Kurt Walker,Kurt Walker,Kurt,Walker,1,Referee,Referee
2006,260604019,2615862,,John Fullilove,John Fullilove,John,Fullilove,2,Referee,Referee
2006,260604019,2615856,,Clarke Stevens,Clarke Stevens,Clarke,Stevens,3,Referee,Referee
2006,260604014,2615830,,June Courteau,June Courteau,June,Courteau,1,Referee,Referee
2006,260604014,2615857,,Cameron Inouye,Cameron Inouye,Cameron,Inouye,2,Referee,Referee
2006,260604014,2616803,,Scott Twardoski,Scott Twardoski,Scott,Twardoski,3,Referee,Referee
2006,260606016,2615850,,Sue Blauch,Sue Blauch,Sue,Blauch,1,Referee,Referee
2006,260606016,1205,,Lamont Simpson,Lamont Simpson,Lamont,Simpson,2,Referee,Referee
2006,260606016,2616818,,Amy Bonner,Amy Bonner,Amy,Bonner,3,Referee,Referee
2006,260607009,2615851,,Bonita Spence,Bonita Spence,Bonita,Spence,1,Referee,Referee
2006,260607009,2615863,,Tina Napier,Tina Napier,Tina,Napier,2,Referee,Referee
2006,260607009,2615426,,Denise Brooks-Clauser,Denise Brooks-Clauser,Denise,Brooks-Clauser,3,Referee,Referee
2006,260607014,2615832,,Barb Smith,Barb Smith,Barb,Smith,1,Referee,Referee
2006,260607014,2615792,,Michael Price,Michael Price,Michael,Price,2,Referee,Referee
2006,260607014,2615859,,Shelley Nakasone,Shelley Nakasone,Shelley,Nakasone,3,Referee,Referee
2006,260609001,2615863,,Tina Napier,Tina Napier,Tina,Napier,1,Referee,Referee
2006,260609001,2615426,,Denise Brooks-Clauser,Denise Brooks-Clauser,Denise,Brooks-Clauser,2,Referee,Referee
2006,260609001,1172,,Leslie Claybrook,Leslie Claybrook,Leslie,Claybrook,3,Referee,Referee
