season,game_id,official_id,official_uid,official_full_name,official_display_name,official_first_name,official_last_name,official_order,position_name,position_display_name
2007,270519003,1168,,Eric Brewton,Eric Brewton,Eric,Brewton,1,Referee,Referee
2007,270519003,2615826,,Lisa Mattingly,Lisa Mattingly,Lisa,Mattingly,2,Referee,Referee
2007,270519003,2615830,,June Courteau,June Courteau,June,Courteau,3,Referee,Referee
2007,270519016,2615851,,Bonita Spence,Bonita Spence,Bonita,Spence,1,Referee,Referee
2007,270519016,2615788,,Daryl Humphrey,Daryl Humphrey,Daryl,Humphrey,2,Referee,Referee
2007,270519016,1205,,Lamont Simpson,Lamont Simpson,Lamont,Simpson,3,Referee,Referee
2007,270519014,2616803,,Scott Twardoski,Scott Twardoski,Scott,Twardoski,1,Referee,Referee
2007,270519014,1175,,Penny Davis,Penny Davis,Penny,Davis,2,Referee,Referee
2007,270519014,1213,,Kurt Walker,Kurt Walker,Kurt,Walker,3,Referee,Referee
2007,270522003,2615859,,Shelley Nakasone,Shelley Nakasone,Shelley,Nakasone,1,Referee,Referee
2007,270522003,1205,,Lamont Simpson,Lamont Simpson,Lamont,Simpson,2,Referee,Referee
2007,270522003,1206,,Jeff Smith,Jeff Smith,Jeff,Smith,3,Referee,Referee
2007,270522016,2615820,,Bob Trammell,Bob Trammell,Bob,Trammell,1,Referee,Referee
2007,270522016,2615426,,Denise Brooks-Clauser,Denise Brooks-Clauser,Denise,Brooks-Clauser,2,Referee,Referee
2007,270522016,2615792,,Michael Price,Michael Price,Michael,Price,3,Referee,Referee
2007,270523017,2615826,,Lisa Mattingly,Lisa Mattingly,Lisa,Mattingly,1,Referee,Referee
2007,270523017,2615865,,Tom Mauer,Tom Mauer,Tom,Mauer,2,Referee,Referee
2007,270523017,1211,,Angelica Suffren,Angelica Suffren,Angelica,Suffren,3,Referee,Referee
2007,270523014,2615851,,Bonita Spence,Bonita Spence,Bonita,Spence,1,Referee,Referee
2007,270523014,2615819,,Roy Gulbeyan,Roy Gulbeyan,Roy,Gulbeyan,2,Referee,Referee
2007,270523014,1168,,Eric Brewton,Eric Brewton,Eric,Brewton,3,Referee,Referee
2007,270524009,2615859,,Shelley Nakasone,Shelley Nakasone,Shelley,Nakasone,1,Referee,Referee
2007,270524009,2615856,,Clarke Stevens,Clarke Stevens,Clarke,Stevens,2,Referee,Referee
2007,270524009,1213,,Kurt Walker,Kurt Walker,Kurt,Walker,3,Referee,Referee
2007,270524005,2615857,,Cameron Inouye,Cameron Inouye,Cameron,Inouye,1,Referee,Referee
2007,270524005,2615863,,Tina Napier,Tina Napier,Tina,Napier,2,Referee,Referee
2007,270524005,1167,,James Breeding,James Breeding,James,Breeding,3,Referee,Referee
