season,game_id,team_id,team_slug,team_abbreviation,team_display_name,home_away,athlete_id,athlete_uid,athlete_guid,athlete_display_name,athlete_short_name,athlete_first_name,athlete_last_name,athlete_jersey,athlete_position,athlete_headshot,starter,did_not_play,active,ejected,reason
2026,401856890,18,connecticut-sun,CON,Connecticut Sun,,4433635,s:40~l:59~a:4433635,aa42d38c-ef50-3eb6-85e8-409671e7b517,Diamond Miller,D. Miller,,,1,F,https://a.espncdn.com/i/headshots/wnba/players/full/4433635.png,true,false,true,false,COACH'S DECISION
2026,401856890,18,connecticut-sun,CON,Connecticut Sun,,4684384,s:40~l:59~a:4684384,b03d1b88-edb6-387f-b7bd-60905928eb2c,Aneesah Morrow,A. Morrow,,,24,F,https://a.espncdn.com/i/headshots/wnba/players/full/4684384.png,true,false,true,false,COACH'S DECISION
2026,401856890,18,connecticut-sun,CON,Connecticut Sun,,2490553,s:40~l:59~a:2490553,40e7dc87-4f73-696a-7dd3-6953d9f8ae79,Brittney Griner,B. Griner,,,42,C,https://a.espncdn.com/i/headshots/wnba/players/full/2490553.png,true,false,true,false,COACH'S DECISION
2026,401856890,18,connecticut-sun,CON,Connecticut Sun,,3922628,s:40~l:59~a:3922628,27bec061-e73e-a474-7423-44597e74cce5,Kennedy Burke,K. Burke,,,25,G,https://a.espncdn.com/i/headshots/wnba/players/full/3922628.png,true,false,true,false,COACH'S DECISION
2026,401856890,18,connecticut-sun,CON,Connecticut Sun,,4433514,s:40~l:59~a:4433514,0dd1606f-2bcc-34fd-96ae-57e02ea8e7e3,Saniya Rivers,S. Rivers,,,22,G,https://a.espncdn.com/i/headshots/wnba/players/full/4433514.png,true,false,true,false,COACH'S DECISION
2026,401856890,18,connecticut-sun,CON,Connecticut Sun,,5105732,s:40~l:59~a:5105732,7b77ac68-882f-3528-bac4-1d90a16ed61d,Raegan Beers,R. Beers,,,15,F,,false,false,false,false,COACH'S DECISION
2026,401856890,18,connecticut-sun,CON,Connecticut Sun,,4398966,s:40~l:59~a:4398966,808db7f8-1fd0-9331-db1f-e9dba41e61ab,Olivia Nelson-Ododa,O. Nelson-Ododa,,,10,C,https://a.espncdn.com/i/headshots/wnba/players/full/4398966.png,false,false,false,false,COACH'S DECISION
2026,401856890,18,connecticut-sun,CON,Connecticut Sun,,4433412,s:40~l:59~a:4433412,eba67921-6ad6-3f9c-bf1c-0e2a9703d911,Hailey Van Lith,H. Van Lith,,,2,G,https://a.espncdn.com/i/headshots/wnba/players/full/4433412.png,false,false,false,false,COACH'S DECISION
2026,401856890,18,connecticut-sun,CON,Connecticut Sun,,4703609,s:40~l:59~a:4703609,ffe45994-90cb-3f4b-bdaf-9c030d327caa,Charlisse Leger-Walker,C. Leger-Walker,,,4,G,https://a.espncdn.com/i/headshots/wnba/players/full/4703609.png,false,false,false,false,COACH'S DECISION
2026,401856890,18,connecticut-sun,CON,Connecticut Sun,,4898898,s:40~l:59~a:4898898,84510952-68e5-3e34-8395-423168617a53,Gianna Kneepkens,G. Kneepkens,,,5,G,https://a.espncdn.com/i/headshots/wnba/players/full/4898898.png,false,false,false,false,COACH'S DECISION
2026,401856890,18,connecticut-sun,CON,Connecticut Sun,,4433408,s:40~l:59~a:4433408,60595614-8481-3d6c-98be-1a1ee34424cf,Aaliyah Edwards,A. Edwards,,,8,F,https://a.espncdn.com/i/headshots/wnba/players/full/4433408.png,false,true,false,false,LEFT THIGH
2026,401856890,18,connecticut-sun,CON,Connecticut Sun,,1107,s:40~l:59~a:1107,5530f9d2-de57-2f0b-338f-0d4fd3c3d180,Shey Peddy,S. Peddy,,,11,G,https://a.espncdn.com/i/headshots/wnba/players/full/1107.png,false,true,false,false,LOWER LEG
2026,401856890,18,connecticut-sun,CON,Connecticut Sun,,5106232,s:40~l:59~a:5106232,2892cbb6-410c-3f84-9aae-594f58242912,Ashlon Jackson,A. Jackson,,,3,G,https://a.espncdn.com/i/headshots/wnba/players/full/5106232.png,false,true,false,false,COACH'S DECISION
2026,401856890,9,new-york-liberty,NY,New York Liberty,,2998928,s:40~l:59~a:2998928,4d83d500-2f40-c89e-4f85-62927c5abbeb,Breanna Stewart,B. Stewart,,,30,F,https://a.espncdn.com/i/headshots/wnba/players/full/2998928.png,true,false,false,false,COACH'S DECISION
2026,401856890,9,new-york-liberty,NY,New York Liberty,,2999101,s:40~l:59~a:2999101,d5154a93-4a46-71af-8b55-f69328b84b54,Jonquel Jones,J. Jones,,,35,C,https://a.espncdn.com/i/headshots/wnba/players/full/2999101.png,true,false,false,false,COACH'S DECISION
2026,401856890,9,new-york-liberty,NY,New York Liberty,,2593770,s:40~l:59~a:2593770,08d9f7a2-c92a-1db6-6556-b5598083d713,Betnijah Laney-Hamilton,B. Laney-Hamilton,,,44,G,https://a.espncdn.com/i/headshots/wnba/players/full/2593770.png,true,false,true,false,COACH'S DECISION
2026,401856890,9,new-york-liberty,NY,New York Liberty,,4038379,s:40~l:59~a:4038379,871d6177-08d3-b653-26f6-a0f55f970ab9,Marine Johannes,M. Johannes,,,23,G,https://a.espncdn.com/i/headshots/wnba/players/full/4038379.png,true,false,false,false,COACH'S DECISION
2026,401856890,9,new-york-liberty,NY,New York Liberty,,5345320,s:40~l:59~a:5345320,ec51e869-c3e1-332c-bc18-e565c4742d0b,Pauline Astier,P. Astier,,,18,G,https://a.espncdn.com/i/headshots/wnba/players/full/5345320.png,true,false,false,false,COACH'S DECISION
2026,401856890,9,new-york-liberty,NY,New York Liberty,,4432844,s:40~l:59~a:4432844,102a878e-4ee3-3721-83a7-57426cdf2db0,Aubrey Griffin,A. Griffin,,,22,F,,false,false,true,false,COACH'S DECISION
2026,401856890,9,new-york-liberty,NY,New York Liberty,,4337216,s:40~l:59~a:4337216,028a2e24-6757-6ce1-a525-47986bfe3c30,Han Xu,H. Xu,,,21,C,https://a.espncdn.com/i/headshots/wnba/players/full/4337216.png,false,false,true,false,COACH'S DECISION
2026,401856890,9,new-york-liberty,NY,New York Liberty,,2327695,s:40~l:59~a:2327695,cea6f839-f848-4ca0-d19f-600d88fd00db,Rebekah Gardner,R. Gardner,,,7,G,https://a.espncdn.com/i/headshots/wnba/players/full/2327695.png,false,false,true,false,COACH'S DECISION
2026,401856890,9,new-york-liberty,NY,New York Liberty,,2566110,s:40~l:59~a:2566110,20b0ee3b-59ad-3c6f-962a-f3ee42f9d785,Julie Vanloo,J. Vanloo,,,53,G,https://a.espncdn.com/i/headshots/wnba/players/full/2566110.png,false,false,true,false,COACH'S DECISION
2026,401856890,9,new-york-liberty,NY,New York Liberty,,4281929,s:40~l:59~a:4281929,d4c403bb-a2c8-ed6b-aeaa-c290d8afea9b,Satou Sabally,S. Sabally,,,0,F,https://a.espncdn.com/i/headshots/wnba/players/full/4281929.png,false,true,false,false,CYST SURGERY
2026,401856890,9,new-york-liberty,NY,New York Liberty,,3102133,s:40~l:59~a:3102133,baf2f1cb-234e-740a-0af2-c8a82626b685,Rebecca Allen,R. Allen,,,9,G,https://a.espncdn.com/i/headshots/wnba/players/full/3102133.png,false,true,false,false,LEFT LEG INJURY
2026,401856890,9,new-york-liberty,NY,New York Liberty,,4066533,s:40~l:59~a:4066533,3b205f4b-7b5d-0115-3a92-f8f35ff473ed,Sabrina Ionescu,S. Ionescu,,,20,G,https://a.espncdn.com/i/headshots/wnba/players/full/4066533.png,false,true,false,false,LEFT FOOT
2026,401856891,16,washington-mystics,WSH,Washington Mystics,,4898384,s:40~l:59~a:4898384,8c14caa5-a9c7-3508-aca8-567930a6d9b7,Kiki Iriafen,K. Iriafen,,,44,F,https://a.espncdn.com/i/headshots/wnba/players/full/4898384.png,true,false,true,false,COACH'S DECISION
2026,401856891,16,washington-mystics,WSH,Washington Mystics,,4398911,s:40~l:59~a:4398911,0390235b-d63b-9a48-470f-dc80c05a20fa,Shakira Austin,S. Austin,,,0,C,https://a.espncdn.com/i/headshots/wnba/players/full/4398911.png,true,false,true,false,COACH'S DECISION
2026,401856891,16,washington-mystics,WSH,Washington Mystics,,4433524,s:40~l:59~a:4433524,40260700-49ec-36b3-8b20-339722b76b02,Sonia Citron,S. Citron,,,22,G,https://a.espncdn.com/i/headshots/wnba/players/full/4433524.png,true,false,true,false,COACH'S DECISION
2026,401856891,16,washington-mystics,WSH,Washington Mystics,,4704180,s:40~l:59~a:4704180,a9d1aaa5-c146-30df-9cf6-927d1b93d32c,Georgia Amoore,G. Amoore,,,8,G,https://a.espncdn.com/i/headshots/wnba/players/full/4704180.png,true,false,false,false,COACH'S DECISION
2026,401856891,16,washington-mystics,WSH,Washington Mystics,,5122345,s:40~l:59~a:5122345,118f7a39-0568-39be-84c0-dbabfcdba438,Cassandre Prosper,C. Prosper,,,18,G,https://a.espncdn.com/i/headshots/wnba/players/full/5122345.png,true,false,false,false,COACH'S DECISION
2026,401856891,16,washington-mystics,WSH,Washington Mystics,,4433411,s:40~l:59~a:4433411,3a83740b-47c1-36bc-b0d6-b709f5a2723c,Angela Dugalic,A. Dugalic,,,32,F,https://a.espncdn.com/i/headshots/wnba/players/full/4433411.png,false,false,false,false,COACH'S DECISION
2026,401856891,16,washington-mystics,WSH,Washington Mystics,,5105737,s:40~l:59~a:5105737,4e73e15c-bb39-3a82-b4bf-8c71fae48868,Lauren Betts,L. Betts,,,51,C,https://a.espncdn.com/i/headshots/wnba/players/full/5105737.png,false,false,false,false,COACH'S DECISION
2026,401856891,16,washington-mystics,WSH,Washington Mystics,,4433523,s:40~l:59~a:4433523,d977afa5-f2e8-3294-abbb-57ee9f5cac2f,Rori Harmon,R. Harmon,,,3,G,https://a.espncdn.com/i/headshots/wnba/players/full/4433523.png,false,false,true,false,COACH'S DECISION
2026,401856891,16,washington-mystics,WSH,Washington Mystics,,4433815,s:40~l:59~a:4433815,270986ef-94a3-3efb-8688-8b4b7c5931e8,Lucy Olsen,L. Olsen,,,33,G,https://a.espncdn.com/i/headshots/wnba/players/full/4433815.png,false,false,true,false,COACH'S DECISION
2026,401856891,16,washington-mystics,WSH,Washington Mystics,,5278157,s:40~l:59~a:5278157,46f20148-e1c5-376b-b75b-75da707b1e4f,Alex Wilson,A. Wilson,,,4,G,https://a.espncdn.com/i/headshots/wnba/players/full/5278157.png,false,false,false,false,COACH'S DECISION
