season,game_id,team_id,team_slug,team_abbreviation,team_display_name,home_away,athlete_id,athlete_uid,athlete_guid,athlete_display_name,athlete_short_name,athlete_first_name,athlete_last_name,athlete_jersey,athlete_position,athlete_headshot,starter,did_not_play,active,ejected,reason
2019,401104913,3,dallas-wings,DAL,Dallas Wings,,1053,s:40~l:59~a:1053,bfdb557acb0387a6f2f519cedbe66592,Glory Johnson,G. Johnson,,,0,F,,true,false,true,false,COACH'S DECISION
2019,401104913,3,dallas-wings,DAL,Dallas Wings,,2566453,s:40~l:59~a:2566453,7bce1addeedb11c232841351968dabf2,Isabelle Harrison,I. Harrison,,,20,F,https://a.espncdn.com/i/headshots/wnba/players/full/2566453.png,true,false,true,false,COACH'S DECISION
2019,401104913,3,dallas-wings,DAL,Dallas Wings,,3058888,s:40~l:59~a:3058888,fc1edb2749a3d52a781137d75acbf730,Kaela Davis,K. Davis,,,33,F,https://a.espncdn.com/i/headshots/wnba/players/full/3058888.png,true,false,false,false,COACH'S DECISION
2019,401104913,3,dallas-wings,DAL,Dallas Wings,,2490769,s:40~l:59~a:2490769,82455d3179e41965d39d4f358ed3d088,Tayler Hill,T. Hill,,,2,G,,true,false,false,false,COACH'S DECISION
2019,401104913,3,dallas-wings,DAL,Dallas Wings,,3904577,s:40~l:59~a:3904577,a35875ce3ef461d59a20483b82d82ed9,Arike Ogunbowale,A. Ogunbowale,,,24,G,https://a.espncdn.com/i/headshots/wnba/players/full/3904577.png,true,false,true,false,COACH'S DECISION
2019,401104913,3,dallas-wings,DAL,Dallas Wings,,2529622,s:40~l:59~a:2529622,3b2b97b85d0639658e220e04b6b268fc,Kayla Thornton,K. Thornton,,,,F,https://a.espncdn.com/i/headshots/wnba/players/full/2529622.png,false,false,false,false,COACH'S DECISION
2019,401104913,3,dallas-wings,DAL,Dallas Wings,,2530082,s:40~l:59~a:2530082,635c82d6575fa131ed43338fbec652c8,Theresa Plaisance,T. Plaisance,,,55,F,https://a.espncdn.com/i/headshots/wnba/players/full/2530082.png,false,false,false,false,COACH'S DECISION
2019,401104913,3,dallas-wings,DAL,Dallas Wings,,2984237,s:40~l:59~a:2984237,69adbd7987a2a6de8b723ec1b9e7c4a3,Imani McGee-Stafford,Boyette,,,34,F,,false,false,false,false,COACH'S DECISION
2019,401104913,3,dallas-wings,DAL,Dallas Wings,,3058901,s:40~l:59~a:3058901,42ac782c1f5280e659eeeebe51e6c1ec,Allisha Gray,A. Gray,,,15,G,https://a.espncdn.com/i/headshots/wnba/players/full/3058901.png,false,false,true,false,COACH'S DECISION
2019,401104913,3,dallas-wings,DAL,Dallas Wings,,3146149,s:40~l:59~a:3146149,9a01b0ffda0b69adc3513df6c325fab0,Brooke McCarty-Williams,B. McCarty-Williams,,,1,G,,false,false,true,false,COACH'S DECISION
2019,401104913,3,dallas-wings,DAL,Dallas Wings,,3142010,s:40~l:59~a:3142010,43ed8c0cd5d66472da7e17bab7f43965,Azura Stevens,A. Stevens,,,30,F,https://a.espncdn.com/i/headshots/wnba/players/full/3142010.png,false,true,false,false,CONCUSSION
2019,401104913,3,dallas-wings,DAL,Dallas Wings,,2491205,s:40~l:59~a:2491205,535bcd0956fd8fc04442a28d787609e0,Skylar Diggins-Smith,S. Diggins-Smith,,,4,G,https://a.espncdn.com/i/headshots/wnba/players/full/2491205.png,false,true,false,false,PERSONAL
2019,401104913,20,atlanta-dream,ATL,Atlanta Dream,,1002,s:40~l:59~a:1002,f088d34a8add0d4eb4b9813a1a41af37,Jessica Breland,J. Breland,,,51,F,https://a.espncdn.com/i/headshots/wnba/players/full/1002.png,true,false,true,false,COACH'S DECISION
2019,401104913,20,atlanta-dream,ATL,Atlanta Dream,,2566081,s:40~l:59~a:2566081,74e3b92809c7ec95f877f97869a9d64b,Elizabeth Williams,E. Williams,,,,C,https://a.espncdn.com/i/headshots/wnba/players/full/2566081.png,true,false,false,false,COACH'S DECISION
2019,401104913,20,atlanta-dream,ATL,Atlanta Dream,,865,s:40~l:59~a:865,f122be3557ced75550d02221af209121,Renee Montgomery,R. Montgomery,,,21,G,,true,false,true,false,COACH'S DECISION
2019,401104913,20,atlanta-dream,ATL,Atlanta Dream,,1054,s:40~l:59~a:1054,026e19c6c57558c93a665d0964edef64,Tiffany Hayes,T. Hayes,,,15,G,https://a.espncdn.com/i/headshots/wnba/players/full/1054.png,true,false,true,false,COACH'S DECISION
2019,401104913,20,atlanta-dream,ATL,Atlanta Dream,,2988756,s:40~l:59~a:2988756,b8564ef47521235a57d10262eb11d1fb,Brittney Sykes,B. Sykes,,,15,G,https://a.espncdn.com/i/headshots/wnba/players/full/2988756.png,true,false,false,false,COACH'S DECISION
2019,401104913,20,atlanta-dream,ATL,Atlanta Dream,,3054590,s:40~l:59~a:3054590,40317e4a2b954d49ad2002bf51eb6eb1,Nia Coffey,N. Coffey,,,12,F,https://a.espncdn.com/i/headshots/wnba/players/full/3054590.png,false,false,true,false,COACH'S DECISION
2019,401104913,20,atlanta-dream,ATL,Atlanta Dream,,3142255,s:40~l:59~a:3142255,3546d8bbb1575af3863f745a9ae0a759,Monique Billings,M. Billings,,,25,F,https://a.espncdn.com/i/headshots/wnba/players/full/3142255.png,false,false,false,false,COACH'S DECISION
2019,401104913,20,atlanta-dream,ATL,Atlanta Dream,,3151645,s:40~l:59~a:3151645,858064f2d5d1b72abad803db842c9d27,Marie Gulich,Gülich,,,21,C,,false,false,false,false,COACH'S DECISION
2019,401104913,20,atlanta-dream,ATL,Atlanta Dream,,2490773,s:40~l:59~a:2490773,78681a27e4588ed630ec83da003e8f32,Alex Bentley,A. Bentley,,,20,G,,false,false,true,false,COACH'S DECISION
2019,401104913,20,atlanta-dream,ATL,Atlanta Dream,,872,s:40~l:59~a:872,6d80f2876d06b6c4fda2ed198b94434c,Angel McCoughtry,A. McCoughtry,,,35,F,https://a.espncdn.com/i/headshots/wnba/players/full/872.png,false,true,false,false,KNEE INJURY
2019,401104913,20,atlanta-dream,ATL,Atlanta Dream,,2529125,s:40~l:59~a:2529125,e5ce42751d12385084f10636300bc78b,Haley McCloskey Peters,H. Peters,,,17,F,,false,true,false,false,COACH'S DECISION
2019,401104913,20,atlanta-dream,ATL,Atlanta Dream,,3907713,s:40~l:59~a:3907713,cb82fc2513de5bbf98bd4cc00e2e5f16,Maite Cazorla,M. Cazorla,,,5,G,,false,true,false,false,COACH'S DECISION
2019,401104914,5,indiana-fever,IND,Indiana Fever,,689,s:40~l:59~a:689,99914daf240a2fbaff01ea59c0902860,Candice Dupree,C. Dupree,,,24,F,https://a.espncdn.com/i/headshots/wnba/players/full/689.png,true,false,true,false,COACH'S DECISION
2019,401104914,5,indiana-fever,IND,Indiana Fever,,2529203,s:40~l:59~a:2529203,ad2010b575f015ccfef816cbd803e305,Natalie Achonwa,N. Achonwa,,,11,F,https://a.espncdn.com/i/headshots/wnba/players/full/2529203.png,true,false,false,false,COACH'S DECISION
2019,401104914,5,indiana-fever,IND,Indiana Fever,,2593770,s:40~l:59~a:2593770,08d9f7a2c92a1db66556b5598083d713,Betnijah Laney,B. Laney,,,44,F,https://a.espncdn.com/i/headshots/wnba/players/full/2593770.png,true,false,false,false,COACH'S DECISION
2019,401104914,5,indiana-fever,IND,Indiana Fever,,2491214,s:40~l:59~a:2491214,10a2cf097845e376c86e0fa06cbdd524,Erica Wheeler,E. Wheeler,,,17,G,https://a.espncdn.com/i/headshots/wnba/players/full/2491214.png,true,false,true,false,COACH'S DECISION
2019,401104914,5,indiana-fever,IND,Indiana Fever,,3142191,s:40~l:59~a:3142191,65441aabbd32abeff1f96a95b381c955,Kelsey Mitchell,K. Mitchell,,,0,G,https://a.espncdn.com/i/headshots/wnba/players/full/3142191.png,true,false,true,false,COACH'S DECISION
2019,401104914,5,indiana-fever,IND,Indiana Fever,,3058900,s:40~l:59~a:3058900,052659bb375fb98419a21e56309a3f1d,Stephanie Mavunga,S. Mavunga,,,23,F,https://a.espncdn.com/i/headshots/wnba/players/full/3058900.png,false,false,false,false,COACH'S DECISION
2019,401104914,5,indiana-fever,IND,Indiana Fever,,3913903,s:40~l:59~a:3913903,78c47f7b0e8d5fb0159b86591b85ad23,Teaira McCowan,T. McCowan,,,7,C,https://a.espncdn.com/i/headshots/wnba/players/full/3913903.png,false,false,true,false,COACH'S DECISION
2019,401104914,5,indiana-fever,IND,Indiana Fever,,1074,s:40~l:59~a:1074,1326e3b6ff21a9e47dda0d9fdc75a3f8,Shenise Johnson,S. Johnson,,,42,G,,false,false,false,false,COACH'S DECISION
2019,401104914,5,indiana-fever,IND,Indiana Fever,,2984741,s:40~l:59~a:2984741,32ef69df77e3d0424d5a7c210c3256b9,Tiffany Mitchell,T. Mitchell,,,,G,https://a.espncdn.com/i/headshots/wnba/players/full/2984741.png,false,false,true,false,COACH'S DECISION
2019,401104914,5,indiana-fever,IND,Indiana Fever,,2491203,s:40~l:59~a:2491203,e05cee2c403f566e305645758f0e993c,Asia Taylor,A. Taylor,,,31,F,https://a.espncdn.com/i/headshots/wnba/players/full/2491203.png,false,true,false,false,COACH'S DECISION
2019,401104914,5,indiana-fever,IND,Indiana Fever,,3056728,s:40~l:59~a:3056728,50b9d7bc0b9a9ff093402bb67f7b5b46,Erica McCall,E. McCall,,,24,F,https://a.espncdn.com/i/headshots/wnba/players/full/3056728.png,false,true,false,false,COACH'S DECISION
2019,401104914,5,indiana-fever,IND,Indiana Fever,,3143149,s:40~l:59~a:3143149,d8086a93f4026571a5fd5b85b36d7c32,Paris Kea,P. Kea,,,22,G,,false,true,false,false,COACH'S DECISION
2019,401104914,9,new-york-liberty,NY,New York Liberty,,918,s:40~l:59~a:918,ae8d41855dc2d522e8edfb219a1130d4,Tina Charles,T. Charles,,,31,C,https://a.espncdn.com/i/headshots/wnba/players/full/918.png,true,false,true,false,COACH'S DECISION
2019,401104914,9,new-york-liberty,NY,New York Liberty,,3007473,s:40~l:59~a:3007473,c01d4d1ed2aac81ad317ed515c42978d,Amanda Zahui B.,A. Zahui B.,,,,C,https://a.espncdn.com/i/headshots/wnba/players/full/3007473.png,true,false,true,false,COACH'S DECISION
2019,401104914,9,new-york-liberty,NY,New York Liberty,,2566210,s:40~l:59~a:2566210,24b19327d6c57684763d6034542df99c,Brittany Boyd-Jones,Boyd,,,83,G,,true,false,false,false,COACH'S DECISION
2019,401104914,9,new-york-liberty,NY,New York Liberty,,3102133,s:40~l:59~a:3102133,baf2f1cb234e740a0af2c8a82626b685,Rebecca Allen,R. Allen,,,,G,https://a.espncdn.com/i/headshots/wnba/players/full/3102133.png,true,false,false,false,COACH'S DECISION
2019,401104914,9,new-york-liberty,NY,New York Liberty,,3142327,s:40~l:59~a:3142327,01ff029857dcdfdeaf86c862df599b40,Kia Nurse,K. Nurse,,,0,G,https://a.espncdn.com/i/headshots/wnba/players/full/3142327.png,true,false,true,false,COACH'S DECISION
2019,401104914,9,new-york-liberty,NY,New York Liberty,,2566211,s:40~l:59~a:2566211,0566a243365a25bc37ab81eed4f0eadd,Reshanda Gray,R. Gray,,,1,F,https://a.espncdn.com/i/headshots/wnba/players/full/2566211.png,false,false,false,false,COACH'S DECISION
2019,401104914,9,new-york-liberty,NY,New York Liberty,,4038352,s:40~l:59~a:4038352,5228cbd85225553c2484057b2f4aee1d,Nayo Raincock-Ekunwe,N. Raincock-Ekunwe,,,4,F,,false,false,false,false,COACH'S DECISION
2019,401104914,9,new-york-liberty,NY,New York Liberty,,4337216,s:40~l:59~a:4337216,028a2e2467576ce1a52547986bfe3c30,Han Xu,H. Xu,,,21,C,https://a.espncdn.com/i/headshots/wnba/players/full/4337216.png,false,false,false,false,COACH'S DECISION
