season,athlete_id,athlete_display_name,athlete_first_name,athlete_last_name,athlete_position_abbreviation,athlete_jersey,team_id,team_display_name,category,stat_label,stat_name,stat_display_name,stat_description,display_value,value
2002,1,,,,,,2793,Sacramento Monarchs,averages,GP,gamesPlayed,Games Played,Games Played,252,252.0
2002,1,,,,,,2793,Sacramento Monarchs,averages,GS,gamesStarted,Games Started,The number of games started by an athlete.,95,95.0
2002,1,,,,,,2793,Sacramento Monarchs,averages,MIN,avgMinutes,Minutes Per Game,The average number of minutes per game.,18.7,18.7
2002,1,,,,,,2793,Sacramento Monarchs,averages,PTS,avgPoints,Points Per Game,The average number of points scored per game.,7.7,7.7
2002,1,,,,,,2793,Sacramento Monarchs,averages,OR,avgOffensiveRebounds,Offensive Rebounds Per Game,The average offensive rebounds per game.,2.1,2.1
2002,1,,,,,,2793,Sacramento Monarchs,averages,DR,avgDefensiveRebounds,Defensive Rebounds Per Game,The average defensive rebounds per game.,2.7,2.7
2002,1,,,,,,2793,Sacramento Monarchs,averages,REB,avgRebounds,Rebounds Per Game,The average rebounds per game.,4.8,4.8
2002,1,,,,,,2793,Sacramento Monarchs,averages,AST,avgAssists,Assists Per Game,The average assists per game.,0.8,0.8
2002,1,,,,,,2793,Sacramento Monarchs,averages,STL,avgSteals,Steals Per Game,The average steals per game.,1.0,1.0
2002,1,,,,,,2793,Sacramento Monarchs,averages,BLK,avgBlocks,Blocks Per Game,The average blocks per game.,0.2,0.2
2002,1,,,,,,2793,Sacramento Monarchs,averages,TO,avgTurnovers,Turnovers Per Game,The average turnovers committed per game.,1.5,1.5
2002,1,,,,,,2793,Sacramento Monarchs,averages,FG,avgFieldGoalsMade-avgFieldGoalsAttempted,Field Goals Made-Attempted Per Game,The average field goals made per game.-The average field goals attempted per game.,3.3-6.3,
2002,1,,,,,,2793,Sacramento Monarchs,averages,FG%,fieldGoalPct,Field Goal Percentage,The ratio of field goals made to field goals attempted: FGM / FGA,51.5,51.5
2002,1,,,,,,2793,Sacramento Monarchs,averages,3PT,avgThreePointFieldGoalsMade-avgThreePointFieldGoalsAttempted,3-Point Field Goals Made-Attempted Per Game,The average three point field goals made per game.-The average three point field goals attempted per game.,0.0-0.1,
2002,1,,,,,,2793,Sacramento Monarchs,averages,3P%,threePointFieldGoalPct,3-Point Field Goal Percentage,The ratio of 3pt field goals made to 3pt field goals attempted: 3PM / 3PA.,23.3,23.3
2002,1,,,,,,2793,Sacramento Monarchs,averages,FT,avgFreeThrowsMade-avgFreeThrowsAttempted,Free Throws Made-Attempted Per Game,The average free throw shots made per game.-The average free throw shots attempted per game.,1.1-1.8,
2002,1,,,,,,2793,Sacramento Monarchs,averages,FT%,freeThrowPct,Free Throw Percentage,The ratio of free throws made to free throws attempted: FTM / FTA,63.5,63.5
2002,1,,,,,,2793,Sacramento Monarchs,averages,PF,avgFouls,Fouls Per Game,The average fouls committed per game.,2.9,2.9
2002,1,,,,,,2793,Sacramento Monarchs,totals,PTS,points,Points,The number of points scored.,1935,1935.0
2002,1,,,,,,2793,Sacramento Monarchs,totals,OR,offensiveRebounds,Offensive Rebounds,The number of times when the offense obtains the possession of the ball after a missed shot.,527,527.0
2002,1,,,,,,2793,Sacramento Monarchs,totals,DR,defensiveRebounds,Defensive Rebounds,The number of times when the defense obtains the possession of the ball after a missed shot by the offense.,677,677.0
2002,1,,,,,,2793,Sacramento Monarchs,totals,REB,totalRebounds,Rebounds,The total number of rebounds for a team or player,1204,1204.0
2002,1,,,,,,2793,Sacramento Monarchs,totals,AST,assists,Assists,"The number of times a player who passes the ball to a teammate in a way that leads to a score by field goal, meaning that he or she was ""assisting"" in the basket. There is some judgment involved in deciding whether a passer should be credited with an assist.",200,200.0
2002,1,,,,,,2793,Sacramento Monarchs,totals,STL,steals,Steals,The number of times a defensive player forced a turnover by intercepting or deflecting a pass or a dribble of an offensive player.,247,247.0
2002,1,,,,,,2793,Sacramento Monarchs,totals,BLK,blocks,Blocks,"Short for blocked shot, number of times when a defensive player legally deflects a field goal attempt from an offensive player.",58,58.0
2002,1,,,,,,2793,Sacramento Monarchs,totals,TO,turnovers,Turnovers,The number of times a player loses possession to the other team.,366,366.0
2002,1,,,,,,2793,Sacramento Monarchs,totals,FG,fieldGoalsMade-fieldGoalsAttempted,Field Goals Made-Attempted,The number of times a 2pt field goal was made.-The number of times a 2pt field goal was attempted.,822-1597,
2002,1,,,,,,2793,Sacramento Monarchs,totals,FG%,fieldGoalPct,Field Goal Percentage,The ratio of field goals made to field goals attempted: FGM / FGA,51.5,51.5
2002,1,,,,,,2793,Sacramento Monarchs,totals,3PT,threePointFieldGoalsMade-threePointFieldGoalsAttempted,3-Point Field Goals Made-Attempted,The number of times a 3pt field goal was made.-The number of times a 3pt field goal was attempted.,7-30,
2002,1,,,,,,2793,Sacramento Monarchs,totals,3P%,threePointFieldGoalPct,3-Point Field Goal Percentage,The ratio of 3pt field goals made to 3pt field goals attempted: 3PM / 3PA.,23.3,23.3
2002,1,,,,,,2793,Sacramento Monarchs,totals,FT,freeThrowsMade-freeThrowsAttempted,Free Throws Made-Attempted,The number of times a free throw was made.-The number of times a free throw was attempted.,284-447,
2002,1,,,,,,2793,Sacramento Monarchs,totals,FT%,freeThrowPct,Free Throw Percentage,The ratio of free throws made to free throws attempted: FTM / FTA,63.5,63.5
2002,1,,,,,,2793,Sacramento Monarchs,totals,PF,fouls,Fouls,The number of times a player had illegal contact with the opponent.,739,739.0
2002,1,,,,,,2793,Sacramento Monarchs,miscellaneous,DD2,doubleDouble,Double Double,"The number of times double digit values were accumulated in 2 of the following categories: points, rebounds, assists, steals, and blocked shots",17,17.0
2002,1,,,,,,2793,Sacramento Monarchs,miscellaneous,TD3,tripleDouble,Triple Double,"The number of times double digit values were accumulated in 3 of the following categories: points, rebounds, assists, steals, and blocked shots",0,0.0
2002,1,,,,,,2793,Sacramento Monarchs,miscellaneous,AST/TO,assistTurnoverRatio,Assist To Turnover Ratio,The average number of assists a player or team records per turnover,0.5,0.5
2002,1,,,,,,2793,Sacramento Monarchs,miscellaneous,STL/TO,stealTurnoverRatio,Steal To Turnover Ratio,The number of steals per turnover,0.7,0.7
2002,1,,,,,,2793,Sacramento Monarchs,miscellaneous,SC-EFF,scoringEfficiency,Scoring Efficiency,The efficiency with which a team or player scores the basketball.,1.212,1.212
2002,1,,,,,,2793,Sacramento Monarchs,miscellaneous,SH-EFF,shootingEfficiency,Shooting Efficiency,The efficiency with which a team or player shoots the basketball.,0.52,0.52
2002,1,,,,,,2793,Sacramento Monarchs,miscellaneous,TECH,technicalFouls,Technical Fouls,The number of times an player or coach was called for a technical foul (unsportsmanlike conduct or violations).,3,3.0
2002,1,,,,,,2793,Sacramento Monarchs,miscellaneous,FLAG,flagrantFouls,Flagrant Fouls,The number of fouls that the officials thought were unnecessary or excessive.,0,0.0
2002,1,,,,,,2793,Sacramento Monarchs,miscellaneous,DQ,disqualifications,Disqualifications,The number of times a player reached the foul limit.,2,2.0
2002,1,,,,,,2793,Sacramento Monarchs,miscellaneous,EJECT,ejections,Ejections,The number of times a player or coach is removed from the game as a result of a serious offense.,1,1.0
2002,10,,,,,,6,Los Angeles Sparks,averages,GP,gamesPlayed,Games Played,Games Played,208,208.0
2002,10,,,,,,6,Los Angeles Sparks,averages,GS,gamesStarted,Games Started,The number of games started by an athlete.,100,100.0
2002,10,,,,,,6,Los Angeles Sparks,averages,MIN,avgMinutes,Minutes Per Game,The average number of minutes per game.,28.4,28.4
2002,10,,,,,,6,Los Angeles Sparks,averages,PTS,avgPoints,Points Per Game,The average number of points scored per game.,8.1,8.1
2002,10,,,,,,6,Los Angeles Sparks,averages,OR,avgOffensiveRebounds,Offensive Rebounds Per Game,The average offensive rebounds per game.,0.6,0.6
2002,10,,,,,,6,Los Angeles Sparks,averages,DR,avgDefensiveRebounds,Defensive Rebounds Per Game,The average defensive rebounds per game.,2.4,2.4
2002,10,,,,,,6,Los Angeles Sparks,averages,REB,avgRebounds,Rebounds Per Game,The average rebounds per game.,3.0,3.0
2002,10,,,,,,6,Los Angeles Sparks,averages,AST,avgAssists,Assists Per Game,The average assists per game.,4.7,4.7
2002,10,,,,,,6,Los Angeles Sparks,averages,STL,avgSteals,Steals Per Game,The average steals per game.,1.0,1.0
