season,athlete_id,athlete_display_name,athlete_first_name,athlete_last_name,athlete_position_abbreviation,athlete_jersey,team_id,team_display_name,category,stat_label,stat_name,stat_display_name,stat_description,display_value,value
2020,1002,,,,,,9,New York Liberty,averages,GP,gamesPlayed,Games Played,Games Played,269,269.0
2020,1002,,,,,,9,New York Liberty,averages,GS,gamesStarted,Games Started,The number of games started by an athlete.,198,198.0
2020,1002,,,,,,9,New York Liberty,averages,MIN,avgMinutes,Minutes Per Game,The average number of minutes per game.,21.2,21.2
2020,1002,,,,,,9,New York Liberty,averages,PTS,avgPoints,Points Per Game,The average number of points scored per game.,7.1,7.1
2020,1002,,,,,,9,New York Liberty,averages,OR,avgOffensiveRebounds,Offensive Rebounds Per Game,The average offensive rebounds per game.,1.6,1.6
2020,1002,,,,,,9,New York Liberty,averages,DR,avgDefensiveRebounds,Defensive Rebounds Per Game,The average defensive rebounds per game.,4.3,4.3
2020,1002,,,,,,9,New York Liberty,averages,REB,avgRebounds,Rebounds Per Game,The average rebounds per game.,5.9,5.9
2020,1002,,,,,,9,New York Liberty,averages,AST,avgAssists,Assists Per Game,The average assists per game.,1.4,1.4
2020,1002,,,,,,9,New York Liberty,averages,STL,avgSteals,Steals Per Game,The average steals per game.,0.8,0.8
2020,1002,,,,,,9,New York Liberty,averages,BLK,avgBlocks,Blocks Per Game,The average blocks per game.,1.4,1.4
2020,1002,,,,,,9,New York Liberty,averages,TO,avgTurnovers,Turnovers Per Game,The average turnovers committed per game.,1.4,1.4
2020,1002,,,,,,9,New York Liberty,averages,FG,avgFieldGoalsMade-avgFieldGoalsAttempted,Field Goals Made-Attempted Per Game,The average field goals made per game.-The average field goals attempted per game.,3.1-7.1,
2020,1002,,,,,,9,New York Liberty,averages,FG%,fieldGoalPct,Field Goal Percentage,The ratio of field goals made to field goals attempted: FGM / FGA,43.9,43.9
2020,1002,,,,,,9,New York Liberty,averages,3PT,avgThreePointFieldGoalsMade-avgThreePointFieldGoalsAttempted,3-Point Field Goals Made-Attempted Per Game,The average three point field goals made per game.-The average three point field goals attempted per game.,0.1-0.3,
